underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
30587,30587,30587,30587,20250216,92,Very High,0.92,Rejected,Reject,False,3,17,1,85.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30588,30588,30588,30588,20250527,61,High,0.61,Approved,Refer Underwriter,True,35,14,3,91.54,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30589,30589,30589,30589,20251225,92,Very High,0.92,Rejected,Reject,False,6,20,4,78.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30590,30590,30590,30590,20250511,12,Low,0.12,Approved,Auto Approve,False,3,-7,3,83.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30591,30591,30591,30591,20251223,85,Very High,0.85,Rejected,Reject,False,4,29,3,92.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30592,30592,30592,30592,20250127,29,Low,0.29,Approved,Auto Approve,False,2,-6,6,89.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30593,30593,30593,30593,20251016,55,Medium,0.55,Rejected,Refer Underwriter,True,39,1,7,96.4,Manual,David,SLA Breached,True,UW_AI_v1.0
30594,30594,30594,30594,20250826,58,Medium,0.58,Approved,Refer Underwriter,True,58,14,3,99.78,Manual,John,SLA Breached,True,UW_AI_v2.0
30595,30595,30595,30595,20250604,99,Very High,0.99,Rejected,Reject,False,6,29,4,98.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30596,30596,30596,30596,20250224,67,High,0.67,Rejected,Refer Underwriter,True,21,10,5,97.42,Manual,John,Within SLA,True,UW_AI_v2.0
30597,30597,30597,30597,20251215,73,High,0.73,Rejected,Reject,False,5,22,2,98.47,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30598,30598,30598,30598,20250121,60,High,0.6,Rejected,Refer Underwriter,True,69,12,3,87.58,Manual,John,SLA Breached,True,UW_AI_v1.0
30599,30599,30599,30599,20250526,62,High,0.62,Rejected,Refer Underwriter,True,77,0,4,86.56,Manual,John,SLA Breached,True,UW_AI_v1.0
30600,30600,30600,30600,20251010,91,Very High,0.91,Rejected,Reject,False,2,27,3,75.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30601,30601,30601,30601,20250818,69,High,0.69,Rejected,Refer Underwriter,True,75,11,2,85.83,Manual,Alice,SLA Breached,True,UW_AI_v1.0
30602,30602,30602,30602,20250912,29,Low,0.29,Approved,Auto Approve,False,3,1,6,81.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30603,30603,30603,30603,20250528,7,Low,0.07,Approved,Auto Approve,False,5,3,3,88.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30604,30604,30604,30604,20250816,88,Very High,0.88,Rejected,Reject,False,3,32,7,94.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30605,30605,30605,30605,20251231,58,Medium,0.58,Rejected,Refer Underwriter,True,84,2,6,94.09,Manual,Priya,SLA Breached,True,UW_AI_v1.0
30606,30606,30606,30606,20250623,13,Low,0.13,Approved,Auto Approve,False,7,1,4,95.85,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30607,30607,30607,30607,20250324,88,Very High,0.88,Rejected,Reject,False,4,29,3,84.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30608,30608,30608,30608,20250707,14,Low,0.14,Approved,Auto Approve,False,3,-3,5,94.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30609,30609,30609,30609,20251007,14,Low,0.14,Approved,Auto Approve,False,7,-10,1,97.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30610,30610,30610,30610,20250711,6,Low,0.06,Approved,Auto Approve,False,2,-10,2,88.14,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30611,30611,30611,30611,20250309,19,Low,0.19,Approved,Auto Approve,False,7,0,7,85.51,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30612,30612,30612,30612,20250325,86,Very High,0.86,Rejected,Reject,False,3,33,7,91.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30613,30613,30613,30613,20250824,89,Very High,0.89,Rejected,Reject,False,6,29,7,87.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30614,30614,30614,30614,20250824,16,Low,0.16,Approved,Auto Approve,False,3,-2,3,98.57,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30615,30615,30615,30615,20250110,35,Medium,0.35,Approved,Refer Underwriter,True,52,2,4,97.84,Manual,Alice,SLA Breached,True,UW_AI_v1.0
30616,30616,30616,30616,20251209,75,High,0.75,Rejected,Reject,False,7,18,1,86.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30617,30617,30617,30617,20250517,8,Low,0.08,Approved,Auto Approve,False,4,-1,5,86.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30618,30618,30618,30618,20251015,31,Medium,0.31,Approved,Auto Approve,False,6,3,5,78.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30619,30619,30619,30619,20250823,76,High,0.76,Rejected,Reject,False,7,17,2,99.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30620,30620,30620,30620,20251009,16,Low,0.16,Approved,Auto Approve,False,6,-4,2,95.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30621,30621,30621,30621,20250603,20,Low,0.2,Approved,Auto Approve,False,7,4,6,94.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30622,30622,30622,30622,20250206,79,High,0.79,Rejected,Reject,False,5,33,1,97.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30623,30623,30623,30623,20250117,5,Low,0.05,Approved,Auto Approve,False,6,0,3,99.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30624,30624,30624,30624,20250627,45,Medium,0.45,Rejected,Refer Underwriter,True,86,0,7,92.32,Manual,David,SLA Breached,True,UW_AI_v2.0
30625,30625,30625,30625,20250730,48,Medium,0.48,Approved,Refer Underwriter,True,20,4,7,79.37,Manual,David,Within SLA,True,UW_AI_v2.0
30626,30626,30626,30626,20251029,55,Medium,0.55,Rejected,Refer Underwriter,True,62,4,1,87.42,Manual,Alice,SLA Breached,True,UW_AI_v1.0
30627,30627,30627,30627,20251126,42,Medium,0.42,Approved,Refer Underwriter,True,74,4,5,91.0,Manual,David,SLA Breached,True,UW_AI_v1.1
30628,30628,30628,30628,20250223,41,Medium,0.41,Approved,Refer Underwriter,True,79,8,6,87.12,Manual,John,SLA Breached,True,UW_AI_v1.1
30629,30629,30629,30629,20250827,42,Medium,0.42,Approved,Refer Underwriter,True,69,7,4,76.57,Manual,David,SLA Breached,True,UW_AI_v1.1
30630,30630,30630,30630,20250314,63,High,0.63,Rejected,Refer Underwriter,True,54,3,2,79.3,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
30631,30631,30631,30631,20250404,83,Very High,0.83,Rejected,Reject,False,5,27,7,78.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30632,30632,30632,30632,20251122,12,Low,0.12,Approved,Auto Approve,False,7,3,2,79.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30633,30633,30633,30633,20250927,77,High,0.77,Rejected,Reject,False,5,18,4,92.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30634,30634,30634,30634,20250526,58,Medium,0.58,Approved,Refer Underwriter,True,52,5,3,86.11,Manual,Priya,SLA Breached,True,UW_AI_v1.1
30635,30635,30635,30635,20250607,58,Medium,0.58,Rejected,Refer Underwriter,True,33,0,1,86.15,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
30636,30636,30636,30636,20250721,97,Very High,0.97,Rejected,Reject,False,5,25,1,94.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30637,30637,30637,30637,20250113,12,Low,0.12,Approved,Auto Approve,False,3,4,7,91.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30638,30638,30638,30638,20251202,60,High,0.6,Rejected,Refer Underwriter,True,32,10,1,95.8,Manual,Priya,SLA Breached,True,UW_AI_v2.0
30639,30639,30639,30639,20251026,5,Low,0.05,Approved,Auto Approve,False,4,-4,4,75.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30640,30640,30640,30640,20251109,86,Very High,0.86,Rejected,Reject,False,6,34,3,80.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30641,30641,30641,30641,20250620,74,High,0.74,Rejected,Reject,False,4,18,1,79.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30642,30642,30642,30642,20251024,64,High,0.64,Rejected,Refer Underwriter,True,37,9,6,84.08,Manual,David,SLA Breached,True,UW_AI_v1.1
30643,30643,30643,30643,20250128,44,Medium,0.44,Rejected,Refer Underwriter,True,32,13,2,92.96,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30644,30644,30644,30644,20250408,95,Very High,0.95,Rejected,Reject,False,5,27,6,95.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30645,30645,30645,30645,20251019,28,Low,0.28,Approved,Auto Approve,False,3,-8,4,92.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30646,30646,30646,30646,20250816,76,High,0.76,Rejected,Reject,False,6,34,5,90.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30647,30647,30647,30647,20250203,47,Medium,0.47,Approved,Refer Underwriter,True,28,5,1,84.99,Manual,Priya,Within SLA,True,UW_AI_v2.0
30648,30648,30648,30648,20250901,6,Low,0.06,Approved,Auto Approve,False,5,-7,4,91.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30649,30649,30649,30649,20250413,62,High,0.62,Rejected,Refer Underwriter,True,44,3,1,88.24,Manual,Alice,SLA Breached,True,UW_AI_v1.0
30650,30650,30650,30650,20250412,54,Medium,0.54,Approved,Refer Underwriter,True,77,2,2,91.5,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30651,30651,30651,30651,20251205,75,High,0.75,Rejected,Reject,False,3,28,4,85.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30652,30652,30652,30652,20250219,44,Medium,0.44,Approved,Refer Underwriter,True,46,14,6,88.37,Manual,David,SLA Breached,True,UW_AI_v2.0
30653,30653,30653,30653,20250914,46,Medium,0.46,Approved,Refer Underwriter,True,34,3,7,94.67,Manual,David,SLA Breached,True,UW_AI_v2.0
30654,30654,30654,30654,20250903,43,Medium,0.43,Approved,Refer Underwriter,True,61,0,5,80.85,Manual,David,SLA Breached,True,UW_AI_v1.0
30655,30655,30655,30655,20250828,14,Low,0.14,Approved,Auto Approve,False,4,0,6,95.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30656,30656,30656,30656,20250314,16,Low,0.16,Approved,Auto Approve,False,6,-1,1,96.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30657,30657,30657,30657,20250128,7,Low,0.07,Approved,Auto Approve,False,7,2,4,86.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30658,30658,30658,30658,20250806,77,High,0.77,Rejected,Reject,False,5,25,6,77.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30659,30659,30659,30659,20250504,8,Low,0.08,Approved,Auto Approve,False,6,1,6,83.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30660,30660,30660,30660,20250802,87,Very High,0.87,Rejected,Reject,False,4,28,6,76.47,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30661,30661,30661,30661,20250302,21,Low,0.21,Approved,Auto Approve,False,3,-7,7,86.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30662,30662,30662,30662,20250922,70,High,0.7,Rejected,Reject,False,3,24,4,87.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30663,30663,30663,30663,20250515,40,Medium,0.4,Rejected,Refer Underwriter,True,26,7,7,82.73,Manual,Priya,Within SLA,True,UW_AI_v1.0
30664,30664,30664,30664,20251204,35,Medium,0.35,Approved,Refer Underwriter,True,33,0,5,94.41,Manual,David,SLA Breached,True,UW_AI_v1.0
30665,30665,30665,30665,20250528,50,Medium,0.5,Rejected,Refer Underwriter,True,63,7,1,75.49,Manual,John,SLA Breached,True,UW_AI_v1.0
30666,30666,30666,30666,20251219,73,High,0.73,Rejected,Reject,False,3,31,2,79.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30667,30667,30667,30667,20250207,63,High,0.63,Rejected,Refer Underwriter,True,31,9,7,90.74,Manual,John,SLA Breached,True,UW_AI_v2.0
30668,30668,30668,30668,20251111,69,High,0.69,Rejected,Refer Underwriter,True,42,8,6,85.44,Manual,David,SLA Breached,True,UW_AI_v2.0
30669,30669,30669,30669,20251017,40,Medium,0.4,Approved,Refer Underwriter,True,44,10,4,91.13,Manual,John,SLA Breached,True,UW_AI_v1.1
30670,30670,30670,30670,20251109,51,Medium,0.51,Approved,Refer Underwriter,True,76,1,1,93.48,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
30671,30671,30671,30671,20250827,41,Medium,0.41,Rejected,Refer Underwriter,True,68,3,3,85.76,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
30672,30672,30672,30672,20250717,16,Low,0.16,Approved,Auto Approve,False,7,-8,5,97.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30673,30673,30673,30673,20250418,52,Medium,0.52,Rejected,Refer Underwriter,True,54,5,6,78.28,Manual,John,SLA Breached,True,UW_AI_v1.0
30674,30674,30674,30674,20251201,72,High,0.72,Rejected,Reject,False,2,20,1,78.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30675,30675,30675,30675,20250226,58,Medium,0.58,Rejected,Refer Underwriter,True,70,11,2,93.91,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
30676,30676,30676,30676,20250516,75,High,0.75,Rejected,Reject,False,3,23,1,98.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30677,30677,30677,30677,20251020,15,Low,0.15,Approved,Auto Approve,False,4,-6,4,84.45,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30678,30678,30678,30678,20250114,54,Medium,0.54,Approved,Refer Underwriter,True,34,14,5,75.85,Manual,John,SLA Breached,True,UW_AI_v2.0
30679,30679,30679,30679,20251022,73,High,0.73,Rejected,Reject,False,6,29,6,96.81,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30680,30680,30680,30680,20250212,33,Medium,0.33,Approved,Auto Approve,False,5,-7,4,86.39,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30681,30681,30681,30681,20250208,71,High,0.71,Rejected,Reject,False,2,21,1,91.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30682,30682,30682,30682,20251103,53,Medium,0.53,Rejected,Refer Underwriter,True,74,10,1,92.76,Manual,Priya,SLA Breached,True,UW_AI_v2.0
30683,30683,30683,30683,20251001,80,Very High,0.8,Rejected,Reject,False,4,20,5,76.45,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30684,30684,30684,30684,20250402,75,High,0.75,Rejected,Reject,False,4,17,2,96.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30685,30685,30685,30685,20250419,63,High,0.63,Approved,Refer Underwriter,True,23,6,5,87.19,Manual,Alice,Within SLA,True,UW_AI_v1.0
30686,30686,30686,30686,20251101,91,Very High,0.91,Rejected,Reject,False,7,30,4,90.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30687,30687,30687,30687,20251228,95,Very High,0.95,Rejected,Reject,False,7,24,2,77.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30688,30688,30688,30688,20251207,47,Medium,0.47,Approved,Refer Underwriter,True,41,8,5,97.23,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30689,30689,30689,30689,20250512,16,Low,0.16,Approved,Auto Approve,False,5,-4,4,96.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30690,30690,30690,30690,20250314,40,Medium,0.4,Approved,Refer Underwriter,True,87,2,2,97.62,Manual,Alice,SLA Breached,True,UW_AI_v1.1
30691,30691,30691,30691,20250405,68,High,0.68,Approved,Refer Underwriter,True,34,8,5,77.47,Manual,John,SLA Breached,True,UW_AI_v2.0
30692,30692,30692,30692,20250531,82,Very High,0.82,Rejected,Reject,False,4,21,2,89.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30693,30693,30693,30693,20250509,44,Medium,0.44,Approved,Refer Underwriter,True,42,8,6,80.14,Manual,John,SLA Breached,True,UW_AI_v1.0
30694,30694,30694,30694,20250517,97,Very High,0.97,Rejected,Reject,False,7,32,6,78.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30695,30695,30695,30695,20250601,44,Medium,0.44,Approved,Refer Underwriter,True,55,12,5,85.44,Manual,John,SLA Breached,True,UW_AI_v2.0
30696,30696,30696,30696,20250605,39,Medium,0.39,Approved,Refer Underwriter,True,60,0,4,96.3,Manual,Alice,SLA Breached,True,UW_AI_v1.1
30697,30697,30697,30697,20251212,35,Medium,0.35,Approved,Refer Underwriter,True,79,10,2,95.19,Manual,David,SLA Breached,True,UW_AI_v1.0
30698,30698,30698,30698,20250725,68,High,0.68,Approved,Refer Underwriter,True,64,12,5,97.14,Manual,John,SLA Breached,True,UW_AI_v1.0
30699,30699,30699,30699,20250725,12,Low,0.12,Approved,Auto Approve,False,4,-3,6,80.41,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30700,30700,30700,30700,20251121,84,Very High,0.84,Rejected,Reject,False,5,25,4,83.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30701,30701,30701,30701,20250305,44,Medium,0.44,Approved,Refer Underwriter,True,48,9,7,84.3,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30702,30702,30702,30702,20250112,60,High,0.6,Rejected,Refer Underwriter,True,71,3,5,76.88,Manual,John,SLA Breached,True,UW_AI_v1.0
30703,30703,30703,30703,20250918,33,Medium,0.33,Approved,Auto Approve,False,2,-5,1,98.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30704,30704,30704,30704,20250117,29,Low,0.29,Approved,Auto Approve,False,7,-5,4,88.7,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30705,30705,30705,30705,20250617,14,Low,0.14,Approved,Auto Approve,False,7,-7,3,90.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30706,30706,30706,30706,20250420,31,Medium,0.31,Approved,Auto Approve,False,3,-2,7,93.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30707,30707,30707,30707,20250726,72,High,0.72,Rejected,Reject,False,7,25,6,77.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30708,30708,30708,30708,20250728,83,Very High,0.83,Rejected,Reject,False,6,24,2,87.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30709,30709,30709,30709,20250112,73,High,0.73,Rejected,Reject,False,3,33,4,84.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30710,30710,30710,30710,20250722,21,Low,0.21,Approved,Auto Approve,False,5,1,1,86.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30711,30711,30711,30711,20250112,36,Medium,0.36,Rejected,Refer Underwriter,True,54,11,7,77.88,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30712,30712,30712,30712,20250507,25,Low,0.25,Approved,Auto Approve,False,7,-2,7,83.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30713,30713,30713,30713,20250424,90,Very High,0.9,Rejected,Reject,False,2,32,6,86.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30714,30714,30714,30714,20251129,83,Very High,0.83,Rejected,Reject,False,3,31,4,75.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30715,30715,30715,30715,20250119,59,Medium,0.59,Rejected,Refer Underwriter,True,68,1,4,83.1,Manual,John,SLA Breached,True,UW_AI_v2.0
30716,30716,30716,30716,20250120,39,Medium,0.39,Rejected,Refer Underwriter,True,53,3,6,81.15,Manual,John,SLA Breached,True,UW_AI_v1.1
30717,30717,30717,30717,20251105,86,Very High,0.86,Rejected,Reject,False,4,24,3,95.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30718,30718,30718,30718,20250617,52,Medium,0.52,Approved,Refer Underwriter,True,21,7,5,84.98,Manual,David,Within SLA,True,UW_AI_v2.0
30719,30719,30719,30719,20250709,92,Very High,0.92,Rejected,Reject,False,5,26,5,90.46,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30720,30720,30720,30720,20250720,9,Low,0.09,Approved,Auto Approve,False,2,-4,2,82.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30721,30721,30721,30721,20250228,28,Low,0.28,Approved,Auto Approve,False,2,-6,1,92.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30722,30722,30722,30722,20250521,7,Low,0.07,Approved,Auto Approve,False,6,-3,6,94.41,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30723,30723,30723,30723,20250918,81,Very High,0.81,Rejected,Reject,False,2,28,1,98.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30724,30724,30724,30724,20250220,46,Medium,0.46,Rejected,Refer Underwriter,True,51,4,2,89.23,Manual,Priya,SLA Breached,True,UW_AI_v2.0
30725,30725,30725,30725,20250826,21,Low,0.21,Approved,Auto Approve,False,4,-4,5,79.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30726,30726,30726,30726,20250609,56,Medium,0.56,Rejected,Refer Underwriter,True,79,11,1,84.4,Manual,John,SLA Breached,True,UW_AI_v1.0
30727,30727,30727,30727,20250608,26,Low,0.26,Approved,Auto Approve,False,4,-7,7,97.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30728,30728,30728,30728,20250329,85,Very High,0.85,Rejected,Reject,False,7,29,6,83.71,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30729,30729,30729,30729,20250108,85,Very High,0.85,Rejected,Reject,False,4,26,7,87.8,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30730,30730,30730,30730,20251019,21,Low,0.21,Approved,Auto Approve,False,6,3,1,78.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30731,30731,30731,30731,20250928,67,High,0.67,Approved,Refer Underwriter,True,57,4,4,88.6,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
30732,30732,30732,30732,20250107,92,Very High,0.92,Rejected,Reject,False,2,30,2,75.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30733,30733,30733,30733,20250801,44,Medium,0.44,Approved,Refer Underwriter,True,70,12,4,79.97,Manual,John,SLA Breached,True,UW_AI_v1.1
30734,30734,30734,30734,20251211,46,Medium,0.46,Approved,Refer Underwriter,True,39,9,2,75.51,Manual,John,SLA Breached,True,UW_AI_v2.0
30735,30735,30735,30735,20250805,70,High,0.7,Rejected,Reject,False,2,34,7,94.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30736,30736,30736,30736,20250813,87,Very High,0.87,Rejected,Reject,False,7,20,7,83.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30737,30737,30737,30737,20250706,31,Medium,0.31,Approved,Auto Approve,False,3,1,3,89.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30738,30738,30738,30738,20251129,43,Medium,0.43,Rejected,Refer Underwriter,True,51,1,1,99.08,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
30739,30739,30739,30739,20250815,50,Medium,0.5,Approved,Refer Underwriter,True,75,3,1,85.62,Manual,Alice,SLA Breached,True,UW_AI_v2.0
30740,30740,30740,30740,20251101,94,Very High,0.94,Rejected,Reject,False,4,16,5,77.47,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30741,30741,30741,30741,20250824,14,Low,0.14,Approved,Auto Approve,False,7,-9,2,82.46,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30742,30742,30742,30742,20251208,60,High,0.6,Approved,Refer Underwriter,True,65,5,3,80.48,Manual,John,SLA Breached,True,UW_AI_v2.0
30743,30743,30743,30743,20250924,39,Medium,0.39,Approved,Refer Underwriter,True,55,1,1,91.62,Manual,Alice,SLA Breached,True,UW_AI_v1.1
30744,30744,30744,30744,20250711,18,Low,0.18,Approved,Auto Approve,False,4,-4,2,80.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30745,30745,30745,30745,20250607,80,Very High,0.8,Rejected,Reject,False,2,23,7,95.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30746,30746,30746,30746,20250330,35,Medium,0.35,Rejected,Refer Underwriter,True,88,14,1,87.58,Manual,Alice,SLA Breached,True,UW_AI_v1.0
30747,30747,30747,30747,20251119,33,Medium,0.33,Approved,Auto Approve,False,2,-4,6,82.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30748,30748,30748,30748,20250414,18,Low,0.18,Approved,Auto Approve,False,5,-7,5,75.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
30749,30749,30749,30749,20250111,88,Very High,0.88,Rejected,Reject,False,6,25,7,91.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30750,30750,30750,30750,20250607,96,Very High,0.96,Rejected,Reject,False,6,25,6,77.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30751,30751,30751,30751,20250506,63,High,0.63,Rejected,Refer Underwriter,True,56,10,6,97.85,Manual,David,SLA Breached,True,UW_AI_v1.1
30752,30752,30752,30752,20251213,36,Medium,0.36,Approved,Refer Underwriter,True,75,2,6,97.33,Manual,John,SLA Breached,True,UW_AI_v1.0
30753,30753,30753,30753,20251201,92,Very High,0.92,Rejected,Reject,False,7,25,2,89.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
30754,30754,30754,30754,20251106,6,Low,0.06,Approved,Auto Approve,False,7,-9,4,89.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30755,30755,30755,30755,20251208,27,Low,0.27,Approved,Auto Approve,False,5,-9,5,78.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30756,30756,30756,30756,20250131,26,Low,0.26,Approved,Auto Approve,False,7,-10,1,85.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
30757,30757,30757,30757,20250120,51,Medium,0.51,Approved,Refer Underwriter,True,82,1,5,98.98,Manual,Alice,SLA Breached,True,UW_AI_v1.1
30758,30758,30758,30758,20251217,35,Medium,0.35,Approved,Refer Underwriter,True,72,8,2,87.12,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
30759,30759,30759,30759,20250603,92,Very High,0.92,Rejected,Reject,False,3,22,5,84.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
