claim_sk,claim_id,policy_sk,date_sk,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band
3568,CLM103567,3568,20240916,0,,0.0,0.0,Low,Low,0,Fast
3569,CLM103568,3569,20231116,0,,0.0,0.0,Low,Low,0,Fast
3570,CLM103569,3570,20220605,0,,0.0,0.0,Low,Low,0,Fast
3571,CLM103570,3571,20240711,0,,0.0,0.0,Low,Low,0,Fast
3572,CLM103571,3572,20240517,124639,Very High,1.0,1.0,High,High,9,Delayed
3573,CLM103572,3573,20240621,0,,0.0,0.0,Low,Low,0,Fast
3574,CLM103573,3574,20240925,0,,0.0,0.0,Low,Low,0,Fast
3575,CLM103574,3575,20240901,0,,0.0,0.0,Low,Low,0,Fast
3576,CLM103575,3576,20230123,0,,0.0,0.0,Low,Low,0,Fast
3577,CLM103576,3577,20240605,0,,0.0,0.0,Low,Low,0,Fast
3578,CLM103577,3578,20240417,0,,0.0,0.0,Low,Low,0,Fast
3579,CLM103578,3579,20221206,0,,0.0,0.0,Low,Low,0,Fast
3580,CLM103579,3580,20220723,0,,0.0,0.0,Low,Low,0,Fast
3581,CLM103580,3581,20220610,0,,0.0,0.0,Low,Low,0,Fast
3582,CLM103581,3582,20230127,0,,0.0,0.0,Low,Low,0,Fast
3583,CLM103582,3583,20240208,0,,0.0,0.0,Low,Low,0,Fast
3584,CLM103583,3584,20230729,0,,0.0,0.0,Low,Low,0,Fast
3585,CLM103584,3585,20230618,0,,0.0,0.0,Low,Low,0,Fast
3586,CLM103585,3586,20241229,0,,0.0,0.0,Low,Low,0,Fast
3587,CLM103586,3587,20240611,0,,0.0,0.0,Low,Low,0,Fast
3588,CLM103587,3588,20230209,0,,0.0,0.0,Low,Low,0,Fast
3589,CLM103588,3589,20230831,0,,0.0,0.0,Low,Low,0,Fast
3590,CLM103589,3590,20240407,0,,0.0,0.0,Low,Low,0,Fast
3591,CLM103590,3591,20231121,0,,0.0,0.0,Low,Low,0,Fast
3592,CLM103591,3592,20240620,0,,0.0,0.0,Low,Low,0,Fast
3593,CLM103592,3593,20220225,0,,0.0,0.0,Low,Low,0,Fast
3594,CLM103593,3594,20230101,0,,0.0,0.0,Low,Low,0,Fast
3595,CLM103594,3595,20230331,0,,0.0,0.0,Low,Low,0,Fast
3596,CLM103595,3596,20220414,0,,0.0,0.0,Low,Low,0,Fast
3597,CLM103596,3597,20220318,0,,0.0,0.0,Low,Low,0,Fast
3598,CLM103597,3598,20220818,0,,0.0,0.0,Low,Low,0,Fast
3599,CLM103598,3599,20221127,0,,0.0,0.0,Low,Low,0,Fast
3600,CLM103599,3600,20240611,0,,0.0,0.0,Low,Low,0,Fast
3601,CLM103600,3601,20231119,0,,0.0,0.0,Low,Low,0,Fast
3602,CLM103601,3602,20220127,0,,0.0,0.0,Low,Low,0,Fast
3603,CLM103602,3603,20221026,0,,0.0,0.0,Low,Low,0,Fast
3604,CLM103603,3604,20240814,5717,Low,1.0,1.0,Low,Low,19,Delayed
3605,CLM103604,3605,20240309,0,,0.0,0.0,Low,Low,0,Fast
3606,CLM103605,3606,20230425,0,,0.0,0.0,Low,Low,0,Fast
3607,CLM103606,3607,20230727,0,,0.0,0.0,Low,Low,0,Fast
3608,CLM103607,3608,20230403,0,,0.0,0.0,Low,Low,0,Fast
3609,CLM103608,3609,20221231,0,,0.0,0.0,Low,Low,0,Fast
3610,CLM103609,3610,20240508,0,,0.0,0.0,Low,Low,0,Fast
3611,CLM103610,3611,20221217,0,,0.0,0.0,Low,Low,0,Fast
3612,CLM103611,3612,20220910,0,,0.0,0.0,Low,Low,0,Fast
3613,CLM103612,3613,20240220,0,,0.0,0.0,Low,Low,0,Fast
3614,CLM103613,3614,20240313,0,,0.0,0.0,Low,Low,0,Fast
3615,CLM103614,3615,20241008,0,,0.0,0.0,Low,Low,0,Fast
3616,CLM103615,3616,20230404,0,,0.0,0.0,Low,Low,0,Fast
3617,CLM103616,3617,20240705,0,,0.0,0.0,Low,Low,0,Fast
3618,CLM103617,3618,20230514,0,,0.0,0.0,Low,Low,0,Fast
3619,CLM103618,3619,20240807,138653,Very High,1.0,1.0,High,High,19,Delayed
3620,CLM103619,3620,20230523,0,,0.0,0.0,Low,Low,0,Fast
3621,CLM103620,3621,20230516,0,,0.0,0.0,Low,Low,0,Fast
3622,CLM103621,3622,20240313,0,,0.0,0.0,Low,Low,0,Fast
3623,CLM103622,3623,20230821,60480,High,1.0,1.0,High,Low,14,Delayed
3624,CLM103623,3624,20220615,0,,0.0,0.0,Low,Low,0,Fast
3625,CLM103624,3625,20230407,0,,0.0,0.0,Low,Low,0,Fast
3626,CLM103625,3626,20240708,0,,0.0,0.0,Low,Low,0,Fast
3627,CLM103626,3627,20220424,0,,0.0,0.0,Low,Low,0,Fast
3628,CLM103627,3628,20240918,0,,0.0,0.0,Low,Low,0,Fast
3629,CLM103628,3629,20220726,0,,0.0,0.0,Low,Low,0,Fast
3630,CLM103629,3630,20230530,0,,0.0,0.0,Low,Low,0,Fast
3631,CLM103630,3631,20231210,84698,High,1.0,1.0,High,Low,3,Fast
3632,CLM103631,3632,20220518,0,,0.0,0.0,Low,Low,0,Fast
3633,CLM103632,3633,20221205,0,,0.0,0.0,Low,Low,0,Fast
3634,CLM103633,3634,20230621,0,,0.0,0.0,Low,Low,0,Fast
3635,CLM103634,3635,20220309,0,,0.0,0.0,Low,Low,0,Fast
3636,CLM103635,3636,20230118,0,,0.0,0.0,Low,Low,0,Fast
3637,CLM103636,3637,20220119,0,,0.0,0.0,Low,Low,0,Fast
3638,CLM103637,3638,20231114,0,,0.0,0.0,Low,Low,0,Fast
3639,CLM103638,3639,20220315,0,,0.0,0.0,Low,Low,0,Fast
3640,CLM103639,3640,20230727,0,,0.0,0.0,Low,Low,0,Fast
3641,CLM103640,3641,20240727,0,,0.0,0.0,Low,Low,0,Fast
3642,CLM103641,3642,20241207,0,,0.0,0.0,Low,Low,0,Fast
3643,CLM103642,3643,20220730,0,,0.0,0.0,Low,Low,0,Fast
3644,CLM103643,3644,20240504,73842,High,1.0,1.0,High,Low,18,Delayed
3645,CLM103644,3645,20231013,0,,0.0,0.0,Low,Low,0,Fast
3646,CLM103645,3646,20240920,0,,0.0,0.0,Low,Low,0,Fast
3647,CLM103646,3647,20231126,53008,High,1.0,1.0,High,Low,17,Delayed
3648,CLM103647,3648,20230624,0,,0.0,0.0,Low,Low,0,Fast
3649,CLM103648,3649,20240619,0,,0.0,0.0,Low,Low,0,Fast
3650,CLM103649,3650,20240219,83542,High,1.0,1.0,High,Low,3,Fast
3651,CLM103650,3651,20220619,0,,0.0,0.0,Low,Low,0,Fast
3652,CLM103651,3652,20241103,97067,High,1.0,1.0,High,Low,11,Delayed
3653,CLM103652,3653,20221015,0,,0.0,0.0,Low,Low,0,Fast
3654,CLM103653,3654,20220708,0,,0.0,0.0,Low,Low,0,Fast
3655,CLM103654,3655,20240702,0,,0.0,0.0,Low,Low,0,Fast
3656,CLM103655,3656,20231125,82299,High,1.0,1.0,High,Low,7,Standard
3657,CLM103656,3657,20240606,0,,0.0,0.0,Low,Low,0,Fast
3658,CLM103657,3658,20230416,0,,0.0,0.0,Low,Low,0,Fast
3659,CLM103658,3659,20221004,0,,0.0,0.0,Low,Low,0,Fast
3660,CLM103659,3660,20240728,0,,0.0,0.0,Low,Low,0,Fast
3661,CLM103660,3661,20230725,0,,0.0,0.0,Low,Low,0,Fast
3662,CLM103661,3662,20240506,0,,0.0,0.0,Low,Low,0,Fast
3663,CLM103662,3663,20240927,0,,0.0,0.0,Low,Low,0,Fast
3664,CLM103663,3664,20230403,129168,Very High,1.0,1.0,High,High,3,Fast
3665,CLM103664,3665,20240706,0,,0.0,0.0,Low,Low,0,Fast
3666,CLM103665,3666,20240412,0,,0.0,0.0,Low,Low,0,Fast
3667,CLM103666,3667,20241223,0,,0.0,0.0,Low,Low,0,Fast
3668,CLM103667,3668,20240418,0,,0.0,0.0,Low,Low,0,Fast
3669,CLM103668,3669,20220712,0,,0.0,0.0,Low,Low,0,Fast
3670,CLM103669,3670,20230908,0,,0.0,0.0,Low,Low,0,Fast
3671,CLM103670,3671,20230210,0,,0.0,0.0,Low,Low,0,Fast
3672,CLM103671,3672,20240731,0,,0.0,0.0,Low,Low,0,Fast
3673,CLM103672,3673,20231222,0,,0.0,0.0,Low,Low,0,Fast
3674,CLM103673,3674,20220403,0,,0.0,0.0,Low,Low,0,Fast
3675,CLM103674,3675,20230306,0,,0.0,0.0,Low,Low,0,Fast
3676,CLM103675,3676,20231016,0,,0.0,0.0,Low,Low,0,Fast
3677,CLM103676,3677,20230310,0,,0.0,0.0,Low,Low,0,Fast
3678,CLM103677,3678,20230110,0,,0.0,0.0,Low,Low,0,Fast
3679,CLM103678,3679,20241218,0,,0.0,0.0,Low,Low,0,Fast
3680,CLM103679,3680,20241202,0,,0.0,0.0,Low,Low,0,Fast
3681,CLM103680,3681,20220726,0,,0.0,0.0,Low,Low,0,Fast
3682,CLM103681,3682,20240219,0,,0.0,0.0,Low,Low,0,Fast
3683,CLM103682,3683,20230616,0,,0.0,0.0,Low,Low,0,Fast
3684,CLM103683,3684,20220615,0,,0.0,0.0,Low,Low,0,Fast
3685,CLM103684,3685,20231005,0,,0.0,0.0,Low,Low,0,Fast
3686,CLM103685,3686,20220331,0,,0.0,0.0,Low,Low,0,Fast
3687,CLM103686,3687,20220113,0,,0.0,0.0,Low,Low,0,Fast
3688,CLM103687,3688,20240830,0,,0.0,0.0,Low,Low,0,Fast
3689,CLM103688,3689,20240315,0,,0.0,0.0,Low,Low,0,Fast
3690,CLM103689,3690,20240802,0,,0.0,0.0,Low,Low,0,Fast
3691,CLM103690,3691,20240112,0,,0.0,0.0,Low,Low,0,Fast
3692,CLM103691,3692,20240525,0,,0.0,0.0,Low,Low,0,Fast
3693,CLM103692,3693,20231022,0,,0.0,0.0,Low,Low,0,Fast
3694,CLM103693,3694,20241028,0,,0.0,0.0,Low,Low,0,Fast
3695,CLM103694,3695,20241118,0,,0.0,0.0,Low,Low,0,Fast
3696,CLM103695,3696,20221023,0,,0.0,0.0,Low,Low,0,Fast
3697,CLM103696,3697,20240912,0,,0.0,0.0,Low,Low,0,Fast
3698,CLM103697,3698,20240714,0,,0.0,0.0,Low,Low,0,Fast
3699,CLM103698,3699,20231002,0,,0.0,0.0,Low,Low,0,Fast
3700,CLM103699,3700,20221206,0,,0.0,0.0,Low,Low,0,Fast
3701,CLM103700,3701,20230920,0,,0.0,0.0,Low,Low,0,Fast
3702,CLM103701,3702,20230315,0,,0.0,0.0,Low,Low,0,Fast
3703,CLM103702,3703,20240730,0,,0.0,0.0,Low,Low,0,Fast
3704,CLM103703,3704,20240409,0,,0.0,0.0,Low,Low,0,Fast
3705,CLM103704,3705,20230603,0,,0.0,0.0,Low,Low,0,Fast
3706,CLM103705,3706,20240902,0,,0.0,0.0,Low,Low,0,Fast
3707,CLM103706,3707,20241204,0,,0.0,0.0,Low,Low,0,Fast
3708,CLM103707,3708,20240812,34063,Medium,1.0,1.0,Medium,Low,14,Delayed
3709,CLM103708,3709,20240809,0,,0.0,0.0,Low,Low,0,Fast
3710,CLM103709,3710,20240801,0,,0.0,0.0,Low,Low,0,Fast
3711,CLM103710,3711,20220604,0,,0.0,0.0,Low,Low,0,Fast
3712,CLM103711,3712,20220329,0,,0.0,0.0,Low,Low,0,Fast
3713,CLM103712,3713,20240719,0,,0.0,0.0,Low,Low,0,Fast
3714,CLM103713,3714,20220628,0,,0.0,0.0,Low,Low,0,Fast
3715,CLM103714,3715,20220731,0,,0.0,0.0,Low,Low,0,Fast
3716,CLM103715,3716,20230410,0,,0.0,0.0,Low,Low,0,Fast
3717,CLM103716,3717,20230923,0,,0.0,0.0,Low,Low,0,Fast
3718,CLM103717,3718,20240404,0,,0.0,0.0,Low,Low,0,Fast
3719,CLM103718,3719,20230830,0,,0.0,0.0,Low,Low,0,Fast
3720,CLM103719,3720,20240603,0,,0.0,0.0,Low,Low,0,Fast
3721,CLM103720,3721,20230101,0,,0.0,0.0,Low,Low,0,Fast
3722,CLM103721,3722,20221003,0,,0.0,0.0,Low,Low,0,Fast
3723,CLM103722,3723,20230115,0,,0.0,0.0,Low,Low,0,Fast
3724,CLM103723,3724,20240802,0,,0.0,0.0,Low,Low,0,Fast
3725,CLM103724,3725,20241223,0,,0.0,0.0,Low,Low,0,Fast
3726,CLM103725,3726,20240320,0,,0.0,0.0,Low,Low,0,Fast
3727,CLM103726,3727,20240713,0,,0.0,0.0,Low,Low,0,Fast
3728,CLM103727,3728,20230509,0,,0.0,0.0,Low,Low,0,Fast
3729,CLM103728,3729,20241230,0,,0.0,0.0,Low,Low,0,Fast
3730,CLM103729,3730,20221230,0,,0.0,0.0,Low,Low,0,Fast
3731,CLM103730,3731,20230724,0,,0.0,0.0,Low,Low,0,Fast
3732,CLM103731,3732,20240202,0,,0.0,0.0,Low,Low,0,Fast
3733,CLM103732,3733,20221003,0,,0.0,0.0,Low,Low,0,Fast
3734,CLM103733,3734,20220219,0,,0.0,0.0,Low,Low,0,Fast
3735,CLM103734,3735,20231229,0,,0.0,0.0,Low,Low,0,Fast
3736,CLM103735,3736,20240624,28386,Medium,1.0,1.0,Medium,Low,8,Delayed
3737,CLM103736,3737,20240716,33302,Medium,1.0,1.0,Medium,Low,8,Delayed
3738,CLM103737,3738,20230718,0,,0.0,0.0,Low,Low,0,Fast
3739,CLM103738,3739,20240222,0,,0.0,0.0,Low,Low,0,Fast
3740,CLM103739,3740,20230430,116603,Very High,1.0,1.0,High,High,3,Fast
3741,CLM103740,3741,20230807,0,,0.0,0.0,Low,Low,0,Fast
3742,CLM103741,3742,20220824,0,,0.0,0.0,Low,Low,0,Fast
3743,CLM103742,3743,20220225,0,,0.0,0.0,Low,Low,0,Fast
3744,CLM103743,3744,20221226,0,,0.0,0.0,Low,Low,0,Fast
3745,CLM103744,3745,20220420,0,,0.0,0.0,Low,Low,0,Fast
3746,CLM103745,3746,20220711,0,,0.0,0.0,Low,Low,0,Fast
3747,CLM103746,3747,20240622,0,,0.0,0.0,Low,Low,0,Fast
3748,CLM103747,3748,20240511,0,,0.0,0.0,Low,Low,0,Fast
3749,CLM103748,3749,20230722,0,,0.0,0.0,Low,Low,0,Fast
3750,CLM103749,3750,20241219,0,,0.0,0.0,Low,Low,0,Fast
3751,CLM103750,3751,20231012,0,,0.0,0.0,Low,Low,0,Fast
3752,CLM103751,3752,20220208,0,,0.0,0.0,Low,Low,0,Fast
3753,CLM103752,3753,20241208,0,,0.0,0.0,Low,Low,0,Fast
3754,CLM103753,3754,20230929,0,,0.0,0.0,Low,Low,0,Fast
3755,CLM103754,3755,20241102,0,,0.0,0.0,Low,Low,0,Fast
3756,CLM103755,3756,20220205,0,,0.0,0.0,Low,Low,0,Fast
3757,CLM103756,3757,20220411,0,,0.0,0.0,Low,Low,0,Fast
3758,CLM103757,3758,20220615,0,,0.0,0.0,Low,Low,0,Fast
3759,CLM103758,3759,20230118,0,,0.0,0.0,Low,Low,0,Fast
3760,CLM103759,3760,20240229,0,,0.0,0.0,Low,Low,0,Fast
3761,CLM103760,3761,20220131,0,,0.0,0.0,Low,Low,0,Fast
3762,CLM103761,3762,20220111,0,,0.0,0.0,Low,Low,0,Fast
3763,CLM103762,3763,20220406,0,,0.0,0.0,Low,Low,0,Fast
3764,CLM103763,3764,20230329,0,,0.0,0.0,Low,Low,0,Fast
3765,CLM103764,3765,20220711,0,,0.0,0.0,Low,Low,0,Fast
3766,CLM103765,3766,20230501,0,,0.0,0.0,Low,Low,0,Fast
3767,CLM103766,3767,20220826,10741,Low,1.0,1.0,Medium,Low,29,Delayed
3768,CLM103767,3768,20241224,0,,0.0,0.0,Low,Low,0,Fast
3769,CLM103768,3769,20240105,0,,0.0,0.0,Low,Low,0,Fast
3770,CLM103769,3770,20240917,0,,0.0,0.0,Low,Low,0,Fast
3771,CLM103770,3771,20240404,0,,0.0,0.0,Low,Low,0,Fast
3772,CLM103771,3772,20220416,0,,0.0,0.0,Low,Low,0,Fast
3773,CLM103772,3773,20220630,27164,Medium,1.0,1.0,Medium,Low,11,Delayed
3774,CLM103773,3774,20220703,0,,0.0,0.0,Low,Low,0,Fast
3775,CLM103774,3775,20220814,0,,0.0,0.0,Low,Low,0,Fast
3776,CLM103775,3776,20240216,0,,0.0,0.0,Low,Low,0,Fast
3777,CLM103776,3777,20240229,57691,High,1.0,1.0,High,Low,13,Delayed
3778,CLM103777,3778,20231119,0,,0.0,0.0,Low,Low,0,Fast
3779,CLM103778,3779,20230614,0,,0.0,0.0,Low,Low,0,Fast
3780,CLM103779,3780,20240829,0,,0.0,0.0,Low,Low,0,Fast
3781,CLM103780,3781,20240724,0,,0.0,0.0,Low,Low,0,Fast
3782,CLM103781,3782,20220416,0,,0.0,0.0,Low,Low,0,Fast
3783,CLM103782,3783,20240410,0,,0.0,0.0,Low,Low,0,Fast
3784,CLM103783,3784,20231110,0,,0.0,0.0,Low,Low,0,Fast
3785,CLM103784,3785,20240428,0,,0.0,0.0,Low,Low,0,Fast
3786,CLM103785,3786,20241121,0,,0.0,0.0,Low,Low,0,Fast
3787,CLM103786,3787,20230128,0,,0.0,0.0,Low,Low,0,Fast
3788,CLM103787,3788,20220209,0,,0.0,0.0,Low,Low,0,Fast
3789,CLM103788,3789,20231022,0,,0.0,0.0,Low,Low,0,Fast
3790,CLM103789,3790,20240907,0,,0.0,0.0,Low,Low,0,Fast
3791,CLM103790,3791,20240424,80602,High,1.0,1.0,High,Low,15,Delayed
3792,CLM103791,3792,20220720,0,,0.0,0.0,Low,Low,0,Fast
3793,CLM103792,3793,20230323,0,,0.0,0.0,Low,Low,0,Fast
3794,CLM103793,3794,20241127,0,,0.0,0.0,Low,Low,0,Fast
3795,CLM103794,3795,20230320,21999,Low,1.0,1.0,Medium,Low,6,Standard
3796,CLM103795,3796,20240131,0,,0.0,0.0,Low,Low,0,Fast
3797,CLM103796,3797,20220815,0,,0.0,0.0,Low,Low,0,Fast
3798,CLM103797,3798,20220217,0,,0.0,0.0,Low,Low,0,Fast
3799,CLM103798,3799,20241107,0,,0.0,0.0,Low,Low,0,Fast
3800,CLM103799,3800,20240630,0,,0.0,0.0,Low,Low,0,Fast
3801,CLM103800,3801,20220706,0,,0.0,0.0,Low,Low,0,Fast
3802,CLM103801,3802,20221211,0,,0.0,0.0,Low,Low,0,Fast
3803,CLM103802,3803,20220812,0,,0.0,0.0,Low,Low,0,Fast
3804,CLM103803,3804,20240409,0,,0.0,0.0,Low,Low,0,Fast
3805,CLM103804,3805,20230503,0,,0.0,0.0,Low,Low,0,Fast
3806,CLM103805,3806,20240526,0,,0.0,0.0,Low,Low,0,Fast
3807,CLM103806,3807,20240428,140699,Very High,1.0,1.0,High,High,16,Delayed
3808,CLM103807,3808,20240905,0,,0.0,0.0,Low,Low,0,Fast
3809,CLM103808,3809,20241013,0,,0.0,0.0,Low,Low,0,Fast
3810,CLM103809,3810,20220707,0,,0.0,0.0,Low,Low,0,Fast
3811,CLM103810,3811,20220927,0,,0.0,0.0,Low,Low,0,Fast
3812,CLM103811,3812,20221106,0,,0.0,0.0,Low,Low,0,Fast
3813,CLM103812,3813,20241231,0,,0.0,0.0,Low,Low,0,Fast
3814,CLM103813,3814,20240424,0,,0.0,0.0,Low,Low,0,Fast
3815,CLM103814,3815,20230501,0,,0.0,0.0,Low,Low,0,Fast
3816,CLM103815,3816,20220430,0,,0.0,0.0,Low,Low,0,Fast
3817,CLM103816,3817,20220808,0,,0.0,0.0,Low,Low,0,Fast
3818,CLM103817,3818,20220222,0,,0.0,0.0,Low,Low,0,Fast
3819,CLM103818,3819,20240128,0,,0.0,0.0,Low,Low,0,Fast
3820,CLM103819,3820,20240108,0,,0.0,0.0,Low,Low,0,Fast
3821,CLM103820,3821,20231221,0,,0.0,0.0,Low,Low,0,Fast
3822,CLM103821,3822,20230210,0,,0.0,0.0,Low,Low,0,Fast
3823,CLM103822,3823,20230831,0,,0.0,0.0,Low,Low,0,Fast
3824,CLM103823,3824,20241017,0,,0.0,0.0,Low,Low,0,Fast
3825,CLM103824,3825,20230226,0,,0.0,0.0,Low,Low,0,Fast
3826,CLM103825,3826,20231213,0,,0.0,0.0,Low,Low,0,Fast
3827,CLM103826,3827,20220904,0,,0.0,0.0,Low,Low,0,Fast
3828,CLM103827,3828,20220313,0,,0.0,0.0,Low,Low,0,Fast
3829,CLM103828,3829,20220704,0,,0.0,0.0,Low,Low,0,Fast
3830,CLM103829,3830,20220106,0,,0.0,0.0,Low,Low,0,Fast
3831,CLM103830,3831,20240624,0,,0.0,0.0,Low,Low,0,Fast
3832,CLM103831,3832,20230122,0,,0.0,0.0,Low,Low,0,Fast
3833,CLM103832,3833,20231130,57446,High,1.0,1.0,High,Low,21,Delayed
3834,CLM103833,3834,20240406,0,,0.0,0.0,Low,Low,0,Fast
3835,CLM103834,3835,20221215,0,,0.0,0.0,Low,Low,0,Fast
3836,CLM103835,3836,20221104,0,,0.0,0.0,Low,Low,0,Fast
3837,CLM103836,3837,20221014,0,,0.0,0.0,Low,Low,0,Fast
3838,CLM103837,3838,20240205,0,,0.0,0.0,Low,Low,0,Fast
3839,CLM103838,3839,20231226,0,,0.0,0.0,Low,Low,0,Fast
3840,CLM103839,3840,20240201,0,,0.0,0.0,Low,Low,0,Fast
3841,CLM103840,3841,20230118,0,,0.0,0.0,Low,Low,0,Fast
3842,CLM103841,3842,20230123,0,,0.0,0.0,Low,Low,0,Fast
3843,CLM103842,3843,20230609,0,,0.0,0.0,Low,Low,0,Fast
3844,CLM103843,3844,20231001,0,,0.0,0.0,Low,Low,0,Fast
3845,CLM103844,3845,20240726,0,,0.0,0.0,Low,Low,0,Fast
3846,CLM103845,3846,20221003,0,,0.0,0.0,Low,Low,0,Fast
3847,CLM103846,3847,20230515,0,,0.0,0.0,Low,Low,0,Fast
3848,CLM103847,3848,20231218,0,,0.0,0.0,Low,Low,0,Fast
3849,CLM103848,3849,20221203,0,,0.0,0.0,Low,Low,0,Fast
3850,CLM103849,3850,20240720,0,,0.0,0.0,Low,Low,0,Fast
3851,CLM103850,3851,20230426,0,,0.0,0.0,Low,Low,0,Fast
3852,CLM103851,3852,20240629,0,,0.0,0.0,Low,Low,0,Fast
3853,CLM103852,3853,20241217,0,,0.0,0.0,Low,Low,0,Fast
3854,CLM103853,3854,20220419,0,,0.0,0.0,Low,Low,0,Fast
3855,CLM103854,3855,20221124,0,,0.0,0.0,Low,Low,0,Fast
3856,CLM103855,3856,20221111,0,,0.0,0.0,Low,Low,0,Fast
3857,CLM103856,3857,20231130,0,,0.0,0.0,Low,Low,0,Fast
3858,CLM103857,3858,20240220,0,,0.0,0.0,Low,Low,0,Fast
3859,CLM103858,3859,20220605,0,,0.0,0.0,Low,Low,0,Fast
3860,CLM103859,3860,20240605,0,,0.0,0.0,Low,Low,0,Fast
3861,CLM103860,3861,20241022,0,,0.0,0.0,Low,Low,0,Fast
3862,CLM103861,3862,20240128,140203,Very High,1.0,1.0,High,High,29,Delayed
3863,CLM103862,3863,20231223,0,,0.0,0.0,Low,Low,0,Fast
3864,CLM103863,3864,20240701,0,,0.0,0.0,Low,Low,0,Fast
3865,CLM103864,3865,20240520,0,,0.0,0.0,Low,Low,0,Fast
3866,CLM103865,3866,20220113,0,,0.0,0.0,Low,Low,0,Fast
3867,CLM103866,3867,20230831,0,,0.0,0.0,Low,Low,0,Fast
3868,CLM103867,3868,20230513,0,,0.0,0.0,Low,Low,0,Fast
3869,CLM103868,3869,20220826,0,,0.0,0.0,Low,Low,0,Fast
3870,CLM103869,3870,20240220,0,,0.0,0.0,Low,Low,0,Fast
3871,CLM103870,3871,20230829,0,,0.0,0.0,Low,Low,0,Fast
3872,CLM103871,3872,20231023,0,,0.0,0.0,Low,Low,0,Fast
3873,CLM103872,3873,20240428,0,,0.0,0.0,Low,Low,0,Fast
3874,CLM103873,3874,20240724,0,,0.0,0.0,Low,Low,0,Fast
3875,CLM103874,3875,20230920,0,,0.0,0.0,Low,Low,0,Fast
3876,CLM103875,3876,20220523,0,,0.0,0.0,Low,Low,0,Fast
3877,CLM103876,3877,20231215,0,,0.0,0.0,Low,Low,0,Fast
3878,CLM103877,3878,20230424,0,,0.0,0.0,Low,Low,0,Fast
3879,CLM103878,3879,20230719,0,,0.0,0.0,Low,Low,0,Fast
3880,CLM103879,3880,20230416,0,,0.0,0.0,Low,Low,0,Fast
3881,CLM103880,3881,20230119,0,,0.0,0.0,Low,Low,0,Fast
3882,CLM103881,3882,20240714,0,,0.0,0.0,Low,Low,0,Fast
3883,CLM103882,3883,20230221,0,,0.0,0.0,Low,Low,0,Fast
3884,CLM103883,3884,20221104,0,,0.0,0.0,Low,Low,0,Fast
3885,CLM103884,3885,20231011,0,,0.0,0.0,Low,Low,0,Fast
3886,CLM103885,3886,20241021,0,,0.0,0.0,Low,Low,0,Fast
3887,CLM103886,3887,20241203,0,,0.0,0.0,Low,Low,0,Fast
3888,CLM103887,3888,20240109,0,,0.0,0.0,Low,Low,0,Fast
3889,CLM103888,3889,20220520,78616,High,1.0,1.0,High,Low,23,Delayed
3890,CLM103889,3890,20240831,0,,0.0,0.0,Low,Low,0,Fast
3891,CLM103890,3891,20241013,0,,0.0,0.0,Low,Low,0,Fast
3892,CLM103891,3892,20240810,0,,0.0,0.0,Low,Low,0,Fast
3893,CLM103892,3893,20240622,0,,0.0,0.0,Low,Low,0,Fast
3894,CLM103893,3894,20220313,0,,0.0,0.0,Low,Low,0,Fast
3895,CLM103894,3895,20220417,0,,0.0,0.0,Low,Low,0,Fast
3896,CLM103895,3896,20241201,0,,0.0,0.0,Low,Low,0,Fast
3897,CLM103896,3897,20240601,0,,0.0,0.0,Low,Low,0,Fast
3898,CLM103897,3898,20220519,0,,0.0,0.0,Low,Low,0,Fast
3899,CLM103898,3899,20230907,0,,0.0,0.0,Low,Low,0,Fast
3900,CLM103899,3900,20240512,0,,0.0,0.0,Low,Low,0,Fast
3901,CLM103900,3901,20220930,0,,0.0,0.0,Low,Low,0,Fast
3902,CLM103901,3902,20230220,0,,0.0,0.0,Low,Low,0,Fast
3903,CLM103902,3903,20230521,119091,Very High,1.0,1.0,High,High,27,Delayed
3904,CLM103903,3904,20240103,122797,Very High,1.0,1.0,High,High,29,Delayed
3905,CLM103904,3905,20230228,0,,0.0,0.0,Low,Low,0,Fast
3906,CLM103905,3906,20230125,0,,0.0,0.0,Low,Low,0,Fast
3907,CLM103906,3907,20221208,0,,0.0,0.0,Low,Low,0,Fast
3908,CLM103907,3908,20240803,0,,0.0,0.0,Low,Low,0,Fast
3909,CLM103908,3909,20230906,0,,0.0,0.0,Low,Low,0,Fast
3910,CLM103909,3910,20230508,0,,0.0,0.0,Low,Low,0,Fast
3911,CLM103910,3911,20220711,0,,0.0,0.0,Low,Low,0,Fast
3912,CLM103911,3912,20230514,0,,0.0,0.0,Low,Low,0,Fast
3913,CLM103912,3913,20240401,0,,0.0,0.0,Low,Low,0,Fast
3914,CLM103913,3914,20220815,0,,0.0,0.0,Low,Low,0,Fast
3915,CLM103914,3915,20220519,0,,0.0,0.0,Low,Low,0,Fast
3916,CLM103915,3916,20240505,0,,0.0,0.0,Low,Low,0,Fast
3917,CLM103916,3917,20240327,0,,0.0,0.0,Low,Low,0,Fast
3918,CLM103917,3918,20241222,0,,0.0,0.0,Low,Low,0,Fast
3919,CLM103918,3919,20220414,0,,0.0,0.0,Low,Low,0,Fast
3920,CLM103919,3920,20240520,0,,0.0,0.0,Low,Low,0,Fast
3921,CLM103920,3921,20231030,0,,0.0,0.0,Low,Low,0,Fast
3922,CLM103921,3922,20220930,0,,0.0,0.0,Low,Low,0,Fast
