quote_sk,quote_id,customer_sk,vehicle_sk,policy_sk,channel_sk,date_sk,quoted_premium,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,days_since_last_contact,quote_value_band
6122,Q106121,6122,6122,6122,130,20250114,4183.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,209,Low
6123,Q106122,6123,6123,6123,130,20250725,4179.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,272,Low
6124,Q106123,6124,6124,6124,135,20250417,4910.0,1,1,Converted,Policy Issued,Desktop,Agent,111,Medium
6125,Q106124,6125,6125,6125,130,20250615,3762.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,82,Low
6126,Q106125,6126,6126,6126,130,20251026,4198.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,45,Low
6127,Q106126,6127,6127,6127,134,20251209,4079.0,1,1,Converted,Policy Issued,Mobile,Website,14,Low
6128,Q106127,6128,6128,6128,130,20250808,4308.0,0,0,Abandoned,Premium Calculation,Mobile,Website,144,Low
6129,Q106128,6129,6129,6129,130,20250101,4546.0,0,0,Abandoned,Document Upload,Mobile,Agent,133,Medium
6130,Q106129,6130,6130,6130,130,20250227,3984.0,0,0,Abandoned,Premium Calculation,Mobile,Website,188,Low
6131,Q106130,6131,6131,6131,130,20251130,4058.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,263,Low
6132,Q106131,6132,6132,6132,24,20251015,4645.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,51,Medium
6133,Q106132,6133,6133,6133,130,20251208,4485.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,244,Low
6134,Q106133,6134,6134,6134,130,20250531,4554.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,96,Medium
6135,Q106134,6135,6135,6135,130,20250821,4383.0,0,0,Abandoned,Document Upload,Mobile,Agent,197,Low
6136,Q106135,6136,6136,6136,130,20251231,4238.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,72,Low
6137,Q106136,6137,6137,6137,130,20250920,4338.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,180,Low
6138,Q106137,6138,6138,6138,130,20250724,4539.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,163,Medium
6139,Q106138,6139,6139,6139,130,20250525,4257.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,32,Low
6140,Q106139,6140,6140,6140,105,20250326,3876.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,295,Low
6141,Q106140,6141,6141,6141,130,20251221,4542.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,227,Medium
6142,Q106141,6142,6142,6142,138,20250223,4459.0,0,0,Abandoned,Document Upload,Mobile,Website,163,Low
6143,Q106142,6143,6143,6143,130,20250511,4134.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,226,Low
6144,Q106143,6144,6144,6144,138,20250814,4259.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,75,Low
6145,Q106144,6145,6145,6145,130,20250421,4052.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,10,Low
6146,Q106145,6146,6146,6146,130,20251004,3812.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,21,Low
6147,Q106146,6147,6147,6147,24,20251028,3877.0,0,0,Abandoned,Document Upload,Mobile,Agent,59,Low
6148,Q106147,6148,6148,6148,130,20250107,4431.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,112,Low
6149,Q106148,6149,6149,6149,130,20250227,4369.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,83,Low
6150,Q106149,6150,6150,6150,130,20250415,4109.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,57,Low
6151,Q106150,6151,6151,6151,130,20251028,4315.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,227,Low
6152,Q106151,6152,6152,6152,130,20250211,3941.0,0,0,Abandoned,Document Upload,Mobile,Agent,12,Low
6153,Q106152,6153,6153,6153,130,20250123,4308.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,51,Low
6154,Q106153,6154,6154,6154,130,20251112,4238.0,0,0,Abandoned,Document Upload,Mobile,Agent,146,Low
6155,Q106154,6155,6155,6155,130,20250722,4024.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,46,Low
6156,Q106155,6156,6156,6156,130,20250607,3781.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,175,Low
6157,Q106156,6157,6157,6157,130,20250216,4219.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,33,Low
6158,Q106157,6158,6158,6158,130,20251208,4555.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,106,Medium
6159,Q106158,6159,6159,6159,130,20250414,3752.0,0,0,Abandoned,Premium Calculation,Mobile,Website,280,Low
6160,Q106159,6160,6160,6160,130,20250121,4351.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,191,Low
6161,Q106160,6161,6161,6161,130,20250713,4201.0,0,0,Abandoned,Document Upload,Desktop,Website,289,Low
6162,Q106161,6162,6162,6162,130,20250402,3828.0,0,0,Abandoned,Document Upload,Desktop,Website,29,Low
6163,Q106162,6163,6163,6163,130,20250325,4387.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,125,Low
6164,Q106163,6164,6164,6164,24,20250519,4374.0,0,0,Abandoned,Premium Calculation,Desktop,Website,105,Low
6165,Q106164,6165,6165,6165,130,20250929,3894.0,0,0,Abandoned,Premium Calculation,Mobile,Website,114,Low
6166,Q106165,6166,6166,6166,130,20251003,4461.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,272,Low
6167,Q106166,6167,6167,6167,130,20250707,3903.0,0,0,Abandoned,Document Upload,Desktop,Website,273,Low
6168,Q106167,6168,6168,6168,130,20251205,3945.0,0,0,Abandoned,Premium Calculation,Desktop,Website,264,Low
6169,Q106168,6169,6169,6169,130,20250317,3824.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,236,Low
6170,Q106169,6170,6170,6170,130,20250625,4262.0,0,0,Abandoned,Document Upload,Mobile,Agent,138,Low
6171,Q106170,6171,6171,6171,130,20250325,4564.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,219,Medium
6172,Q106171,6172,6172,6172,130,20250618,4511.0,1,0,Abandoned,Underwriting,Mobile,Mobile App,125,Medium
6173,Q106172,6173,6173,6173,130,20251101,3777.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,28,Low
6174,Q106173,6174,6174,6174,138,20251001,4525.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,156,Medium
6175,Q106174,6175,6175,6175,130,20250824,4677.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,147,Medium
6176,Q106175,6176,6176,6176,130,20251205,3896.0,0,0,Abandoned,Document Upload,Mobile,Agent,123,Low
6177,Q106176,6177,6177,6177,130,20250928,3818.0,0,0,Abandoned,Premium Calculation,Mobile,Website,278,Low
6178,Q106177,6178,6178,6178,130,20250613,4512.0,0,0,Abandoned,Premium Calculation,Mobile,Website,94,Medium
6179,Q106178,6179,6179,6179,130,20250417,3692.0,0,0,Abandoned,Premium Calculation,Mobile,Website,58,Low
6180,Q106179,6180,6180,6180,130,20250212,4663.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,41,Medium
6181,Q106180,6181,6181,6181,130,20251015,4623.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,285,Medium
6182,Q106181,6182,6182,6182,130,20250401,4443.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,67,Low
6183,Q106182,6183,6183,6183,130,20251023,3810.0,0,0,Abandoned,Document Upload,Mobile,Website,216,Low
6184,Q106183,6184,6184,6184,105,20251112,4074.0,0,0,Abandoned,Document Upload,Desktop,Agent,133,Low
6185,Q106184,6185,6185,6185,138,20250313,4303.0,0,0,Abandoned,Document Upload,Mobile,Website,146,Low
6186,Q106185,6186,6186,6186,130,20251121,3727.0,0,0,Abandoned,Document Upload,Desktop,Agent,64,Low
6187,Q106186,6187,6187,6187,130,20250314,4030.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,225,Low
6188,Q106187,6188,6188,6188,130,20250617,4614.0,0,0,Abandoned,Premium Calculation,Mobile,Website,40,Medium
6189,Q106188,6189,6189,6189,130,20251110,4334.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,210,Low
6190,Q106189,6190,6190,6190,130,20250816,4403.0,0,0,Abandoned,Premium Calculation,Desktop,Website,188,Low
6191,Q106190,6191,6191,6191,130,20250608,4549.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,275,Medium
6192,Q106191,6192,6192,6192,130,20250709,3710.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,61,Low
6193,Q106192,6193,6193,6193,130,20251201,3931.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,141,Low
6194,Q106193,6194,6194,6194,130,20251218,4144.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,161,Low
6195,Q106194,6195,6195,6195,130,20250822,4652.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,60,Medium
6196,Q106195,6196,6196,6196,130,20250628,4310.0,0,0,Abandoned,Document Upload,Desktop,Website,85,Low
6197,Q106196,6197,6197,6197,130,20250424,3992.0,1,0,Abandoned,Payment,Mobile,Mobile App,266,Low
6198,Q106197,6198,6198,6198,130,20250520,4285.0,0,0,Abandoned,Document Upload,Mobile,Website,139,Low
6199,Q106198,6199,6199,6199,24,20250508,4284.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,92,Low
6200,Q106199,6200,6200,6200,130,20250728,4492.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,141,Low
6201,Q106200,6201,6201,6201,130,20250917,4653.0,0,0,Abandoned,Premium Calculation,Mobile,Website,114,Medium
6202,Q106201,6202,6202,6202,130,20250913,3758.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,85,Low
6203,Q106202,6203,6203,6203,130,20251230,3818.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,82,Low
6204,Q106203,6204,6204,6204,130,20250301,3885.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,63,Low
6205,Q106204,6205,6205,6205,130,20250207,3829.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,130,Low
6206,Q106205,6206,6206,6206,130,20250417,4133.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,237,Low
6207,Q106206,6207,6207,6207,130,20250209,3972.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,230,Low
6208,Q106207,6208,6208,6208,105,20250201,4001.0,0,0,Abandoned,Document Upload,Mobile,Agent,119,Low
6209,Q106208,6209,6209,6209,130,20250409,4435.0,0,0,Abandoned,Premium Calculation,Mobile,Website,165,Low
6210,Q106209,6210,6210,6210,130,20250305,4224.0,0,0,Abandoned,Premium Calculation,Desktop,Website,240,Low
6211,Q106210,6211,6211,6211,130,20250403,4354.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,139,Low
6212,Q106211,6212,6212,6212,130,20250926,3966.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,97,Low
6213,Q106212,6213,6213,6213,130,20251113,3750.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,130,Low
6214,Q106213,6214,6214,6214,130,20251124,4008.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,194,Low
6215,Q106214,6215,6215,6215,138,20250321,4579.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,13,Medium
6216,Q106215,6216,6216,6216,130,20250624,3741.0,0,0,Abandoned,Premium Calculation,Mobile,Website,177,Low
6217,Q106216,6217,6217,6217,130,20250325,4545.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,55,Medium
6218,Q106217,6218,6218,6218,130,20250630,3842.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,102,Low
6219,Q106218,6219,6219,6219,130,20250205,4438.0,1,0,Abandoned,Underwriting,Desktop,Aggregator,150,Low
6220,Q106219,6220,6220,6220,130,20250813,4000.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,19,Low
6221,Q106220,6221,6221,6221,130,20251013,4503.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,255,Medium
6222,Q106221,6222,6222,6222,130,20250512,4233.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,104,Low
6223,Q106222,6223,6223,6223,130,20250815,4256.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,188,Low
6224,Q106223,6224,6224,6224,130,20250326,4553.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,31,Medium
6225,Q106224,6225,6225,6225,130,20250803,4078.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,216,Low
6226,Q106225,6226,6226,6226,138,20250420,4237.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,32,Low
6227,Q106226,6227,6227,6227,130,20250421,4311.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,225,Low
6228,Q106227,6228,6228,6228,130,20250319,3866.0,0,0,Abandoned,Document Upload,Desktop,Agent,161,Low
6229,Q106228,6229,6229,6229,134,20251013,4551.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,76,Medium
6230,Q106229,6230,6230,6230,105,20251202,4503.0,0,0,Abandoned,Document Upload,Mobile,Agent,135,Medium
6231,Q106230,6231,6231,6231,130,20250310,4496.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,264,Low
6232,Q106231,6232,6232,6232,130,20250104,4537.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,298,Medium
6233,Q106232,6233,6233,6233,130,20250617,3786.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,170,Low
6234,Q106233,6234,6234,6234,105,20250828,4570.0,1,0,Abandoned,Document Upload,Mobile,Agent,271,Medium
6235,Q106234,6235,6235,6235,130,20251117,3902.0,0,0,Abandoned,Document Upload,Mobile,Website,188,Low
6236,Q106235,6236,6236,6236,130,20250911,4518.0,0,0,Abandoned,Document Upload,Desktop,Website,145,Medium
6237,Q106236,6237,6237,6237,130,20250923,3826.0,1,1,Converted,Policy Issued,Mobile,Aggregator,297,Low
6238,Q106237,6238,6238,6238,105,20250425,3695.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,141,Low
6239,Q106238,6239,6239,6239,138,20251008,3798.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,204,Low
6240,Q106239,6240,6240,6240,130,20251011,4236.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,204,Low
6241,Q106240,6241,6241,6241,130,20250112,3728.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,164,Low
6242,Q106241,6242,6242,6242,130,20250711,4351.0,0,0,Abandoned,Premium Calculation,Tablet,Website,173,Low
6243,Q106242,6243,6243,6243,130,20251222,4114.0,0,0,Abandoned,Document Upload,Mobile,Agent,51,Low
6244,Q106243,6244,6244,6244,130,20250225,4319.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,20,Low
6245,Q106244,6245,6245,6245,130,20250426,3950.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,148,Low
6246,Q106245,6246,6246,6246,138,20250328,4115.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,233,Low
6247,Q106246,6247,6247,6247,130,20250312,3776.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,222,Low
6248,Q106247,6248,6248,6248,130,20250728,4154.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,284,Low
6249,Q106248,6249,6249,6249,130,20250527,3765.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,211,Low
6250,Q106249,6250,6250,6250,130,20250707,4160.0,0,0,Abandoned,Premium Calculation,Mobile,Website,276,Low
6251,Q106250,6251,6251,6251,130,20250304,4665.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,67,Medium
6252,Q106251,6252,6252,6252,130,20250404,4652.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,63,Medium
6253,Q106252,6253,6253,6253,130,20250920,4103.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,229,Low
6254,Q106253,6254,6254,6254,138,20250126,4514.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,219,Medium
6255,Q106254,6255,6255,6255,130,20250811,4584.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,27,Medium
6256,Q106255,6256,6256,6256,130,20250801,4415.0,0,0,Abandoned,Document Upload,Mobile,Website,185,Low
6257,Q106256,6257,6257,6257,130,20251010,4146.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,41,Low
6258,Q106257,6258,6258,6258,130,20250925,3974.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,250,Low
6259,Q106258,6259,6259,6259,134,20250209,3928.0,0,0,Abandoned,Premium Calculation,Mobile,Website,185,Low
6260,Q106259,6260,6260,6260,130,20251026,4366.0,0,0,Abandoned,Premium Calculation,Tablet,Website,174,Low
6261,Q106260,6261,6261,6261,130,20251105,4288.0,0,0,Abandoned,Premium Calculation,Mobile,Website,147,Low
6262,Q106261,6262,6262,6262,130,20250602,4342.0,1,1,Converted,Policy Issued,Mobile,Mobile App,101,Low
6263,Q106262,6263,6263,6263,130,20251012,4361.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,163,Low
6264,Q106263,6264,6264,6264,130,20250303,4247.0,0,0,Abandoned,Document Upload,Mobile,Agent,54,Low
6265,Q106264,6265,6265,6265,130,20250730,4061.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,270,Low
6266,Q106265,6266,6266,6266,130,20250925,4184.0,0,0,Abandoned,Document Upload,Tablet,Aggregator,37,Low
6267,Q106266,6267,6267,6267,130,20250728,4313.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,267,Low
6268,Q106267,6268,6268,6268,130,20251030,4608.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,57,Medium
6269,Q106268,6269,6269,6269,130,20250505,3734.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,234,Low
6270,Q106269,6270,6270,6270,130,20250914,4090.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,39,Low
6271,Q106270,6271,6271,6271,138,20250514,3936.0,0,0,Abandoned,Document Upload,Tablet,Agent,104,Low
6272,Q106271,6272,6272,6272,105,20250216,4805.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,123,Medium
6273,Q106272,6273,6273,6273,130,20251112,4286.0,0,0,Abandoned,Premium Calculation,Mobile,Website,78,Low
6274,Q106273,6274,6274,6274,130,20250928,4139.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,52,Low
6275,Q106274,6275,6275,6275,130,20251110,4174.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,216,Low
6276,Q106275,6276,6276,6276,130,20250726,4335.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,227,Low
6277,Q106276,6277,6277,6277,130,20251226,4309.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,246,Low
6278,Q106277,6278,6278,6278,130,20250831,3707.0,0,0,Abandoned,Premium Calculation,Mobile,Website,155,Low
6279,Q106278,6279,6279,6279,130,20251001,4295.0,0,0,Abandoned,Premium Calculation,Tablet,Website,139,Low
6280,Q106279,6280,6280,6280,130,20250609,4351.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,169,Low
6281,Q106280,6281,6281,6281,130,20250523,4447.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,43,Low
6282,Q106281,6282,6282,6282,130,20250614,3978.0,0,0,Abandoned,Document Upload,Mobile,Website,123,Low
6283,Q106282,6283,6283,6283,130,20250625,4103.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,164,Low
6284,Q106283,6284,6284,6284,130,20251017,4410.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,28,Low
6285,Q106284,6285,6285,6285,130,20250110,4327.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,104,Low
6286,Q106285,6286,6286,6286,130,20250330,3924.0,0,0,Abandoned,Premium Calculation,Mobile,Website,115,Low
6287,Q106286,6287,6287,6287,24,20251025,4105.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,44,Low
6288,Q106287,6288,6288,6288,138,20250515,4627.0,0,0,Abandoned,Premium Calculation,Mobile,Website,37,Medium
6289,Q106288,6289,6289,6289,138,20250404,4188.0,0,0,Abandoned,Premium Calculation,Mobile,Website,139,Low
6290,Q106289,6290,6290,6290,130,20250115,4663.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,297,Medium
6291,Q106290,6291,6291,6291,130,20250409,4323.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,122,Low
6292,Q106291,6292,6292,6292,130,20250225,4339.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,186,Low
6293,Q106292,6293,6293,6293,130,20250522,3804.0,0,0,Abandoned,Premium Calculation,Mobile,Website,250,Low
6294,Q106293,6294,6294,6294,130,20250729,4621.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,154,Medium
6295,Q106294,6295,6295,6295,130,20251209,4363.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,54,Low
6296,Q106295,6296,6296,6296,130,20250129,4402.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,118,Low
6297,Q106296,6297,6297,6297,130,20251228,3923.0,1,0,Abandoned,Document Upload,Mobile,Aggregator,15,Low
6298,Q106297,6298,6298,6298,130,20250407,4229.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,262,Low
6299,Q106298,6299,6299,6299,130,20250428,3700.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,17,Low
6300,Q106299,6300,6300,6300,130,20250310,3895.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,108,Low
6301,Q106300,6301,6301,6301,138,20250731,4368.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,219,Low
6302,Q106301,6302,6302,6302,130,20250222,3936.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,56,Low
6303,Q106302,6303,6303,6303,132,20250212,4248.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,290,Low
6304,Q106303,6304,6304,6304,130,20250422,4447.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,85,Low
6305,Q106304,6305,6305,6305,130,20250511,3816.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,118,Low
6306,Q106305,6306,6306,6306,130,20250619,3836.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,122,Low
6307,Q106306,6307,6307,6307,138,20250427,3807.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,36,Low
6308,Q106307,6308,6308,6308,130,20250401,4600.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,169,Medium
6309,Q106308,6309,6309,6309,130,20250121,4071.0,0,0,Abandoned,Document Upload,Mobile,Website,39,Low
6310,Q106309,6310,6310,6310,130,20250907,4101.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,263,Low
6311,Q106310,6311,6311,6311,105,20251003,4853.0,1,1,Converted,Policy Issued,Desktop,Website,192,Medium
6312,Q106311,6312,6312,6312,131,20250903,4273.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,185,Low
6313,Q106312,6313,6313,6313,130,20250418,4052.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,115,Low
6314,Q106313,6314,6314,6314,130,20250731,4198.0,1,1,Converted,Policy Issued,Mobile,Website,42,Low
6315,Q106314,6315,6315,6315,130,20250325,3826.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,196,Low
6316,Q106315,6316,6316,6316,130,20250930,3864.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,205,Low
6317,Q106316,6317,6317,6317,130,20251218,3978.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,297,Low
6318,Q106317,6318,6318,6318,130,20251109,4647.0,0,0,Abandoned,Premium Calculation,Mobile,Website,246,Medium
6319,Q106318,6319,6319,6319,130,20250727,4170.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,109,Low
6320,Q106319,6320,6320,6320,130,20250305,3708.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,77,Low
6321,Q106320,6321,6321,6321,138,20250823,3884.0,0,0,Abandoned,Premium Calculation,Mobile,Website,267,Low
6322,Q106321,6322,6322,6322,130,20250609,4019.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,265,Low
6323,Q106322,6323,6323,6323,130,20250331,4625.0,0,0,Abandoned,Document Upload,Tablet,Agent,109,Medium
6324,Q106323,6324,6324,6324,138,20250320,3864.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,226,Low
6325,Q106324,6325,6325,6325,130,20250127,4138.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,228,Low
6326,Q106325,6326,6326,6326,130,20251019,4614.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,149,Medium
6327,Q106326,6327,6327,6327,130,20250405,4635.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,39,Medium
6328,Q106327,6328,6328,6328,130,20250523,4043.0,0,0,Abandoned,Premium Calculation,Mobile,Website,260,Low
6329,Q106328,6329,6329,6329,130,20251130,4188.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,219,Low
6330,Q106329,6330,6330,6330,130,20250105,3830.0,0,0,Abandoned,Document Upload,Desktop,Website,11,Low
6331,Q106330,6331,6331,6331,130,20250926,4447.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,153,Low
6332,Q106331,6332,6332,6332,130,20250913,4586.0,0,0,Abandoned,Document Upload,Mobile,Agent,145,Medium
6333,Q106332,6333,6333,6333,134,20250307,5119.0,1,1,Converted,Policy Issued,Mobile,Aggregator,20,Medium
6334,Q106333,6334,6334,6334,24,20250917,3782.0,1,0,Abandoned,Underwriting,Desktop,Aggregator,261,Low
6335,Q106334,6335,6335,6335,130,20250502,4633.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,26,Medium
6336,Q106335,6336,6336,6336,130,20250818,3928.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,44,Low
6337,Q106336,6337,6337,6337,130,20250622,3894.0,1,1,Converted,Policy Issued,Mobile,Aggregator,69,Low
6338,Q106337,6338,6338,6338,105,20250520,4749.0,0,0,Abandoned,Document Upload,Mobile,Website,260,Medium
6339,Q106338,6339,6339,6339,130,20250130,4122.0,0,0,Abandoned,Document Upload,Desktop,Website,181,Low
6340,Q106339,6340,6340,6340,24,20250810,3934.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,17,Low
6341,Q106340,6341,6341,6341,130,20250221,4521.0,0,0,Abandoned,Document Upload,Mobile,Website,174,Medium
6342,Q106341,6342,6342,6342,130,20250606,4006.0,0,0,Abandoned,Premium Calculation,Mobile,Website,181,Low
6343,Q106342,6343,6343,6343,130,20250325,4614.0,0,0,Abandoned,Premium Calculation,Mobile,Website,267,Medium
6344,Q106343,6344,6344,6344,130,20250727,3984.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,166,Low
6345,Q106344,6345,6345,6345,130,20250703,4329.0,0,0,Abandoned,Premium Calculation,Mobile,Website,22,Low
6346,Q106345,6346,6346,6346,130,20251213,4545.0,0,0,Abandoned,Document Upload,Mobile,Agent,58,Medium
6347,Q106346,6347,6347,6347,138,20251110,3971.0,0,0,Abandoned,Premium Calculation,Mobile,Website,172,Low
6348,Q106347,6348,6348,6348,130,20251109,3706.0,0,0,Abandoned,Premium Calculation,Desktop,Website,69,Low
6349,Q106348,6349,6349,6349,130,20250828,3760.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,119,Low
6350,Q106349,6350,6350,6350,130,20250907,3958.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,106,Low
6351,Q106350,6351,6351,6351,130,20250419,4014.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,97,Low
6352,Q106351,6352,6352,6352,130,20250812,4483.0,0,0,Abandoned,Premium Calculation,Tablet,Website,44,Low
