underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
22626,22626,22626,22626,20241202,24,Low,0.24,Approved,Auto Approve,False,2,-2,6,75.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22627,22627,22627,22627,20220219,81,Very High,0.81,Rejected,Reject,False,14,17,1,89.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22628,22628,22628,22628,20230530,99,Very High,0.99,Rejected,Reject,False,11,23,4,89.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22629,22629,22629,22629,20240114,42,Medium,0.42,Manual Review,Refer Underwriter,True,25,0,6,97.93,Manual,Rahul,Within SLA,True,UW_AI_v2.0
22630,22630,22630,22630,20240101,27,Low,0.27,Approved,Auto Approve,False,6,-3,6,78.41,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22631,22631,22631,22631,20230725,16,Low,0.16,Approved,Auto Approve,False,5,-7,2,93.85,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22632,22632,22632,22632,20261225,10,Low,0.1,Approved,Auto Approve,False,7,3,2,94.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22633,22633,22633,22633,20230730,92,Very High,0.92,Rejected,Reject,False,15,22,5,88.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22634,22634,22634,22634,20260525,11,Low,0.11,Approved,Auto Approve,False,5,-3,1,80.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22635,22635,22635,22635,20250819,55,Medium,0.55,Manual Review,Refer Underwriter,True,41,10,3,83.54,Manual,Alice,SLA Breached,True,UW_AI_v1.1
22636,22636,22636,22636,20250311,18,Low,0.18,Approved,Auto Approve,False,6,-6,4,88.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22637,22637,22637,22637,20240621,20,Low,0.2,Approved,Auto Approve,False,2,-1,7,87.23,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22638,22638,22638,22638,20220721,27,Low,0.27,Approved,Auto Approve,False,2,0,3,92.43,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22639,22639,22639,22639,20220726,22,Low,0.22,Approved,Auto Approve,False,4,-4,1,81.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22640,22640,22640,22640,20230219,97,Very High,0.97,Rejected,Reject,False,10,24,6,82.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22641,22641,22641,22641,20220809,11,Low,0.11,Approved,Auto Approve,False,4,2,6,97.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22642,22642,22642,22642,20251017,72,High,0.72,Rejected,Reject,False,10,29,1,93.46,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22643,22643,22643,22643,20240128,29,Low,0.29,Approved,Auto Approve,False,7,-9,1,83.85,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22644,22644,22644,22644,20250109,37,Medium,0.37,Manual Review,Refer Underwriter,True,34,4,1,92.95,Manual,John,SLA Breached,True,UW_AI_v1.0
22645,22645,22645,22645,20240202,55,Medium,0.55,Manual Review,Refer Underwriter,True,71,9,6,75.65,Manual,John,SLA Breached,True,UW_AI_v2.0
22646,22646,22646,22646,20230717,92,Very High,0.92,Rejected,Reject,False,9,31,2,83.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22647,22647,22647,22647,20250801,27,Low,0.27,Approved,Auto Approve,False,5,3,5,78.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22648,22648,22648,22648,20230104,54,Medium,0.54,Manual Review,Refer Underwriter,True,24,10,1,82.23,Manual,David,Within SLA,True,UW_AI_v2.0
22649,22649,22649,22649,20260224,25,Low,0.25,Approved,Auto Approve,False,2,4,2,89.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22650,22650,22650,22650,20240614,67,High,0.67,Manual Review,Refer Underwriter,True,48,1,6,91.05,Manual,Alice,SLA Breached,True,UW_AI_v1.0
22651,22651,22651,22651,20251001,25,Low,0.25,Approved,Auto Approve,False,6,3,5,99.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22652,22652,22652,22652,20220723,31,Medium,0.31,Approved,Auto Approve,False,6,-5,6,90.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22653,22653,22653,22653,20241114,85,Very High,0.85,Rejected,Reject,False,13,31,7,82.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22654,22654,22654,22654,20240814,30,Medium,0.3,Approved,Auto Approve,False,4,4,5,94.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22655,22655,22655,22655,20260426,23,Low,0.23,Approved,Auto Approve,False,7,-8,6,84.68,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22656,22656,22656,22656,20220310,62,High,0.62,Manual Review,Refer Underwriter,True,56,8,2,78.0,Manual,Alice,SLA Breached,True,UW_AI_v1.1
22657,22657,22657,22657,20230531,11,Low,0.11,Approved,Auto Approve,False,2,2,3,90.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22658,22658,22658,22658,20260224,99,Very High,0.99,Rejected,Reject,False,23,28,7,88.57,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22659,22659,22659,22659,20220828,19,Low,0.19,Approved,Auto Approve,False,2,4,7,75.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22660,22660,22660,22660,20221227,70,High,0.7,Rejected,Reject,False,11,34,7,79.78,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22661,22661,22661,22661,20260104,70,High,0.7,Rejected,Reject,False,18,25,6,78.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22662,22662,22662,22662,20241120,85,Very High,0.85,Rejected,Reject,False,16,22,7,85.81,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22663,22663,22663,22663,20260711,51,Medium,0.51,Manual Review,Refer Underwriter,True,31,4,1,99.77,Manual,Alice,SLA Breached,True,UW_AI_v2.0
22664,22664,22664,22664,20231208,50,Medium,0.5,Manual Review,Refer Underwriter,True,39,9,4,93.81,Manual,Alice,SLA Breached,True,UW_AI_v2.0
22665,22665,22665,22665,20260614,93,Very High,0.93,Rejected,Reject,False,9,16,5,82.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22666,22666,22666,22666,20231121,79,High,0.79,Rejected,Reject,False,19,23,2,98.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22667,22667,22667,22667,20231019,48,Medium,0.48,Manual Review,Refer Underwriter,True,60,2,5,88.23,Manual,David,SLA Breached,True,UW_AI_v2.0
22668,22668,22668,22668,20261004,13,Low,0.13,Approved,Auto Approve,False,4,2,6,96.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22669,22669,22669,22669,20250907,75,High,0.75,Rejected,Reject,False,11,25,2,99.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22670,22670,22670,22670,20221210,15,Low,0.15,Approved,Auto Approve,False,7,0,5,95.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22671,22671,22671,22671,20261005,60,High,0.6,Manual Review,Refer Underwriter,True,51,5,6,95.62,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
22672,22672,22672,22672,20230620,8,Low,0.08,Approved,Auto Approve,False,6,2,7,98.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22673,22673,22673,22673,20221221,41,Medium,0.41,Manual Review,Refer Underwriter,True,34,8,6,80.38,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
22674,22674,22674,22674,20260203,94,Very High,0.94,Rejected,Reject,False,10,15,3,96.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22675,22675,22675,22675,20240716,38,Medium,0.38,Manual Review,Refer Underwriter,True,41,10,3,79.28,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
22676,22676,22676,22676,20240909,84,Very High,0.84,Rejected,Reject,False,13,17,2,88.84,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22677,22677,22677,22677,20220415,51,Medium,0.51,Manual Review,Refer Underwriter,True,48,14,1,77.65,Manual,John,SLA Breached,True,UW_AI_v1.0
22678,22678,22678,22678,20261216,34,Medium,0.34,Approved,Auto Approve,False,6,-4,7,83.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22679,22679,22679,22679,20250907,50,Medium,0.5,Manual Review,Refer Underwriter,True,74,6,1,78.65,Manual,David,SLA Breached,True,UW_AI_v1.1
22680,22680,22680,22680,20260515,84,Very High,0.84,Rejected,Reject,False,8,22,5,95.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22681,22681,22681,22681,20240819,74,High,0.74,Rejected,Reject,False,24,24,7,90.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22682,22682,22682,22682,20230611,37,Medium,0.37,Manual Review,Refer Underwriter,True,60,4,2,79.93,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
22683,22683,22683,22683,20230519,54,Medium,0.54,Manual Review,Refer Underwriter,True,31,7,4,96.29,Manual,David,SLA Breached,True,UW_AI_v2.0
22684,22684,22684,22684,20250113,19,Low,0.19,Approved,Auto Approve,False,6,-8,5,90.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22685,22685,22685,22685,20240719,24,Low,0.24,Approved,Auto Approve,False,5,-6,1,76.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22686,22686,22686,22686,20231210,80,Very High,0.8,Rejected,Reject,False,21,15,5,82.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22687,22687,22687,22687,20220823,92,Very High,0.92,Rejected,Reject,False,16,23,1,78.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22688,22688,22688,22688,20250710,44,Medium,0.44,Manual Review,Refer Underwriter,True,77,0,7,77.28,Manual,John,SLA Breached,True,UW_AI_v1.0
22689,22689,22689,22689,20241026,36,Medium,0.36,Manual Review,Refer Underwriter,True,32,12,5,91.95,Manual,John,SLA Breached,True,UW_AI_v2.0
22690,22690,22690,22690,20230509,16,Low,0.16,Approved,Auto Approve,False,4,1,2,78.24,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22691,22691,22691,22691,20250805,19,Low,0.19,Approved,Auto Approve,False,2,-4,4,78.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22692,22692,22692,22692,20260513,63,High,0.63,Manual Review,Refer Underwriter,True,43,9,6,94.42,Manual,Priya,SLA Breached,True,UW_AI_v2.0
22693,22693,22693,22693,20260808,64,High,0.64,Manual Review,Refer Underwriter,True,77,0,2,97.97,Manual,Priya,SLA Breached,True,UW_AI_v2.0
22694,22694,22694,22694,20240527,76,High,0.76,Rejected,Reject,False,21,21,2,81.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22695,22695,22695,22695,20260427,8,Low,0.08,Approved,Auto Approve,False,7,1,1,98.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22696,22696,22696,22696,20251005,31,Medium,0.31,Approved,Auto Approve,False,3,-2,7,81.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22697,22697,22697,22697,20250508,62,High,0.62,Manual Review,Refer Underwriter,True,49,1,5,84.07,Manual,John,SLA Breached,True,UW_AI_v1.1
22698,22698,22698,22698,20260906,57,Medium,0.57,Manual Review,Refer Underwriter,True,87,9,4,91.21,Manual,David,SLA Breached,True,UW_AI_v1.0
22699,22699,22699,22699,20240824,82,Very High,0.82,Rejected,Reject,False,9,28,1,93.45,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22700,22700,22700,22700,20240823,43,Medium,0.43,Manual Review,Refer Underwriter,True,72,1,7,99.59,Manual,Priya,SLA Breached,True,UW_AI_v1.0
22701,22701,22701,22701,20240821,19,Low,0.19,Approved,Auto Approve,False,4,-6,7,94.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22702,22702,22702,22702,20240615,23,Low,0.23,Approved,Auto Approve,False,5,-10,1,85.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22703,22703,22703,22703,20250920,18,Low,0.18,Approved,Auto Approve,False,7,-3,3,77.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22704,22704,22704,22704,20260619,75,High,0.75,Rejected,Reject,False,15,34,3,90.59,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22705,22705,22705,22705,20220805,10,Low,0.1,Approved,Auto Approve,False,2,-4,7,95.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22706,22706,22706,22706,20230915,38,Medium,0.38,Manual Review,Refer Underwriter,True,49,13,7,95.72,Manual,Alice,SLA Breached,True,UW_AI_v1.1
22707,22707,22707,22707,20221219,92,Very High,0.92,Rejected,Reject,False,22,34,6,92.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22708,22708,22708,22708,20231123,29,Low,0.29,Approved,Auto Approve,False,7,3,7,93.84,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22709,22709,22709,22709,20231106,45,Medium,0.45,Manual Review,Refer Underwriter,True,21,2,6,78.23,Manual,Rahul,Within SLA,True,UW_AI_v1.0
22710,22710,22710,22710,20230923,93,Very High,0.93,Rejected,Reject,False,9,23,7,78.14,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22711,22711,22711,22711,20221121,54,Medium,0.54,Manual Review,Refer Underwriter,True,29,12,4,89.39,Manual,Rahul,Within SLA,True,UW_AI_v1.0
22712,22712,22712,22712,20240619,83,Very High,0.83,Rejected,Reject,False,23,32,3,76.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22713,22713,22713,22713,20250605,46,Medium,0.46,Manual Review,Refer Underwriter,True,64,8,3,79.53,Manual,David,SLA Breached,True,UW_AI_v1.0
22714,22714,22714,22714,20250314,71,High,0.71,Rejected,Reject,False,24,26,5,93.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22715,22715,22715,22715,20221104,70,High,0.7,Rejected,Reject,False,23,33,7,75.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22716,22716,22716,22716,20231016,26,Low,0.26,Approved,Auto Approve,False,5,-7,6,79.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22717,22717,22717,22717,20260716,32,Medium,0.32,Approved,Auto Approve,False,2,-1,6,94.71,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22718,22718,22718,22718,20221012,93,Very High,0.93,Rejected,Reject,False,21,27,5,98.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22719,22719,22719,22719,20230127,5,Low,0.05,Approved,Auto Approve,False,4,-9,7,81.23,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22720,22720,22720,22720,20261028,48,Medium,0.48,Manual Review,Refer Underwriter,True,78,2,4,87.66,Manual,Alice,SLA Breached,True,UW_AI_v1.0
22721,22721,22721,22721,20221226,27,Low,0.27,Approved,Auto Approve,False,3,-2,1,97.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22722,22722,22722,22722,20240208,9,Low,0.09,Approved,Auto Approve,False,2,-4,1,95.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22723,22723,22723,22723,20240307,79,High,0.79,Rejected,Reject,False,23,22,6,96.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22724,22724,22724,22724,20240720,19,Low,0.19,Approved,Auto Approve,False,4,-3,7,83.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22725,22725,22725,22725,20220614,73,High,0.73,Rejected,Reject,False,22,25,3,82.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22726,22726,22726,22726,20240103,8,Low,0.08,Approved,Auto Approve,False,5,2,5,93.0,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22727,22727,22727,22727,20230804,48,Medium,0.48,Manual Review,Refer Underwriter,True,50,12,2,87.96,Manual,David,SLA Breached,True,UW_AI_v1.1
22728,22728,22728,22728,20240331,78,High,0.78,Rejected,Reject,False,16,16,6,96.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22729,22729,22729,22729,20250601,77,High,0.77,Rejected,Reject,False,16,30,3,93.51,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22730,22730,22730,22730,20220504,37,Medium,0.37,Manual Review,Refer Underwriter,True,54,11,4,83.7,Manual,John,SLA Breached,True,UW_AI_v1.1
22731,22731,22731,22731,20221210,64,High,0.64,Manual Review,Refer Underwriter,True,62,8,1,95.56,Manual,Alice,SLA Breached,True,UW_AI_v1.1
22732,22732,22732,22732,20230608,74,High,0.74,Rejected,Reject,False,5,23,7,97.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22733,22733,22733,22733,20241211,50,Medium,0.5,Manual Review,Refer Underwriter,True,85,5,4,77.93,Manual,John,SLA Breached,True,UW_AI_v1.0
22734,22734,22734,22734,20220509,31,Medium,0.31,Approved,Auto Approve,False,3,3,7,88.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22735,22735,22735,22735,20250304,32,Medium,0.32,Approved,Auto Approve,False,6,3,3,89.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22736,22736,22736,22736,20231019,50,Medium,0.5,Manual Review,Refer Underwriter,True,65,5,4,76.49,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
22737,22737,22737,22737,20250224,38,Medium,0.38,Manual Review,Refer Underwriter,True,51,8,3,75.36,Manual,Priya,SLA Breached,True,UW_AI_v1.1
22738,22738,22738,22738,20240108,33,Medium,0.33,Approved,Auto Approve,False,6,1,4,79.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22739,22739,22739,22739,20240727,59,Medium,0.59,Manual Review,Refer Underwriter,True,77,13,5,95.78,Manual,John,SLA Breached,True,UW_AI_v2.0
22740,22740,22740,22740,20220312,61,High,0.61,Manual Review,Refer Underwriter,True,56,11,5,90.95,Manual,John,SLA Breached,True,UW_AI_v1.1
22741,22741,22741,22741,20220930,26,Low,0.26,Approved,Auto Approve,False,5,2,6,79.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22742,22742,22742,22742,20250425,19,Low,0.19,Approved,Auto Approve,False,4,0,5,90.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22743,22743,22743,22743,20241023,31,Medium,0.31,Approved,Auto Approve,False,5,-2,4,90.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22744,22744,22744,22744,20250801,78,High,0.78,Rejected,Reject,False,21,32,6,86.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22745,22745,22745,22745,20220122,93,Very High,0.93,Rejected,Reject,False,9,33,4,88.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22746,22746,22746,22746,20220615,64,High,0.64,Manual Review,Refer Underwriter,True,21,10,3,92.23,Manual,Alice,Within SLA,True,UW_AI_v1.1
22747,22747,22747,22747,20250826,79,High,0.79,Rejected,Reject,False,7,16,6,97.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22748,22748,22748,22748,20240524,76,High,0.76,Rejected,Reject,False,13,18,4,96.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22749,22749,22749,22749,20260209,25,Low,0.25,Approved,Auto Approve,False,7,-4,1,92.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22750,22750,22750,22750,20230513,76,High,0.76,Rejected,Reject,False,16,27,3,96.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22751,22751,22751,22751,20230310,41,Medium,0.41,Manual Review,Refer Underwriter,True,65,1,1,90.62,Manual,Priya,SLA Breached,True,UW_AI_v1.1
22752,22752,22752,22752,20240128,28,Low,0.28,Approved,Auto Approve,False,3,3,3,93.68,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22753,22753,22753,22753,20220822,52,Medium,0.52,Manual Review,Refer Underwriter,True,70,9,7,97.0,Manual,Alice,SLA Breached,True,UW_AI_v2.0
22754,22754,22754,22754,20240416,27,Low,0.27,Approved,Auto Approve,False,4,-7,3,96.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22755,22755,22755,22755,20260821,92,Very High,0.92,Rejected,Reject,False,6,32,1,95.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22756,22756,22756,22756,20231025,17,Low,0.17,Approved,Auto Approve,False,3,-10,3,88.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22757,22757,22757,22757,20231226,63,High,0.63,Manual Review,Refer Underwriter,True,54,2,6,79.73,Manual,Alice,SLA Breached,True,UW_AI_v1.1
22758,22758,22758,22758,20230111,9,Low,0.09,Approved,Auto Approve,False,4,-1,2,95.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22759,22759,22759,22759,20231231,19,Low,0.19,Approved,Auto Approve,False,3,4,1,93.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22760,22760,22760,22760,20250623,28,Low,0.28,Approved,Auto Approve,False,4,-7,6,94.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22761,22761,22761,22761,20221030,79,High,0.79,Rejected,Reject,False,20,30,4,78.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22762,22762,22762,22762,20230209,60,High,0.6,Manual Review,Refer Underwriter,True,22,9,2,96.33,Manual,Rahul,Within SLA,True,UW_AI_v1.1
22763,22763,22763,22763,20261217,85,Very High,0.85,Rejected,Reject,False,5,27,1,94.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22764,22764,22764,22764,20260814,12,Low,0.12,Approved,Auto Approve,False,7,-6,5,84.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22765,22765,22765,22765,20231209,92,Very High,0.92,Rejected,Reject,False,11,17,2,86.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22766,22766,22766,22766,20240705,95,Very High,0.95,Rejected,Reject,False,18,33,3,98.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22767,22767,22767,22767,20220121,46,Medium,0.46,Manual Review,Refer Underwriter,True,85,10,6,76.09,Manual,Priya,SLA Breached,True,UW_AI_v1.0
22768,22768,22768,22768,20220914,11,Low,0.11,Approved,Auto Approve,False,3,2,7,78.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22769,22769,22769,22769,20230203,28,Low,0.28,Approved,Auto Approve,False,4,4,1,95.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22770,22770,22770,22770,20260402,31,Medium,0.31,Approved,Auto Approve,False,3,-9,5,90.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22771,22771,22771,22771,20220220,7,Low,0.07,Approved,Auto Approve,False,2,3,5,76.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22772,22772,22772,22772,20230323,90,Very High,0.9,Rejected,Reject,False,20,30,6,92.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22773,22773,22773,22773,20250717,52,Medium,0.52,Manual Review,Refer Underwriter,True,57,0,4,84.67,Manual,John,SLA Breached,True,UW_AI_v1.0
22774,22774,22774,22774,20240406,26,Low,0.26,Approved,Auto Approve,False,3,-4,6,86.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22775,22775,22775,22775,20230818,44,Medium,0.44,Manual Review,Refer Underwriter,True,73,6,4,80.61,Manual,David,SLA Breached,True,UW_AI_v1.0
22776,22776,22776,22776,20240328,52,Medium,0.52,Manual Review,Refer Underwriter,True,84,8,5,79.37,Manual,Priya,SLA Breached,True,UW_AI_v1.0
22777,22777,22777,22777,20230928,53,Medium,0.53,Manual Review,Refer Underwriter,True,41,7,3,85.64,Manual,Priya,SLA Breached,True,UW_AI_v1.1
22778,22778,22778,22778,20261231,33,Medium,0.33,Approved,Auto Approve,False,2,4,1,89.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22779,22779,22779,22779,20250709,78,High,0.78,Rejected,Reject,False,7,22,4,80.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22780,22780,22780,22780,20251020,21,Low,0.21,Approved,Auto Approve,False,6,-3,5,86.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22781,22781,22781,22781,20241208,11,Low,0.11,Approved,Auto Approve,False,7,3,5,89.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22782,22782,22782,22782,20260322,47,Medium,0.47,Manual Review,Refer Underwriter,True,56,12,5,87.03,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
22783,22783,22783,22783,20260711,39,Medium,0.39,Manual Review,Refer Underwriter,True,88,8,2,86.66,Manual,David,SLA Breached,True,UW_AI_v1.1
22784,22784,22784,22784,20250215,44,Medium,0.44,Manual Review,Refer Underwriter,True,60,10,2,82.19,Manual,David,SLA Breached,True,UW_AI_v1.0
22785,22785,22785,22785,20260116,71,High,0.71,Rejected,Reject,False,14,31,4,77.8,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
22786,22786,22786,22786,20240214,81,Very High,0.81,Rejected,Reject,False,20,21,7,98.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22787,22787,22787,22787,20240830,10,Low,0.1,Approved,Auto Approve,False,6,-8,1,97.48,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22788,22788,22788,22788,20260723,85,Very High,0.85,Rejected,Reject,False,13,21,2,98.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22789,22789,22789,22789,20230201,6,Low,0.06,Approved,Auto Approve,False,4,-9,2,88.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
22790,22790,22790,22790,20231114,43,Medium,0.43,Manual Review,Refer Underwriter,True,41,10,5,81.5,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
22791,22791,22791,22791,20241116,37,Medium,0.37,Manual Review,Refer Underwriter,True,31,13,5,83.21,Manual,Priya,SLA Breached,True,UW_AI_v1.1
22792,22792,22792,22792,20231212,27,Low,0.27,Approved,Auto Approve,False,6,-3,5,89.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22793,22793,22793,22793,20251027,37,Medium,0.37,Manual Review,Refer Underwriter,True,37,10,4,92.8,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
22794,22794,22794,22794,20250125,93,Very High,0.93,Rejected,Reject,False,19,27,4,91.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
22795,22795,22795,22795,20230613,82,Very High,0.82,Rejected,Reject,False,20,25,4,79.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
