quote_sk,quote_id,customer_sk,channel_sk,date_sk,date,year,quarter,month,month_name,week,day_name,channel_name,gender,customer_age,region,quote_source,device_type,quoted_premium,quote_value_band,days_since_last_contact,quote_status,quote_stage,accepted_offer,conversion_flag,quote_count,policy_issued_flag,conversion_rate,mobile_quote_flag,desktop_quote_flag,high_value_quote,medium_value_quote,low_value_quote
11929,Q111928,11929,146,20250408,2025-04-08,2025,2,4,April,15,Tuesday,,Female,23,17.0,Agent,Mobile,4151.0,Low,27,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11930,Q111929,11930,145,20250814,2025-08-14,2025,3,8,August,33,Thursday,,Male,23,7.0,Aggregator,Mobile,4205.0,Low,258,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11931,Q111930,11931,146,20250406,2025-04-06,2025,2,4,April,14,Sunday,,Female,23,27.0,Agent,Mobile,3733.0,Low,66,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
11932,Q111931,11932,154,20250617,2025-06-17,2025,2,6,June,25,Tuesday,,Female,23,11.0,Website,Desktop,3818.0,Low,55,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11933,Q111932,11933,146,20250303,2025-03-03,2025,1,3,March,10,Monday,,Male,23,28.0,Agent,Mobile,4412.0,Low,70,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11934,Q111933,11934,146,20251207,2025-12-07,2025,4,12,December,49,Sunday,,Male,23,46.0,Aggregator,Mobile,4211.0,Low,218,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11935,Q111934,11935,146,20251014,2025-10-14,2025,4,10,October,42,Tuesday,,Male,23,46.0,Website,Mobile,4568.0,Medium,43,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11936,Q111935,11936,25,20251024,2025-10-24,2025,4,10,October,43,Friday,Website,Male,23,46.0,Aggregator,Mobile,3734.0,Low,126,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11937,Q111936,11937,146,20250814,2025-08-14,2025,3,8,August,33,Thursday,,Female,23,45.0,Mobile App,Desktop,3896.0,Low,167,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11938,Q111937,11938,146,20250114,2025-01-14,2025,1,1,January,3,Tuesday,,Female,23,30.0,Aggregator,Desktop,3997.0,Low,225,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11939,Q111938,11939,146,20250605,2025-06-05,2025,2,6,June,23,Thursday,,Female,23,46.0,Website,Mobile,4337.0,Low,159,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11940,Q111939,11940,154,20250211,2025-02-11,2025,1,2,February,7,Tuesday,,Male,23,49.0,Aggregator,Mobile,4047.0,Low,232,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11941,Q111940,11941,146,20251109,2025-11-09,2025,4,11,November,45,Sunday,,Male,23,33.0,Mobile App,Mobile,4587.0,Medium,188,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11942,Q111941,11942,149,20250227,2025-02-27,2025,1,2,February,9,Thursday,,Male,23,11.0,Aggregator,Tablet,4623.0,Medium,87,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
11943,Q111942,11943,146,20250919,2025-09-19,2025,3,9,September,38,Friday,,Female,23,36.0,Agent,Mobile,3746.0,Low,144,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11944,Q111943,11944,146,20250703,2025-07-03,2025,3,7,July,27,Thursday,,Male,23,18.0,Website,Tablet,4503.0,Medium,189,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
11945,Q111944,11945,146,20250421,2025-04-21,2025,2,4,April,17,Monday,,Female,23,47.0,Mobile App,Desktop,3846.0,Low,137,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11946,Q111945,11946,25,20250217,2025-02-17,2025,1,2,February,8,Monday,Website,Male,23,23.0,Website,Mobile,4217.0,Low,86,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11947,Q111946,11947,146,20250302,2025-03-02,2025,1,3,March,9,Sunday,,Female,23,15.0,Agent,Desktop,3936.0,Low,231,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11948,Q111947,11948,146,20250820,2025-08-20,2025,3,8,August,34,Wednesday,,Female,23,32.0,Mobile App,Desktop,4029.0,Low,174,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11949,Q111948,11949,146,20250512,2025-05-12,2025,2,5,May,20,Monday,,Male,23,35.0,Agent,Tablet,4549.0,Medium,294,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
11950,Q111949,11950,146,20250513,2025-05-13,2025,2,5,May,20,Tuesday,,Male,23,30.0,Aggregator,Mobile,4625.0,Medium,57,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11951,Q111950,11951,146,20250308,2025-03-08,2025,1,3,March,10,Saturday,,Male,23,27.0,Agent,Desktop,3891.0,Low,115,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11952,Q111951,11952,25,20251206,2025-12-06,2025,4,12,December,49,Saturday,Website,Female,23,13.0,Aggregator,Desktop,4583.0,Medium,143,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11953,Q111952,11953,25,20250315,2025-03-15,2025,1,3,March,11,Saturday,Website,Female,23,28.0,Website,Mobile,3795.0,Low,189,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11954,Q111953,11954,146,20251018,2025-10-18,2025,4,10,October,42,Saturday,,Female,23,14.0,Aggregator,Mobile,4176.0,Low,229,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11955,Q111954,11955,154,20251122,2025-11-22,2025,4,11,November,47,Saturday,,Male,23,35.0,Mobile App,Mobile,4635.0,Medium,106,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11956,Q111955,11956,146,20250419,2025-04-19,2025,2,4,April,16,Saturday,,Female,23,46.0,Mobile App,Desktop,3762.0,Low,16,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11957,Q111956,11957,146,20250304,2025-03-04,2025,1,3,March,10,Tuesday,,Female,23,2.0,Aggregator,Mobile,4569.0,Medium,106,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11958,Q111957,11958,146,20251116,2025-11-16,2025,4,11,November,46,Sunday,,Male,23,45.0,Aggregator,Desktop,4576.0,Medium,147,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11959,Q111958,11959,146,20250613,2025-06-13,2025,2,6,June,24,Friday,,Female,23,17.0,Aggregator,Mobile,3944.0,Low,265,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11960,Q111959,11960,146,20250226,2025-02-26,2025,1,2,February,9,Wednesday,,Male,23,41.0,Mobile App,Desktop,4668.0,Medium,244,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11961,Q111960,11961,154,20250613,2025-06-13,2025,2,6,June,24,Friday,,Male,23,8.0,Mobile App,Mobile,4488.0,Low,271,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11962,Q111961,11962,25,20251109,2025-11-09,2025,4,11,November,45,Sunday,Website,Male,23,28.0,Agent,Desktop,5008.0,Medium,264,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11963,Q111962,11963,146,20250723,2025-07-23,2025,3,7,July,30,Wednesday,,Female,23,6.0,Aggregator,Desktop,4142.0,Low,111,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11964,Q111963,11964,146,20250507,2025-05-07,2025,2,5,May,19,Wednesday,,Female,23,13.0,Aggregator,Mobile,4205.0,Low,85,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11965,Q111964,11965,146,20250828,2025-08-28,2025,3,8,August,35,Thursday,,Male,23,18.0,Agent,Mobile,4708.0,Medium,82,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11966,Q111965,11966,146,20251202,2025-12-02,2025,4,12,December,49,Tuesday,,Male,23,29.0,Mobile App,Mobile,3809.0,Low,92,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11967,Q111966,11967,146,20251223,2025-12-23,2025,4,12,December,52,Tuesday,,Male,23,15.0,Website,Mobile,4699.0,Medium,208,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11968,Q111967,11968,146,20250420,2025-04-20,2025,2,4,April,16,Sunday,,Female,23,2.0,Agent,Desktop,4308.0,Low,286,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11969,Q111968,11969,146,20251106,2025-11-06,2025,4,11,November,45,Thursday,,Female,23,26.0,Mobile App,Mobile,4112.0,Low,203,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11970,Q111969,11970,146,20250917,2025-09-17,2025,3,9,September,38,Wednesday,,Female,23,12.0,Website,Mobile,4105.0,Low,181,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11971,Q111970,11971,146,20250423,2025-04-23,2025,2,4,April,17,Wednesday,,Female,23,16.0,Agent,Mobile,4236.0,Low,275,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11972,Q111971,11972,146,20250811,2025-08-11,2025,3,8,August,33,Monday,,Female,23,43.0,Mobile App,Mobile,4124.0,Low,27,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11973,Q111972,11973,146,20250411,2025-04-11,2025,2,4,April,15,Friday,,Female,23,45.0,Aggregator,Mobile,4648.0,Medium,73,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11974,Q111973,11974,146,20250210,2025-02-10,2025,1,2,February,7,Monday,,Female,23,28.0,Mobile App,Desktop,4322.0,Low,99,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11975,Q111974,11975,146,20251210,2025-12-10,2025,4,12,December,50,Wednesday,,Female,23,8.0,Website,Mobile,4386.0,Low,152,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11976,Q111975,11976,146,20250308,2025-03-08,2025,1,3,March,10,Saturday,,Female,23,8.0,Website,Desktop,4172.0,Low,247,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11977,Q111976,11977,146,20251104,2025-11-04,2025,4,11,November,45,Tuesday,,Male,23,2.0,Agent,Mobile,4250.0,Low,27,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11978,Q111977,11978,146,20250910,2025-09-10,2025,3,9,September,37,Wednesday,,Male,23,10.0,Aggregator,Tablet,4335.0,Low,146,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
11979,Q111978,11979,145,20250106,2025-01-06,2025,1,1,January,2,Monday,,Female,23,8.0,Agent,Mobile,4328.0,Low,245,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11980,Q111979,11980,146,20250912,2025-09-12,2025,3,9,September,37,Friday,,Female,23,15.0,Mobile App,Tablet,4631.0,Medium,259,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
11981,Q111980,11981,146,20250206,2025-02-06,2025,1,2,February,6,Thursday,,Male,23,41.0,Mobile App,Mobile,4073.0,Low,142,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11982,Q111981,11982,146,20250818,2025-08-18,2025,3,8,August,34,Monday,,Male,23,44.0,Aggregator,Mobile,3839.0,Low,163,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11983,Q111982,11983,146,20250515,2025-05-15,2025,2,5,May,20,Thursday,,Male,23,21.0,Website,Desktop,3793.0,Low,118,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11984,Q111983,11984,146,20250529,2025-05-29,2025,2,5,May,22,Thursday,,Male,23,30.0,Website,Desktop,3980.0,Low,124,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11985,Q111984,11985,146,20250515,2025-05-15,2025,2,5,May,20,Thursday,,Female,23,29.0,Aggregator,Mobile,3953.0,Low,243,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11986,Q111985,11986,146,20251216,2025-12-16,2025,4,12,December,51,Tuesday,,Male,23,47.0,Aggregator,Tablet,4097.0,Low,197,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
11987,Q111986,11987,146,20250701,2025-07-01,2025,3,7,July,27,Tuesday,,Female,23,6.0,Aggregator,Mobile,3923.0,Low,14,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11988,Q111987,11988,146,20251227,2025-12-27,2025,4,12,December,52,Saturday,,Female,23,6.0,Aggregator,Mobile,4527.0,Medium,242,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11989,Q111988,11989,25,20250923,2025-09-23,2025,3,9,September,39,Tuesday,Website,Female,23,47.0,Mobile App,Desktop,3875.0,Low,48,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11990,Q111989,11990,146,20250225,2025-02-25,2025,1,2,February,9,Tuesday,,Female,23,36.0,Agent,Mobile,4500.0,Low,197,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
11991,Q111990,11991,148,20251224,2025-12-24,2025,4,12,December,52,Wednesday,,Male,23,28.0,Agent,Desktop,3768.0,Low,169,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11992,Q111991,11992,146,20250921,2025-09-21,2025,3,9,September,38,Sunday,,Male,23,4.0,Mobile App,Desktop,4311.0,Low,151,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
11993,Q111992,11993,154,20250204,2025-02-04,2025,1,2,February,6,Tuesday,,Female,23,7.0,Agent,Tablet,4592.0,Medium,173,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
11994,Q111993,11994,146,20251016,2025-10-16,2025,4,10,October,42,Thursday,,Male,23,11.0,Aggregator,Mobile,4552.0,Medium,76,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11995,Q111994,11995,146,20251202,2025-12-02,2025,4,12,December,49,Tuesday,,Female,23,15.0,Agent,Mobile,4633.0,Medium,228,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11996,Q111995,11996,146,20250606,2025-06-06,2025,2,6,June,23,Friday,,Female,23,8.0,Mobile App,Mobile,4213.0,Low,117,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
11997,Q111996,11997,145,20250324,2025-03-24,2025,1,3,March,13,Monday,,Male,23,2.0,Agent,Desktop,4415.0,Low,55,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11998,Q111997,11998,146,20251208,2025-12-08,2025,4,12,December,50,Monday,,Male,23,11.0,Website,Desktop,3832.0,Low,20,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
11999,Q111998,11999,25,20251013,2025-10-13,2025,4,10,October,42,Monday,Website,Female,23,28.0,Mobile App,Mobile,4857.0,Medium,120,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12000,Q111999,12000,146,20250401,2025-04-01,2025,2,4,April,14,Tuesday,,Male,23,23.0,Aggregator,Mobile,4122.0,Low,32,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12001,Q112000,12001,146,20250217,2025-02-17,2025,1,2,February,8,Monday,,Female,23,45.0,Aggregator,Mobile,3848.0,Low,259,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12002,Q112001,12002,146,20250502,2025-05-02,2025,2,5,May,18,Friday,,Male,23,28.0,Website,Desktop,3938.0,Low,235,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12003,Q112002,12003,146,20250517,2025-05-17,2025,2,5,May,20,Saturday,,Male,23,46.0,Aggregator,Tablet,3983.0,Low,33,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
12004,Q112003,12004,146,20251001,2025-10-01,2025,4,10,October,40,Wednesday,,Female,23,19.0,Website,Tablet,4148.0,Low,130,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12005,Q112004,12005,146,20250119,2025-01-19,2025,1,1,January,3,Sunday,,Female,23,15.0,Agent,Mobile,4271.0,Low,63,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12006,Q112005,12006,145,20250522,2025-05-22,2025,2,5,May,21,Thursday,,Male,23,29.0,Agent,Mobile,4619.0,Medium,294,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12007,Q112006,12007,145,20250104,2025-01-04,2025,1,1,January,1,Saturday,,Female,23,2.0,Aggregator,Tablet,3827.0,Low,163,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12008,Q112007,12008,146,20250131,2025-01-31,2025,1,1,January,5,Friday,,Male,23,3.0,Website,Tablet,4423.0,Low,159,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12009,Q112008,12009,145,20250504,2025-05-04,2025,2,5,May,18,Sunday,,Female,23,27.0,Aggregator,Desktop,4704.0,Medium,211,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12010,Q112009,12010,146,20251223,2025-12-23,2025,4,12,December,52,Tuesday,,Female,23,13.0,Agent,Mobile,4614.0,Medium,69,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12011,Q112010,12011,146,20250113,2025-01-13,2025,1,1,January,3,Monday,,Male,23,33.0,Mobile App,Mobile,4192.0,Low,224,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12012,Q112011,12012,120,20250508,2025-05-08,2025,2,5,May,19,Thursday,Partner,Female,23,21.0,Mobile App,Mobile,4604.0,Medium,137,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12013,Q112012,12013,146,20250721,2025-07-21,2025,3,7,July,30,Monday,,Male,23,35.0,Agent,Mobile,4412.0,Low,292,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12014,Q112013,12014,146,20250621,2025-06-21,2025,2,6,June,25,Saturday,,Female,23,15.0,Agent,Mobile,4585.0,Medium,296,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12015,Q112014,12015,154,20250121,2025-01-21,2025,1,1,January,4,Tuesday,,Male,23,12.0,Mobile App,Mobile,4169.0,Low,130,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
12016,Q112015,12016,154,20250808,2025-08-08,2025,3,8,August,32,Friday,,Male,23,28.0,Mobile App,Mobile,4544.0,Medium,158,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
12017,Q112016,12017,146,20251217,2025-12-17,2025,4,12,December,51,Wednesday,,Male,23,41.0,Mobile App,Tablet,4402.0,Low,30,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12018,Q112017,12018,146,20250215,2025-02-15,2025,1,2,February,7,Saturday,,Female,23,30.0,Mobile App,Desktop,4644.0,Medium,230,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12019,Q112018,12019,146,20250416,2025-04-16,2025,2,4,April,16,Wednesday,,Female,23,41.0,Aggregator,Mobile,3787.0,Low,88,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12020,Q112019,12020,146,20250414,2025-04-14,2025,2,4,April,16,Monday,,Male,23,10.0,Aggregator,Mobile,4661.0,Medium,121,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12021,Q112020,12021,146,20251026,2025-10-26,2025,4,10,October,43,Sunday,,Female,23,36.0,Mobile App,Desktop,4121.0,Low,101,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12022,Q112021,12022,146,20250116,2025-01-16,2025,1,1,January,3,Thursday,,Female,23,45.0,Mobile App,Desktop,3784.0,Low,193,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12023,Q112022,12023,25,20251224,2025-12-24,2025,4,12,December,52,Wednesday,Website,Female,23,31.0,Aggregator,Mobile,4004.0,Low,37,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12024,Q112023,12024,146,20250521,2025-05-21,2025,2,5,May,21,Wednesday,,Male,23,13.0,Aggregator,Desktop,4502.0,Medium,282,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12025,Q112024,12025,146,20250323,2025-03-23,2025,1,3,March,12,Sunday,,Female,23,30.0,Mobile App,Mobile,3730.0,Low,63,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
12026,Q112025,12026,146,20251018,2025-10-18,2025,4,10,October,42,Saturday,,Male,23,29.0,Mobile App,Mobile,4615.0,Medium,38,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12027,Q112026,12027,146,20251107,2025-11-07,2025,4,11,November,45,Friday,,Female,23,30.0,Aggregator,Desktop,3880.0,Low,232,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12028,Q112027,12028,146,20250618,2025-06-18,2025,2,6,June,25,Wednesday,,Female,23,8.0,Website,Mobile,3724.0,Low,296,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12029,Q112028,12029,146,20250515,2025-05-15,2025,2,5,May,20,Thursday,,Male,23,11.0,Website,Desktop,3920.0,Low,259,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12030,Q112029,12030,154,20250909,2025-09-09,2025,3,9,September,37,Tuesday,,Female,23,3.0,Agent,Desktop,4269.0,Low,197,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12031,Q112030,12031,25,20250622,2025-06-22,2025,2,6,June,25,Sunday,Website,Female,23,2.0,Website,Mobile,3795.0,Low,170,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12032,Q112031,12032,146,20250601,2025-06-01,2025,2,6,June,22,Sunday,,Male,23,33.0,Mobile App,Mobile,3858.0,Low,272,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12033,Q112032,12033,146,20250813,2025-08-13,2025,3,8,August,33,Wednesday,,Female,23,11.0,Website,Mobile,4409.0,Low,178,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12034,Q112033,12034,146,20251003,2025-10-03,2025,4,10,October,40,Friday,,Female,23,15.0,Mobile App,Mobile,4081.0,Low,162,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12035,Q112034,12035,146,20250502,2025-05-02,2025,2,5,May,18,Friday,,Male,23,47.0,Aggregator,Desktop,4189.0,Low,12,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
12036,Q112035,12036,146,20250428,2025-04-28,2025,2,4,April,18,Monday,,Female,23,37.0,Mobile App,Mobile,4527.0,Medium,262,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12037,Q112036,12037,146,20251219,2025-12-19,2025,4,12,December,51,Friday,,Male,23,29.0,Aggregator,Mobile,3860.0,Low,40,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12038,Q112037,12038,146,20250728,2025-07-28,2025,3,7,July,31,Monday,,Female,23,45.0,Aggregator,Desktop,3850.0,Low,193,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12039,Q112038,12039,154,20250430,2025-04-30,2025,2,4,April,18,Wednesday,,Female,23,42.0,Mobile App,Desktop,3778.0,Low,169,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12040,Q112039,12040,146,20250410,2025-04-10,2025,2,4,April,15,Thursday,,Female,23,30.0,Mobile App,Desktop,3969.0,Low,145,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12041,Q112040,12041,146,20251016,2025-10-16,2025,4,10,October,42,Thursday,,Female,23,41.0,Mobile App,Desktop,4697.0,Medium,120,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12042,Q112041,12042,146,20251101,2025-11-01,2025,4,11,November,44,Saturday,,Male,23,6.0,Mobile App,Tablet,4555.0,Medium,252,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
12043,Q112042,12043,146,20251227,2025-12-27,2025,4,12,December,52,Saturday,,Female,23,7.0,Agent,Mobile,4677.0,Medium,81,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12044,Q112043,12044,154,20250326,2025-03-26,2025,1,3,March,13,Wednesday,,Female,23,36.0,Agent,Mobile,4230.0,Low,158,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12045,Q112044,12045,146,20250121,2025-01-21,2025,1,1,January,4,Tuesday,,Male,23,50.0,Agent,Tablet,4342.0,Low,289,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12046,Q112045,12046,154,20250731,2025-07-31,2025,3,7,July,31,Thursday,,Female,23,16.0,Mobile App,Desktop,4080.0,Low,207,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12047,Q112046,12047,146,20250708,2025-07-08,2025,3,7,July,28,Tuesday,,Female,23,24.0,Mobile App,Mobile,4128.0,Low,172,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12048,Q112047,12048,146,20250508,2025-05-08,2025,2,5,May,19,Thursday,,Male,23,28.0,Website,Mobile,3810.0,Low,142,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12049,Q112048,12049,146,20251025,2025-10-25,2025,4,10,October,43,Saturday,,Female,23,22.0,Aggregator,Mobile,4370.0,Low,205,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12050,Q112049,12050,146,20251022,2025-10-22,2025,4,10,October,43,Wednesday,,Female,23,45.0,Agent,Desktop,4663.0,Medium,270,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12051,Q112050,12051,145,20251220,2025-12-20,2025,4,12,December,51,Saturday,,Male,23,36.0,Mobile App,Mobile,4367.0,Low,139,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12052,Q112051,12052,154,20250110,2025-01-10,2025,1,1,January,2,Friday,,Female,23,34.0,Agent,Desktop,4574.0,Medium,146,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12053,Q112052,12053,146,20250611,2025-06-11,2025,2,6,June,24,Wednesday,,Female,23,15.0,Mobile App,Desktop,4677.0,Medium,151,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12054,Q112053,12054,154,20250329,2025-03-29,2025,1,3,March,13,Saturday,,Male,23,50.0,Mobile App,Mobile,3952.0,Low,35,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12055,Q112054,12055,146,20250416,2025-04-16,2025,2,4,April,16,Wednesday,,Female,23,46.0,Aggregator,Mobile,4462.0,Low,240,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12056,Q112055,12056,146,20251108,2025-11-08,2025,4,11,November,45,Saturday,,Male,23,32.0,Aggregator,Mobile,4221.0,Low,184,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12057,Q112056,12057,145,20250806,2025-08-06,2025,3,8,August,32,Wednesday,,Female,23,10.0,Website,Mobile,4558.0,Medium,42,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12058,Q112057,12058,145,20250514,2025-05-14,2025,2,5,May,20,Wednesday,,Female,23,37.0,Mobile App,Desktop,4264.0,Low,116,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12059,Q112058,12059,146,20250718,2025-07-18,2025,3,7,July,29,Friday,,Male,23,3.0,Mobile App,Desktop,3804.0,Low,205,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12060,Q112059,12060,146,20250320,2025-03-20,2025,1,3,March,12,Thursday,,Female,23,13.0,Mobile App,Desktop,3935.0,Low,119,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12061,Q112060,12061,146,20250803,2025-08-03,2025,3,8,August,31,Sunday,,Female,23,41.0,Website,Mobile,4227.0,Low,229,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
