policy_sk,policy_id,customer_sk,policy_tenure,policy_tenure_band,policy_type,policy_status,coverage_type,load_date,source_system
17463,ID63054,17463,0.389545160076681,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17464,ID63039,17464,0.480802164140457,< 6 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17465,ID21441,17465,1.01136177334881,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17466,ID86173,17466,1.00058333602002,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17467,ID62960,17467,1.06191526607343,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17468,ID57787,17468,0.082852021759123,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17469,ID74902,17469,0.182911891675687,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17470,ID48677,17470,0.08632727065284,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17471,ID74799,17471,0.084903217395721,< 6 Months,Comprehensive,Cancelled,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17472,ID84046,17472,0.012164126354841,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17473,ID74833,17473,1.22234266396442,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17474,ID04371,17474,1.00233075595081,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17475,ID74794,17475,1.23336602124157,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17476,ID34743,17476,0.24054952368031,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17477,ID34730,17477,0.409604289680065,< 6 Months,Third Party,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17478,ID14065,17478,0.585492346072264,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17479,ID57777,17479,1.16607650739544,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17480,ID57778,17480,0.763559685012507,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17481,ID57872,17481,0.214890912787914,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17482,ID81480,17482,1.02887035980756,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17483,ID80703,17483,0.54182866540542,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17484,ID80704,17484,1.12035063752693,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17485,ID90057,17485,0.728769705562548,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17486,ID11087,17486,0.094043021182985,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17487,ID41680,17487,1.18017556696023,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17488,ID96838,17488,0.065097611166405,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17489,ID17527,17489,0.969131751990935,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17490,ID17470,17490,1.17465307690228,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17491,ID17473,17491,0.011126647663033,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17492,ID51919,17492,0.035323010955271,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17493,ID74890,17493,0.623022069683382,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17494,ID74892,17494,1.094225246511,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17495,ID74944,17495,0.097028010758145,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17496,ID74918,17496,1.11324563507266,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17497,ID41666,17497,1.15554846339739,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17498,ID62964,17498,1.16320475196847,> 12 Months,Third Party,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17499,ID81467,17499,0.580986393589057,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17500,ID00731,17500,1.2282627982931,> 12 Months,Third Party,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17501,ID23208,17501,1.22569447145076,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17502,ID41737,17502,0.62701608335907,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17503,ID62866,17503,0.914565153132426,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17504,ID62917,17504,1.06399019247897,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17505,ID62922,17505,0.100979841334813,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17506,ID75051,17506,1.01266608865207,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17507,ID88817,17507,0.219498832942007,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17508,ID48660,17508,1.2260153178912,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17509,ID02125,17509,0.093255594806192,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17510,ID34623,17510,1.20790077880523,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17511,ID34624,17511,1.07150644779824,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17512,ID34606,17512,1.114456176455,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17513,ID34510,17513,0.494410866767183,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17514,ID75198,17514,0.087296694809624,< 6 Months,Third Party,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17515,ID51823,17515,0.073812341389819,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17516,ID48724,17516,0.918201986269132,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17517,ID48702,17517,0.084203157475829,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17518,ID48704,17518,1.11333462113217,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17519,ID84034,17519,0.729051412809298,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17520,ID75018,17520,0.562397012855389,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17521,ID27399,17521,0.727200161140846,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17522,ID27408,17522,0.585130593110258,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17523,ID04284,17523,1.23625709789127,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17524,ID04291,17524,0.221437150804914,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17525,ID75055,17525,0.893608003600304,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17526,ID11094,17526,0.528424094226824,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17527,ID89538,17527,0.233363907593528,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17528,ID89540,17528,0.744834081370594,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17529,ID44868,17529,0.25378567741975,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17530,ID14025,17530,1.22359818844726,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17531,ID41751,17531,1.05794350416145,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17532,ID95543,17532,1.0967199536799,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17533,ID28685,17533,1.11077755321129,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17534,ID34565,17534,1.1365703277638,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17535,ID88212,17535,0.591000421260128,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17536,ID17520,17536,0.044205366601393,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17537,ID17522,17537,0.155113781844899,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17538,ID75124,17538,1.09078450338796,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17539,ID75129,17539,0.820399558279172,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17540,ID04240,17540,0.03565589848233,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17541,ID75146,17541,0.03354507266773,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17542,ID41875,17542,1.0793551771401,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17543,ID23165,17543,0.619204346302917,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17544,ID41815,17544,0.268811494129157,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17545,ID11176,17545,0.465516663535741,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17546,ID62726,17546,0.202544244150455,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17547,ID62738,17547,0.299664892748546,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17548,ID86213,17548,0.635555735992851,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17549,ID75273,17549,0.08367770447184,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17550,ID75275,17550,0.020173433975354,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17551,ID48755,17551,0.261843146437191,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17552,ID48757,17552,0.057727357852032,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17553,ID82307,17553,0.768284665261487,6-12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17554,ID82309,17554,0.914000083928744,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17555,ID82295,17555,1.16343452944534,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17556,ID51796,17556,0.650438296349433,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17557,ID48746,17557,0.546610091337173,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17558,ID48726,17558,0.455363379323898,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17559,ID75243,17559,0.606191584707938,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17560,ID27450,17560,0.212434946961305,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17561,ID41809,17561,0.29946944876441,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17562,ID80727,17562,0.604265562946681,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17563,ID21518,17563,0.073610324178341,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17564,ID62655,17564,0.936707580670503,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17565,ID62646,17565,0.099297923039143,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17566,ID41862,17566,0.28547446006227,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17567,ID51759,17567,0.90711239083698,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17568,ID48781,17568,0.160756195847682,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17569,ID00213,17569,0.151663113153214,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17570,ID28698,17570,1.05644116949544,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17571,ID27469,17571,0.95548829124332,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17572,ID57910,17572,0.355930267303009,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17573,ID57932,17573,0.043249345497632,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17574,ID57985,17574,1.17727934854142,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17575,ID41868,17575,0.68047509851495,6-12 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17576,ID11245,17576,0.041445962446947,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17577,ID11258,17577,0.359371674230178,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17578,ID95526,17578,1.05038376691489,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17579,ID62629,17579,0.450809779757477,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17580,ID95529,17580,0.148385791387841,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17581,ID95537,17581,0.032346178264128,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17582,ID75372,17582,0.233544028590858,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17583,ID88242,17583,0.146063676061414,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17584,ID75251,17584,1.11379703001396,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17585,ID34414,17585,0.885631868399521,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17586,ID34420,17586,0.031841267254917,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17587,ID04129,17587,0.087887843415145,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17588,ID41906,17588,0.078608016746275,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17589,ID58025,17589,1.01999988498564,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17590,ID97479,17590,0.010470672852129,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17591,ID81450,17591,0.085541346178622,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17592,ID23101,17592,0.484308477417206,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17593,ID90022,17593,0.154252356658602,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17594,ID17582,17594,0.086664876782735,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17595,ID17588,17595,1.00838122340929,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17596,ID94097,17596,0.101739604379363,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17597,ID91389,17597,1.0530196745256,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17598,ID91394,17598,0.131483084454194,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17599,ID04113,17599,0.96841812169994,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17600,ID04117,17600,1.00741242903997,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17601,ID44794,17601,0.728736423537659,6-12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17602,ID58006,17602,1.09387107696352,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17603,ID13960,17603,0.061298535629876,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17604,ID13927,17604,0.210102877151664,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17605,ID44770,17605,0.834876688063419,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17606,ID93401,17606,0.591315565936907,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17607,ID93406,17607,0.931111377064692,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17608,ID23097,17608,1.20739311157708,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17609,ID41937,17609,0.171350916197342,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17610,ID41948,17610,1.19231854161711,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17611,ID41931,17611,1.06319826429653,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17612,ID62542,17612,0.538203783333417,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17613,ID58062,17613,0.915409614959168,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17614,ID41959,17614,0.249920085788154,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17615,ID62480,17615,0.09936195310108,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17616,ID11309,17616,0.928029405775544,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17617,ID51606,17617,1.03193178675869,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17618,ID75381,17618,1.09140001205101,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17619,ID19236,17619,1.19409270269274,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17620,ID48806,17620,0.081807292762658,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17621,ID48819,17621,1.0061624954777,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17622,ID51679,17622,0.041496981672249,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17623,ID86264,17623,1.03895048244724,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17624,ID81439,17624,1.22088249327204,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17625,ID81413,17625,0.895257011062365,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17626,ID21547,17626,0.449350073750516,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17627,ID21552,17627,0.003049560317803,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17628,ID44756,17628,0.739090341113728,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17629,ID13889,17629,1.16835491168018,> 12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17630,ID62421,17630,0.021336809124229,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17631,ID29302,17631,0.892073598125431,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17632,ID29303,17632,0.453604170091104,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17633,ID29310,17633,0.983340128148589,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17634,ID92624,17634,1.06065906102757,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17635,ID75396,17635,0.512136766336404,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17636,ID78972,17636,0.553983311879678,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17637,ID78946,17637,0.280014090806233,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17638,ID78960,17638,0.957964510924369,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17639,ID13919,17639,0.61773268690259,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17640,ID62394,17640,0.098936406965148,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17641,ID44706,17641,0.349558071737875,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17642,ID58142,17642,0.559005951635026,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17643,ID58104,17643,1.19969433797852,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17644,ID58194,17644,0.754111187999357,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17645,ID42024,17645,1.18277886593667,> 12 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17646,ID23064,17646,0.278554058415186,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17647,ID62369,17647,1.22239071556321,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17648,ID88270,17648,0.085244305172066,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17649,ID17659,17649,0.738546579958131,6-12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17650,ID17674,17650,0.21499927853414,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17651,ID04070,17651,1.2301019603528,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17652,ID04074,17652,0.503554079854909,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17653,ID27555,17653,0.215803264102751,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17654,ID92613,17654,0.360073832337124,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17655,ID92616,17655,0.964022041451351,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17656,ID75464,17656,0.116286102820991,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17657,ID75549,17657,0.071588263016754,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17658,ID19181,17658,0.09085680945169,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17659,ID48843,17659,0.208327694060681,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17660,ID88249,17660,0.511689658742652,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17661,ID75506,17661,0.534598912817307,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17662,ID75510,17662,0.526986951111347,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17663,ID04030,17663,0.304204994938448,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17664,ID75462,17664,0.165738699298819,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17665,ID34311,17665,0.360972242923297,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17666,ID88268,17666,0.437832090679204,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17667,ID11330,17667,0.042676293968303,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17668,ID62419,17668,0.186137272481031,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17669,ID58036,17669,0.224973502710223,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17670,ID58154,17670,0.581837659873308,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17671,ID58155,17671,0.093150937423073,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17672,ID44718,17672,1.19027261886811,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17673,ID62355,17673,1.01315449353414,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17674,ID86283,17674,0.239555883981026,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17675,ID34284,17675,0.754789722368691,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17676,ID03961,17676,0.426437476310908,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17677,ID51612,17677,0.085359111330482,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17678,ID51620,17678,1.17708746531976,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
17679,ID27580,17679,0.088477156544699,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
17680,ID27583,17680,0.163448055075146,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
17681,ID27584,17681,0.278983430337108,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
