customer_sk,gender,customer_age,has_driving_license,previously_insured,region,age_band
14331,Female,27,1,1,21.0,26-35
14332,Female,38,1,1,36.0,36-45
14333,Male,23,1,1,28.0,18-25
14334,Male,23,1,0,50.0,18-25
14335,Male,52,1,1,22.0,46-60
14336,Female,34,1,1,21.0,26-35
14337,Male,41,1,0,48.0,36-45
14338,Male,69,1,0,8.0,60+
14339,Male,49,1,0,36.0,46-60
14340,Male,67,1,1,19.0,60+
14341,Female,25,1,0,29.0,18-25
14342,Male,21,1,0,26.0,18-25
14343,Female,24,1,0,27.0,18-25
14344,Female,40,1,0,28.0,36-45
14345,Male,49,1,0,28.0,46-60
14346,Male,64,1,0,28.0,60+
14347,Female,49,1,0,50.0,46-60
14348,Female,41,1,0,38.0,36-45
14349,Male,26,1,1,3.0,26-35
14350,Female,72,1,0,35.0,60+
14351,Female,21,1,0,8.0,18-25
14352,Male,44,1,0,8.0,36-45
14353,Male,30,1,0,28.0,26-35
14354,Female,35,1,1,8.0,26-35
14355,Male,23,1,0,12.0,18-25
14356,Male,33,1,1,29.0,26-35
14357,Female,28,1,1,2.0,26-35
14358,Male,52,1,1,28.0,46-60
14359,Male,22,1,1,39.0,18-25
14360,Male,72,1,0,41.0,60+
14361,Male,47,1,1,28.0,46-60
14362,Female,47,1,0,41.0,46-60
14363,Male,23,1,1,50.0,18-25
14364,Male,59,1,0,33.0,46-60
14365,Male,24,1,1,30.0,18-25
14366,Female,62,1,0,28.0,60+
14367,Female,21,1,0,8.0,18-25
14368,Male,45,1,0,46.0,36-45
14369,Female,42,1,0,3.0,36-45
14370,Male,26,1,1,41.0,26-35
14371,Male,47,1,0,28.0,46-60
14372,Female,23,1,1,29.0,18-25
14373,Male,42,1,0,28.0,36-45
14374,Female,23,1,0,50.0,18-25
14375,Male,22,1,0,2.0,18-25
14376,Male,26,1,0,28.0,26-35
14377,Female,21,1,1,46.0,18-25
14378,Male,24,1,1,33.0,18-25
14379,Male,21,1,0,47.0,18-25
14380,Male,47,1,1,43.0,46-60
14381,Female,49,1,1,47.0,46-60
14382,Female,61,1,0,28.0,60+
14383,Male,25,1,1,3.0,18-25
14384,Male,57,1,0,28.0,46-60
14385,Male,29,1,0,15.0,26-35
14386,Male,63,1,0,28.0,60+
14387,Male,30,1,1,3.0,26-35
14388,Male,50,1,1,37.0,46-60
14389,Male,46,1,0,28.0,46-60
14390,Male,44,1,0,41.0,36-45
14391,Female,23,1,1,25.0,18-25
14392,Male,33,1,1,46.0,26-35
14393,Male,47,1,0,8.0,46-60
14394,Female,58,1,1,28.0,46-60
14395,Female,32,1,0,28.0,26-35
14396,Female,38,1,1,45.0,36-45
14397,Male,69,1,1,39.0,60+
14398,Female,23,1,1,46.0,18-25
14399,Male,25,1,1,3.0,18-25
14400,Male,31,1,1,41.0,26-35
14401,Male,24,1,0,35.0,18-25
14402,Male,56,1,0,47.0,46-60
14403,Female,41,1,0,8.0,36-45
14404,Female,25,1,1,27.0,18-25
14405,Female,45,1,0,3.0,36-45
14406,Female,29,1,0,28.0,26-35
14407,Male,25,1,0,28.0,18-25
14408,Female,62,1,1,28.0,60+
14409,Male,22,1,1,28.0,18-25
14410,Male,71,1,0,28.0,60+
14411,Male,30,1,1,50.0,26-35
14412,Female,24,1,0,21.0,18-25
14413,Female,21,1,0,47.0,18-25
14414,Male,47,1,0,28.0,46-60
14415,Female,34,1,0,28.0,26-35
14416,Female,22,1,0,11.0,18-25
14417,Male,28,1,1,50.0,26-35
14418,Female,48,1,0,29.0,46-60
14419,Female,25,1,1,28.0,18-25
14420,Male,34,1,1,41.0,26-35
14421,Male,50,1,0,45.0,46-60
14422,Female,38,1,0,35.0,36-45
14423,Male,45,1,0,28.0,36-45
14424,Male,26,1,1,15.0,26-35
14425,Male,43,1,1,28.0,36-45
14426,Male,29,1,1,33.0,26-35
14427,Female,23,1,0,28.0,18-25
14428,Male,64,1,0,28.0,60+
14429,Female,76,1,1,28.0,60+
14430,Male,22,1,1,36.0,18-25
14431,Male,54,1,0,3.0,46-60
14432,Male,74,1,0,28.0,60+
14433,Male,40,1,0,28.0,36-45
14434,Male,60,1,0,41.0,46-60
14435,Female,23,1,0,12.0,18-25
14436,Female,45,1,1,15.0,36-45
14437,Female,23,1,1,15.0,18-25
14438,Male,40,1,0,32.0,36-45
14439,Male,24,1,0,28.0,18-25
14440,Female,28,1,1,30.0,26-35
14441,Female,25,1,1,8.0,18-25
14442,Female,23,1,1,30.0,18-25
14443,Female,45,1,0,48.0,36-45
14444,Male,22,1,0,32.0,18-25
14445,Male,24,1,0,36.0,18-25
14446,Male,72,1,1,8.0,60+
14447,Male,26,1,1,32.0,26-35
14448,Male,52,1,0,8.0,46-60
14449,Female,35,1,1,46.0,26-35
14450,Male,29,1,1,30.0,26-35
14451,Male,76,1,1,48.0,60+
14452,Female,25,1,1,3.0,18-25
14453,Male,74,1,1,34.0,60+
14454,Male,43,1,1,28.0,36-45
14455,Female,23,1,0,14.0,18-25
14456,Male,27,1,0,44.0,26-35
14457,Female,67,1,0,28.0,60+
14458,Female,27,1,0,11.0,26-35
14459,Female,27,1,1,11.0,26-35
14460,Male,32,1,1,35.0,26-35
14461,Female,49,1,0,12.0,46-60
14462,Female,25,1,0,36.0,18-25
14463,Female,43,1,0,45.0,36-45
14464,Male,67,1,0,3.0,60+
14465,Female,23,1,0,10.0,18-25
14466,Male,23,1,0,41.0,18-25
14467,Male,47,1,1,8.0,46-60
14468,Male,23,1,1,30.0,18-25
14469,Female,23,1,1,8.0,18-25
14470,Female,32,1,1,50.0,26-35
14471,Female,28,1,1,35.0,26-35
14472,Female,24,1,1,41.0,18-25
14473,Female,30,1,1,11.0,26-35
14474,Male,22,1,1,47.0,18-25
14475,Female,31,1,1,15.0,26-35
14476,Female,21,1,1,36.0,18-25
14477,Male,31,1,0,15.0,26-35
14478,Female,48,1,0,21.0,46-60
14479,Female,20,1,0,28.0,18-25
14480,Female,48,1,0,28.0,46-60
14481,Female,51,1,1,28.0,46-60
14482,Female,47,1,0,28.0,46-60
14483,Male,46,1,0,4.0,46-60
14484,Male,49,1,1,8.0,46-60
14485,Female,45,1,1,28.0,36-45
14486,Female,40,1,0,28.0,36-45
14487,Male,52,1,0,28.0,46-60
14488,Female,22,1,1,46.0,18-25
14489,Male,41,1,1,28.0,36-45
14490,Female,25,1,1,41.0,18-25
14491,Male,53,1,0,15.0,46-60
14492,Male,25,1,0,28.0,18-25
14493,Female,29,1,0,28.0,26-35
14494,Male,26,1,0,8.0,26-35
14495,Male,24,1,0,37.0,18-25
14496,Female,31,1,1,2.0,26-35
14497,Male,26,1,1,46.0,26-35
14498,Male,43,1,0,41.0,36-45
14499,Female,52,1,1,28.0,46-60
14500,Male,42,1,1,28.0,36-45
14501,Female,55,1,0,39.0,46-60
14502,Male,29,1,1,45.0,26-35
14503,Male,67,1,1,28.0,60+
14504,Female,31,1,0,46.0,26-35
14505,Male,29,1,0,28.0,26-35
14506,Female,21,1,1,46.0,18-25
14507,Male,27,1,0,37.0,26-35
14508,Male,46,1,1,28.0,46-60
14509,Male,24,1,0,22.0,18-25
14510,Male,66,1,1,41.0,60+
14511,Female,39,1,0,6.0,36-45
14512,Female,37,1,0,41.0,36-45
14513,Male,53,1,0,36.0,46-60
14514,Male,23,1,1,15.0,18-25
14515,Female,24,1,1,46.0,18-25
14516,Male,53,1,1,28.0,46-60
14517,Male,41,1,0,28.0,36-45
14518,Female,51,1,0,28.0,46-60
14519,Male,39,1,1,50.0,36-45
14520,Male,21,1,1,25.0,18-25
14521,Female,57,1,0,3.0,46-60
14522,Male,52,1,0,28.0,46-60
14523,Female,20,1,0,39.0,18-25
14524,Male,49,1,0,28.0,46-60
14525,Female,22,1,1,28.0,18-25
14526,Male,31,1,0,8.0,26-35
14527,Male,44,1,0,15.0,36-45
14528,Female,21,1,0,44.0,18-25
14529,Female,53,1,0,28.0,46-60
14530,Male,41,1,1,7.0,36-45
14531,Male,24,1,0,19.0,18-25
14532,Male,24,1,0,30.0,18-25
14533,Female,27,1,1,17.0,26-35
14534,Male,34,1,1,6.0,26-35
14535,Male,27,1,0,28.0,26-35
14536,Male,73,1,0,8.0,60+
14537,Male,25,1,1,28.0,18-25
14538,Male,36,1,1,10.0,36-45
14539,Male,35,1,0,28.0,26-35
14540,Male,58,1,0,37.0,46-60
14541,Male,27,1,1,15.0,26-35
14542,Male,34,1,1,8.0,26-35
14543,Female,25,1,1,17.0,18-25
14544,Male,22,1,1,41.0,18-25
14545,Female,27,1,0,10.0,26-35
14546,Male,44,1,0,28.0,36-45
14547,Male,24,1,0,28.0,18-25
14548,Female,20,1,1,6.0,18-25
14549,Female,23,1,1,46.0,18-25
14550,Female,70,1,1,8.0,60+
14551,Female,34,1,0,28.0,26-35
14552,Female,22,1,1,45.0,18-25
14553,Male,41,1,1,48.0,36-45
14554,Male,38,1,0,28.0,36-45
14555,Female,31,1,1,30.0,26-35
14556,Female,80,1,0,28.0,60+
14557,Male,34,1,0,28.0,26-35
14558,Male,24,1,1,8.0,18-25
14559,Female,48,1,0,8.0,46-60
14560,Male,27,1,1,28.0,26-35
14561,Male,24,1,0,50.0,18-25
14562,Female,41,1,0,47.0,36-45
14563,Female,24,1,1,36.0,18-25
14564,Female,31,1,0,34.0,26-35
14565,Female,50,1,0,41.0,46-60
14566,Female,25,1,0,9.0,18-25
14567,Female,65,1,1,8.0,60+
14568,Female,62,1,0,10.0,60+
14569,Female,24,1,1,30.0,18-25
14570,Female,29,1,1,47.0,26-35
14571,Female,24,1,1,14.0,18-25
14572,Female,24,1,0,39.0,18-25
14573,Female,27,1,1,27.0,26-35
14574,Male,48,1,0,33.0,46-60
14575,Male,27,1,1,28.0,26-35
14576,Female,24,1,0,6.0,18-25
14577,Female,26,1,1,46.0,26-35
14578,Male,34,1,1,8.0,26-35
14579,Male,78,1,0,28.0,60+
14580,Female,33,1,0,30.0,26-35
14581,Male,23,1,0,2.0,18-25
14582,Female,25,1,1,25.0,18-25
14583,Male,46,1,1,28.0,46-60
14584,Female,25,1,1,35.0,18-25
14585,Male,54,1,0,22.0,46-60
14586,Male,34,1,0,46.0,26-35
14587,Male,69,1,0,28.0,60+
14588,Male,38,1,1,0.0,36-45
14589,Male,53,1,0,29.0,46-60
14590,Male,66,1,0,47.0,60+
14591,Male,69,1,0,46.0,60+
14592,Male,23,1,0,34.0,18-25
14593,Female,21,1,0,8.0,18-25
14594,Female,68,1,0,18.0,60+
14595,Male,51,1,1,47.0,46-60
14596,Male,34,1,1,28.0,26-35
14597,Male,40,1,0,28.0,36-45
14598,Female,39,1,0,8.0,36-45
14599,Male,24,1,1,29.0,18-25
14600,Male,21,1,1,35.0,18-25
14601,Female,27,1,1,45.0,26-35
14602,Female,26,1,1,3.0,26-35
14603,Male,32,1,0,28.0,26-35
14604,Male,50,1,0,28.0,46-60
14605,Female,26,1,1,28.0,26-35
14606,Male,53,1,1,39.0,46-60
14607,Female,30,1,1,36.0,26-35
14608,Female,24,1,1,21.0,18-25
14609,Male,23,1,0,8.0,18-25
14610,Female,23,1,1,41.0,18-25
14611,Female,24,1,1,36.0,18-25
14612,Female,34,1,1,15.0,26-35
14613,Female,58,1,0,50.0,46-60
14614,Female,43,1,0,8.0,36-45
14615,Male,45,1,0,28.0,36-45
14616,Male,52,1,0,33.0,46-60
14617,Male,51,1,0,28.0,46-60
14618,Female,24,1,0,36.0,18-25
14619,Female,33,1,1,21.0,26-35
14620,Male,40,1,1,28.0,36-45
14621,Female,38,1,1,28.0,36-45
14622,Male,21,1,0,46.0,18-25
14623,Male,27,1,1,4.0,26-35
14624,Male,23,1,1,45.0,18-25
14625,Female,49,1,1,28.0,46-60
14626,Female,55,1,0,22.0,46-60
14627,Male,47,1,1,28.0,46-60
14628,Female,75,1,0,46.0,60+
14629,Male,31,1,0,46.0,26-35
14630,Male,25,1,1,29.0,18-25
14631,Female,66,1,0,8.0,60+
14632,Male,24,1,0,8.0,18-25
14633,Male,26,1,0,16.0,26-35
14634,Male,41,1,1,23.0,36-45
14635,Male,66,1,0,47.0,60+
14636,Male,23,1,1,13.0,18-25
14637,Female,24,1,1,23.0,18-25
14638,Male,52,1,0,11.0,46-60
14639,Female,26,1,1,11.0,26-35
14640,Female,24,1,1,17.0,18-25
14641,Female,26,1,1,13.0,26-35
14642,Female,54,1,0,28.0,46-60
14643,Male,25,1,0,8.0,18-25
14644,Female,28,1,1,15.0,26-35
14645,Female,23,1,0,3.0,18-25
14646,Female,25,1,1,49.0,18-25
14647,Female,24,1,1,46.0,18-25
14648,Male,24,1,1,8.0,18-25
14649,Female,68,1,1,11.0,60+
14650,Male,40,1,1,41.0,36-45
14651,Male,35,1,0,28.0,26-35
14652,Male,67,1,0,28.0,60+
14653,Male,59,1,1,14.0,46-60
14654,Male,59,1,0,7.0,46-60
14655,Female,26,1,1,33.0,26-35
14656,Male,25,1,1,28.0,18-25
14657,Male,39,1,0,28.0,36-45
14658,Female,31,1,0,28.0,26-35
14659,Male,26,1,1,6.0,26-35
14660,Female,25,1,1,28.0,18-25
14661,Female,29,1,0,2.0,26-35
14662,Female,25,1,1,13.0,18-25
14663,Female,36,1,0,46.0,36-45
14664,Female,23,1,0,36.0,18-25
14665,Female,43,1,1,28.0,36-45
14666,Female,55,1,0,39.0,46-60
14667,Male,63,1,1,46.0,60+
14668,Male,66,1,0,8.0,60+
14669,Male,39,1,0,28.0,36-45
14670,Male,26,1,1,8.0,26-35
14671,Male,24,1,0,3.0,18-25
14672,Female,25,1,1,11.0,18-25
14673,Male,40,1,0,15.0,36-45
14674,Female,39,1,1,41.0,36-45
14675,Female,43,1,0,30.0,36-45
14676,Male,25,1,0,15.0,18-25
14677,Male,49,1,0,28.0,46-60
14678,Female,35,1,0,28.0,26-35
14679,Female,67,1,1,28.0,60+
14680,Male,24,1,1,8.0,18-25
14681,Male,43,1,1,46.0,36-45
14682,Male,22,1,0,33.0,18-25
14683,Female,65,1,0,15.0,60+
14684,Female,58,1,1,28.0,46-60
14685,Male,45,1,0,28.0,36-45
14686,Female,51,1,0,41.0,46-60
14687,Male,27,1,1,8.0,26-35
14688,Female,21,1,1,30.0,18-25
14689,Female,41,1,1,47.0,36-45
14690,Female,23,1,1,8.0,18-25
14691,Male,24,1,1,29.0,18-25
14692,Female,21,1,1,2.0,18-25
14693,Female,27,1,0,3.0,26-35
14694,Female,26,1,1,41.0,26-35
14695,Male,44,1,1,28.0,36-45
14696,Female,25,1,1,9.0,18-25
14697,Male,23,1,1,30.0,18-25
14698,Male,51,1,0,8.0,46-60
14699,Female,38,1,0,23.0,36-45
14700,Female,23,1,0,28.0,18-25
14701,Male,68,1,1,24.0,60+
14702,Female,24,1,1,30.0,18-25
14703,Male,22,1,1,10.0,18-25
14704,Male,43,1,1,33.0,36-45
14705,Male,25,1,0,16.0,18-25
14706,Male,49,1,0,28.0,46-60
14707,Male,65,1,0,28.0,60+
14708,Female,24,1,0,28.0,18-25
14709,Female,46,1,0,28.0,46-60
14710,Male,59,1,0,28.0,46-60
14711,Male,29,1,0,28.0,26-35
14712,Male,36,1,1,28.0,36-45
14713,Male,45,1,0,28.0,36-45
14714,Male,45,1,1,28.0,36-45
14715,Female,77,1,0,28.0,60+
14716,Female,25,1,0,49.0,18-25
14717,Female,28,1,1,28.0,26-35
14718,Female,25,1,1,11.0,18-25
14719,Male,38,1,0,28.0,36-45
14720,Female,23,1,0,46.0,18-25
14721,Male,35,1,0,33.0,26-35
14722,Male,46,1,0,15.0,46-60
14723,Male,22,1,1,8.0,18-25
14724,Male,24,1,1,47.0,18-25
14725,Female,25,1,1,28.0,18-25
14726,Male,24,1,1,41.0,18-25
14727,Female,22,1,1,14.0,18-25
14728,Male,29,1,1,3.0,26-35
14729,Male,43,1,0,46.0,36-45
14730,Male,20,1,1,50.0,18-25
14731,Female,24,1,0,14.0,18-25
14732,Male,45,1,1,28.0,36-45
14733,Female,46,1,0,28.0,46-60
14734,Female,46,1,1,8.0,46-60
14735,Female,33,1,0,33.0,26-35
14736,Male,69,1,0,28.0,60+
14737,Male,48,1,1,32.0,46-60
14738,Female,25,1,1,16.0,18-25
14739,Male,43,1,0,28.0,36-45
14740,Male,48,1,1,28.0,46-60
14741,Male,29,1,1,6.0,26-35
14742,Male,27,1,1,11.0,26-35
14743,Female,53,1,0,28.0,46-60
14744,Female,37,1,1,30.0,36-45
14745,Male,31,1,0,47.0,26-35
14746,Female,27,1,1,16.0,26-35
14747,Male,23,1,1,25.0,18-25
14748,Male,41,1,1,34.0,36-45
14749,Male,46,1,0,28.0,46-60
14750,Male,23,1,1,47.0,18-25
14751,Female,39,1,0,28.0,36-45
14752,Female,49,1,0,4.0,46-60
14753,Male,74,1,0,35.0,60+
14754,Male,22,1,0,2.0,18-25
14755,Male,46,1,1,46.0,46-60
14756,Female,55,1,1,35.0,46-60
14757,Male,64,1,0,48.0,60+
14758,Male,21,1,0,23.0,18-25
14759,Male,68,1,1,8.0,60+
14760,Female,32,1,1,50.0,26-35
14761,Male,69,1,0,28.0,60+
14762,Female,43,1,1,28.0,36-45
14763,Female,28,1,1,36.0,26-35
14764,Female,44,1,0,21.0,36-45
14765,Female,46,1,0,28.0,46-60
14766,Male,56,1,0,28.0,46-60
14767,Male,49,1,0,8.0,46-60
14768,Male,59,1,0,28.0,46-60
14769,Male,36,1,1,41.0,36-45
14770,Male,52,1,0,45.0,46-60
14771,Male,34,1,0,28.0,26-35
14772,Female,73,1,1,28.0,60+
14773,Female,22,1,1,46.0,18-25
14774,Female,21,1,1,33.0,18-25
14775,Female,52,1,0,28.0,46-60
14776,Male,44,1,1,46.0,36-45
14777,Male,47,1,0,8.0,46-60
14778,Male,37,1,0,7.0,36-45
14779,Female,21,1,0,15.0,18-25
14780,Female,52,1,1,28.0,46-60
14781,Female,40,1,1,8.0,36-45
14782,Female,45,1,0,15.0,36-45
14783,Male,21,1,1,30.0,18-25
14784,Female,22,1,0,15.0,18-25
14785,Male,52,1,0,13.0,46-60
14786,Male,69,1,0,41.0,60+
14787,Female,22,1,1,39.0,18-25
14788,Male,28,1,1,46.0,26-35
14789,Male,38,1,0,28.0,36-45
14790,Male,26,1,1,41.0,26-35
14791,Female,25,1,1,30.0,18-25
14792,Female,47,1,0,28.0,46-60
14793,Female,28,1,1,28.0,26-35
14794,Female,22,1,1,47.0,18-25
14795,Female,80,1,0,28.0,60+
14796,Male,24,1,0,11.0,18-25
14797,Female,67,1,0,28.0,60+
14798,Male,56,1,1,46.0,46-60
14799,Female,62,1,1,28.0,60+
14800,Female,26,1,1,13.0,26-35
14801,Male,63,1,0,28.0,60+
14802,Male,59,1,1,8.0,46-60
14803,Female,22,1,1,11.0,18-25
14804,Male,68,1,0,28.0,60+
14805,Female,23,1,1,21.0,18-25
14806,Male,53,1,1,28.0,46-60
14807,Female,73,1,0,25.0,60+
14808,Female,80,1,0,28.0,60+
14809,Female,45,1,0,15.0,36-45
14810,Male,22,1,1,30.0,18-25
14811,Male,57,1,0,47.0,46-60
14812,Male,24,1,1,28.0,18-25
14813,Female,25,1,1,33.0,18-25
14814,Male,26,1,1,17.0,26-35
14815,Male,39,1,0,28.0,36-45
14816,Female,22,1,1,18.0,18-25
14817,Female,55,1,0,50.0,46-60
14818,Male,49,1,1,30.0,46-60
14819,Female,49,1,0,46.0,46-60
14820,Male,23,1,1,11.0,18-25
14821,Male,49,1,0,29.0,46-60
14822,Male,58,1,0,28.0,46-60
14823,Female,26,1,1,8.0,26-35
14824,Male,25,1,0,47.0,18-25
14825,Female,24,1,1,41.0,18-25
14826,Female,23,1,0,8.0,18-25
14827,Female,28,1,0,15.0,26-35
14828,Male,24,1,0,11.0,18-25
14829,Female,34,1,1,46.0,26-35
14830,Female,21,1,1,37.0,18-25
14831,Male,46,1,0,36.0,46-60
14832,Female,28,1,1,8.0,26-35
14833,Female,42,1,1,15.0,36-45
14834,Female,23,1,1,35.0,18-25
14835,Female,22,1,1,41.0,18-25
14836,Male,47,1,1,18.0,46-60
14837,Female,59,1,0,36.0,46-60
14838,Female,34,1,0,28.0,26-35
14839,Male,34,1,0,16.0,26-35
14840,Male,58,1,0,33.0,46-60
14841,Male,60,0,1,47.0,46-60
14842,Female,52,1,0,28.0,46-60
14843,Male,69,1,0,28.0,60+
14844,Male,22,1,1,39.0,18-25
14845,Male,22,1,1,46.0,18-25
14846,Male,27,1,1,50.0,26-35
14847,Female,67,1,1,28.0,60+
14848,Male,21,1,1,8.0,18-25
14849,Male,59,1,1,12.0,46-60
14850,Female,22,1,0,45.0,18-25
14851,Male,31,1,0,24.0,26-35
14852,Female,35,1,0,28.0,26-35
14853,Male,31,1,0,48.0,26-35
14854,Female,28,1,0,20.0,26-35
14855,Male,29,1,1,7.0,26-35
14856,Female,69,1,0,48.0,60+
14857,Female,45,1,0,19.0,36-45
14858,Female,52,1,1,46.0,46-60
14859,Female,57,1,0,3.0,46-60
14860,Male,32,1,1,28.0,26-35
14861,Male,76,1,0,50.0,60+
14862,Female,22,1,1,30.0,18-25
14863,Male,22,1,0,36.0,18-25
14864,Female,51,1,0,28.0,46-60
14865,Female,22,1,1,33.0,18-25
14866,Female,45,1,0,28.0,36-45
14867,Male,42,1,0,11.0,36-45
14868,Female,52,1,0,28.0,46-60
14869,Male,22,1,1,15.0,18-25
14870,Female,44,1,1,8.0,36-45
14871,Female,24,1,0,35.0,18-25
14872,Female,32,1,1,28.0,26-35
14873,Male,39,1,0,28.0,36-45
14874,Male,31,1,1,28.0,26-35
14875,Male,47,1,0,28.0,46-60
14876,Female,25,1,1,41.0,18-25
14877,Male,43,1,0,46.0,36-45
14878,Male,21,1,1,30.0,18-25
14879,Female,41,1,0,8.0,36-45
14880,Female,34,1,0,11.0,26-35
14881,Male,39,1,1,46.0,36-45
14882,Female,51,1,1,28.0,46-60
14883,Female,23,1,1,46.0,18-25
14884,Male,23,1,0,14.0,18-25
14885,Female,28,1,1,36.0,26-35
14886,Female,22,1,0,6.0,18-25
14887,Female,60,1,1,12.0,46-60
14888,Male,41,1,0,8.0,36-45
14889,Female,28,1,1,45.0,26-35
14890,Female,22,1,0,28.0,18-25
14891,Female,29,1,1,20.0,26-35
14892,Male,68,1,1,28.0,60+
14893,Male,52,1,1,11.0,46-60
14894,Male,34,1,1,46.0,26-35
14895,Male,33,1,1,28.0,26-35
14896,Female,25,1,1,3.0,18-25
14897,Male,54,1,0,28.0,46-60
14898,Female,21,1,1,15.0,18-25
14899,Female,20,1,0,8.0,18-25
14900,Female,24,1,1,32.0,18-25
14901,Female,27,1,0,50.0,26-35
14902,Female,44,1,0,24.0,36-45
14903,Female,65,1,1,28.0,60+
14904,Male,21,1,0,30.0,18-25
14905,Female,24,1,1,29.0,18-25
14906,Female,46,1,0,28.0,46-60
14907,Male,28,1,1,37.0,26-35
14908,Male,66,1,0,28.0,60+
14909,Male,37,1,0,28.0,36-45
14910,Female,28,1,0,28.0,26-35
14911,Male,47,1,0,28.0,46-60
14912,Male,34,1,0,27.0,26-35
14913,Male,47,1,0,8.0,46-60
14914,Female,24,1,0,6.0,18-25
14915,Male,66,1,0,28.0,60+
14916,Male,43,1,1,50.0,36-45
14917,Female,25,1,1,18.0,18-25
14918,Male,45,1,0,28.0,36-45
14919,Female,52,1,1,8.0,46-60
14920,Male,64,1,0,46.0,60+
14921,Male,59,1,0,8.0,46-60
14922,Female,51,1,1,46.0,46-60
14923,Female,46,1,1,20.0,46-60
14924,Male,39,1,1,46.0,36-45
14925,Female,40,1,1,47.0,36-45
14926,Female,44,1,0,28.0,36-45
14927,Male,49,1,0,9.0,46-60
14928,Female,22,1,0,26.0,18-25
14929,Male,24,1,1,30.0,18-25
14930,Female,22,1,1,50.0,18-25
14931,Female,30,1,0,28.0,26-35
14932,Male,46,1,0,47.0,46-60
14933,Female,23,1,1,8.0,18-25
14934,Female,24,1,0,30.0,18-25
14935,Female,54,1,0,28.0,46-60
14936,Female,40,1,0,43.0,36-45
14937,Male,22,1,1,28.0,18-25
14938,Female,26,1,1,50.0,26-35
14939,Male,37,1,0,4.0,36-45
14940,Female,37,1,1,30.0,36-45
14941,Male,50,1,0,46.0,46-60
14942,Male,52,1,1,8.0,46-60
14943,Male,27,1,1,11.0,26-35
14944,Male,27,1,1,50.0,26-35
14945,Male,47,1,0,28.0,46-60
14946,Male,24,1,1,30.0,18-25
14947,Male,24,1,1,37.0,18-25
14948,Male,30,1,0,30.0,26-35
14949,Male,32,1,1,46.0,26-35
14950,Female,26,1,1,17.0,26-35
14951,Female,62,1,0,35.0,60+
14952,Female,49,1,1,37.0,46-60
14953,Male,76,1,0,8.0,60+
14954,Male,48,1,0,14.0,46-60
14955,Male,36,1,0,8.0,36-45
14956,Male,32,1,1,46.0,26-35
14957,Male,59,1,1,8.0,46-60
14958,Female,77,1,1,11.0,60+
14959,Female,25,1,0,15.0,18-25
14960,Female,20,1,0,12.0,18-25
14961,Male,55,1,1,8.0,46-60
14962,Male,21,1,1,15.0,18-25
14963,Male,47,1,0,7.0,46-60
14964,Male,28,1,1,21.0,26-35
14965,Female,47,1,0,25.0,46-60
14966,Female,26,1,0,41.0,26-35
14967,Female,37,1,1,3.0,36-45
14968,Male,33,1,0,21.0,26-35
14969,Female,27,1,1,28.0,26-35
14970,Male,41,1,0,28.0,36-45
14971,Female,51,1,0,28.0,46-60
14972,Male,47,1,0,35.0,46-60
14973,Female,23,1,0,7.0,18-25
14974,Male,31,1,0,28.0,26-35
14975,Female,50,1,1,28.0,46-60
14976,Male,22,1,1,16.0,18-25
14977,Female,27,1,0,3.0,26-35
14978,Male,52,1,0,28.0,46-60
14979,Female,25,1,1,46.0,18-25
14980,Female,23,1,0,21.0,18-25
14981,Male,26,1,1,11.0,26-35
14982,Female,35,1,0,34.0,26-35
14983,Female,24,1,1,46.0,18-25
14984,Male,48,1,0,3.0,46-60
14985,Female,31,1,1,39.0,26-35
14986,Female,23,1,1,11.0,18-25
14987,Male,61,1,1,28.0,60+
14988,Male,60,1,0,28.0,46-60
14989,Male,25,1,1,10.0,18-25
14990,Female,40,1,0,28.0,36-45
14991,Male,35,1,0,28.0,26-35
14992,Male,23,1,1,3.0,18-25
14993,Male,67,1,0,8.0,60+
14994,Female,66,1,0,41.0,60+
14995,Male,42,1,1,41.0,36-45
14996,Male,64,1,0,23.0,60+
14997,Male,48,1,0,41.0,46-60
14998,Female,22,1,1,41.0,18-25
14999,Male,54,1,0,46.0,46-60
15000,Male,55,1,0,7.0,46-60
15001,Female,57,1,0,48.0,46-60
15002,Female,41,1,1,41.0,36-45
15003,Male,69,1,1,17.0,60+
15004,Male,42,1,0,28.0,36-45
15005,Male,30,1,1,18.0,26-35
15006,Female,22,1,0,46.0,18-25
15007,Female,74,1,0,28.0,60+
15008,Female,26,1,1,47.0,26-35
15009,Male,22,1,0,37.0,18-25
15010,Male,22,1,1,46.0,18-25
15011,Male,22,1,1,35.0,18-25
15012,Male,20,1,0,47.0,18-25
15013,Male,55,1,0,28.0,46-60
15014,Female,21,1,1,8.0,18-25
15015,Male,48,1,0,33.0,46-60
15016,Female,28,1,1,29.0,26-35
15017,Male,57,1,0,16.0,46-60
15018,Male,50,1,0,50.0,46-60
15019,Female,22,1,0,16.0,18-25
15020,Female,56,1,1,30.0,46-60
15021,Female,23,1,1,37.0,18-25
15022,Male,44,1,0,6.0,36-45
15023,Female,49,1,0,47.0,46-60
15024,Female,42,1,0,28.0,36-45
15025,Female,32,1,0,28.0,26-35
15026,Male,52,1,1,28.0,46-60
15027,Male,25,1,0,7.0,18-25
15028,Female,21,1,1,11.0,18-25
15029,Female,24,1,0,10.0,18-25
15030,Female,23,1,1,15.0,18-25
15031,Male,57,1,0,7.0,46-60
15032,Female,59,1,0,28.0,46-60
