customer_sk,customer_id,gender,customer_age,age_band,has_driving_license,driving_license_status,previously_insured,insurance_history,customer_segment,region,risk_profile
21588,CUST021588,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21589,CUST021589,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21590,CUST021590,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21591,CUST021591,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,14.0,High
21592,CUST021592,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,25.0,High
21593,CUST021593,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,32.0,High
21594,CUST021594,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21595,CUST021595,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,39.0,High
21596,CUST021596,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,17.0,High
21597,CUST021597,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,21.0,High
21598,CUST021598,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21599,CUST021599,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21600,CUST021600,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21601,CUST021601,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,25.0,High
21602,CUST021602,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,45.0,High
21603,CUST021603,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21604,CUST021604,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,39.0,High
21605,CUST021605,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21606,CUST021606,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21607,CUST021607,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21608,CUST021608,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21609,CUST021609,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21610,CUST021610,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21611,CUST021611,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
21612,CUST021612,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21613,CUST021613,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21614,CUST021614,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21615,CUST021615,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21616,CUST021616,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
21617,CUST021617,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21618,CUST021618,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21619,CUST021619,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,14.0,High
21620,CUST021620,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,13.0,High
21621,CUST021621,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21622,CUST021622,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
21623,CUST021623,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21624,CUST021624,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21625,CUST021625,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21626,CUST021626,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21627,CUST021627,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21628,CUST021628,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,40.0,High
21629,CUST021629,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,18.0,High
21630,CUST021630,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,23.0,High
21631,CUST021631,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21632,CUST021632,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21633,CUST021633,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,37.0,High
21634,CUST021634,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,12.0,High
21635,CUST021635,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,4.0,High
21636,CUST021636,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,50.0,High
21637,CUST021637,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21638,CUST021638,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21639,CUST021639,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21640,CUST021640,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,27.0,High
21641,CUST021641,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21642,CUST021642,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21643,CUST021643,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,21.0,High
21644,CUST021644,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21645,CUST021645,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,17.0,High
21646,CUST021646,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21647,CUST021647,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21648,CUST021648,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21649,CUST021649,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21650,CUST021650,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21651,CUST021651,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21652,CUST021652,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21653,CUST021653,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21654,CUST021654,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
21655,CUST021655,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21656,CUST021656,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21657,CUST021657,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
21658,CUST021658,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21659,CUST021659,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,5.0,High
21660,CUST021660,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21661,CUST021661,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21662,CUST021662,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
21663,CUST021663,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21664,CUST021664,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21665,CUST021665,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,18.0,High
21666,CUST021666,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,14.0,High
21667,CUST021667,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,43.0,High
21668,CUST021668,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21669,CUST021669,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,44.0,High
21670,CUST021670,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21671,CUST021671,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
21672,CUST021672,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,9.0,High
21673,CUST021673,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21674,CUST021674,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21675,CUST021675,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,41.0,High
21676,CUST021676,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21677,CUST021677,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21678,CUST021678,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,43.0,High
21679,CUST021679,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,6.0,High
21680,CUST021680,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21681,CUST021681,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,38.0,High
21682,CUST021682,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
21683,CUST021683,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21684,CUST021684,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21685,CUST021685,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,14.0,High
21686,CUST021686,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21687,CUST021687,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21688,CUST021688,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21689,CUST021689,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,26.0,High
21690,CUST021690,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
21691,CUST021691,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,25.0,High
21692,CUST021692,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
21693,CUST021693,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21694,CUST021694,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,43.0,High
21695,CUST021695,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21696,CUST021696,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21697,CUST021697,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21698,CUST021698,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,2.0,High
21699,CUST021699,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21700,CUST021700,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,14.0,High
21701,CUST021701,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,17.0,High
21702,CUST021702,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21703,CUST021703,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,44.0,High
21704,CUST021704,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21705,CUST021705,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21706,CUST021706,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21707,CUST021707,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21708,CUST021708,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21709,CUST021709,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
21710,CUST021710,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21711,CUST021711,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,49.0,High
21712,CUST021712,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21713,CUST021713,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21714,CUST021714,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21715,CUST021715,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21716,CUST021716,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21717,CUST021717,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21718,CUST021718,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21719,CUST021719,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21720,CUST021720,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21721,CUST021721,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21722,CUST021722,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,33.0,High
21723,CUST021723,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21724,CUST021724,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,6.0,High
21725,CUST021725,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21726,CUST021726,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21727,CUST021727,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21728,CUST021728,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21729,CUST021729,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,25.0,High
21730,CUST021730,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,2.0,High
21731,CUST021731,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,6.0,High
21732,CUST021732,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,43.0,High
21733,CUST021733,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21734,CUST021734,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21735,CUST021735,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,4.0,High
21736,CUST021736,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,14.0,High
21737,CUST021737,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21738,CUST021738,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21739,CUST021739,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,23.0,High
21740,CUST021740,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21741,CUST021741,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21742,CUST021742,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,27.0,High
21743,CUST021743,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21744,CUST021744,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
21745,CUST021745,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21746,CUST021746,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21747,CUST021747,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21748,CUST021748,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21749,CUST021749,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21750,CUST021750,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
21751,CUST021751,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,49.0,High
21752,CUST021752,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21753,CUST021753,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,26.0,High
21754,CUST021754,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21755,CUST021755,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,7.0,High
21756,CUST021756,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,52.0,High
21757,CUST021757,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,24.0,High
21758,CUST021758,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,39.0,High
21759,CUST021759,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
21760,CUST021760,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,22.0,High
21761,CUST021761,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,40.0,High
21762,CUST021762,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21763,CUST021763,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21764,CUST021764,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21765,CUST021765,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21766,CUST021766,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21767,CUST021767,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,41.0,High
21768,CUST021768,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21769,CUST021769,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,40.0,High
21770,CUST021770,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,11.0,High
21771,CUST021771,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,44.0,High
21772,CUST021772,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21773,CUST021773,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,48.0,High
21774,CUST021774,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21775,CUST021775,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,9.0,High
21776,CUST021776,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,45.0,High
21777,CUST021777,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,49.0,High
21778,CUST021778,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21779,CUST021779,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21780,CUST021780,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21781,CUST021781,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,10.0,High
21782,CUST021782,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21783,CUST021783,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,46.0,High
21784,CUST021784,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,50.0,High
21785,CUST021785,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21786,CUST021786,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21787,CUST021787,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21788,CUST021788,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
21789,CUST021789,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,26.0,High
21790,CUST021790,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21791,CUST021791,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21792,CUST021792,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,44.0,High
21793,CUST021793,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
21794,CUST021794,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,34.0,High
21795,CUST021795,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,10.0,High
21796,CUST021796,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21797,CUST021797,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21798,CUST021798,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21799,CUST021799,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21800,CUST021800,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,28.0,High
21801,CUST021801,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,49.0,High
21802,CUST021802,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21803,CUST021803,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21804,CUST021804,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21805,CUST021805,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21806,CUST021806,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,2.0,High
21807,CUST021807,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21808,CUST021808,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21809,CUST021809,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21810,CUST021810,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21811,CUST021811,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21812,CUST021812,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,6.0,High
21813,CUST021813,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21814,CUST021814,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21815,CUST021815,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21816,CUST021816,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21817,CUST021817,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21818,CUST021818,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21819,CUST021819,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,24.0,High
21820,CUST021820,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,40.0,High
21821,CUST021821,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,21.0,High
21822,CUST021822,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,6.0,High
21823,CUST021823,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21824,CUST021824,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21825,CUST021825,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21826,CUST021826,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21827,CUST021827,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,35.0,High
21828,CUST021828,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,32.0,High
21829,CUST021829,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,45.0,High
21830,CUST021830,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21831,CUST021831,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,18.0,High
21832,CUST021832,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21833,CUST021833,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,22.0,High
21834,CUST021834,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,17.0,High
21835,CUST021835,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21836,CUST021836,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21837,CUST021837,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,18.0,High
21838,CUST021838,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,50.0,High
21839,CUST021839,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,34.0,High
21840,CUST021840,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,12.0,High
21841,CUST021841,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,29.0,High
21842,CUST021842,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,47.0,High
21843,CUST021843,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21844,CUST021844,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21845,CUST021845,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,12.0,High
21846,CUST021846,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,11.0,High
21847,CUST021847,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21848,CUST021848,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,33.0,High
21849,CUST021849,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21850,CUST021850,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,25.0,High
21851,CUST021851,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,47.0,High
21852,CUST021852,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,3.0,High
21853,CUST021853,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21854,CUST021854,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21855,CUST021855,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,2.0,High
21856,CUST021856,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21857,CUST021857,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,46.0,High
21858,CUST021858,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,8.0,High
21859,CUST021859,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,21.0,High
21860,CUST021860,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21861,CUST021861,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21862,CUST021862,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21863,CUST021863,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21864,CUST021864,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21865,CUST021865,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,30.0,High
21866,CUST021866,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,45.0,High
21867,CUST021867,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,50.0,High
21868,CUST021868,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21869,CUST021869,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,32.0,High
21870,CUST021870,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21871,CUST021871,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21872,CUST021872,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21873,CUST021873,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,1.0,High
21874,CUST021874,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21875,CUST021875,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,15.0,High
21876,CUST021876,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,15.0,High
21877,CUST021877,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,35.0,High
21878,CUST021878,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,13.0,High
21879,CUST021879,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,41.0,High
21880,CUST021880,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,8.0,High
21881,CUST021881,Female,24,18-25,1,Licensed,0,First Time Buyer,New Customer,36.0,High
21882,CUST021882,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,28.0,High
21883,CUST021883,Female,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,36.0,High
21884,CUST021884,Male,24,18-25,1,Licensed,1,Previously Insured,Existing Customer,37.0,High
21885,CUST021885,Male,24,18-25,1,Licensed,0,First Time Buyer,New Customer,30.0,High
