vehicle_sk,policy_id,customer_sk,make,model,segment,fuel_type,vehicle_age,vehicle_age_band,engine_type,displacement,engine_category,cylinder,transmission,transmission_category,steering,length,width,height,gross_weight,weight_class,vehicle_size,airbags,is_esc,is_tpms,is_parking_sensors,is_parking_camera,is_brake_assist,is_power_steering,is_speed_alert,ncap_rating,safety_score,safety_rating,premium_vehicle
8756,ID61886,8756,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8757,ID47604,8757,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8758,ID19955,8758,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8759,ID19954,8759,2,M3,A,Petrol,0.05,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8760,ID66864,8760,1,M1,A,CNG,0.05,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8761,ID08831,8761,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8762,ID66906,8762,1,M7,B2,Petrol,0.03,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8763,ID66836,8763,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8764,ID46268,8764,3,M4,C2,Diesel,0.12,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8765,ID26104,8765,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8766,ID36779,8766,1,M8,B1,CNG,0.17,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8767,ID53680,8767,1,M7,B2,Petrol,0.1,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8768,ID81373,8768,1,M7,B2,Petrol,0.12,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8769,ID92009,8769,1,M7,B2,Petrol,0.16,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8770,ID42338,8770,1,M7,B2,Petrol,0.14,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8771,ID61910,8771,1,M2,C1,Petrol,0.0,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
8772,ID61909,8772,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8773,ID76051,8773,4,M5,B2,Diesel,0.09,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
8774,ID76045,8774,2,M3,A,Petrol,0.01,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8775,ID16437,8775,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8776,ID34043,8776,5,M9,C1,Diesel,0.02,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
8777,ID58288,8777,1,M6,B2,Petrol,0.21,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8778,ID20733,8778,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8779,ID66842,8779,1,M6,B2,Petrol,0.09,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8780,ID39209,8780,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8781,ID19945,8781,1,M8,B1,CNG,0.04,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8782,ID06308,8782,3,M4,C2,Diesel,0.16,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8783,ID71506,8783,1,M8,B1,CNG,0.12,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8784,ID88337,8784,1,M8,B1,CNG,0.04,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8785,ID88334,8785,2,M3,A,Petrol,0.0,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8786,ID51238,8786,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8787,ID61961,8787,3,M4,C2,Diesel,0.11,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8788,ID58360,8788,1,M1,A,CNG,0.07,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8789,ID21640,8789,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8790,ID93679,8790,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8791,ID06290,8791,3,M4,C2,Diesel,0.12,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8792,ID24634,8792,2,M3,A,Petrol,0.08,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8793,ID39258,8793,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8794,ID66773,8794,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8795,ID20754,8795,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8796,ID46209,8796,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8797,ID94793,8797,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8798,ID71526,8798,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8799,ID90976,8799,1,M10,Utility,CNG,0.06,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
8800,ID36745,8800,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8801,ID22888,8801,1,M8,B1,CNG,0.04,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8802,ID61987,8802,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8803,ID42350,8803,1,M6,B2,Petrol,0.12,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8804,ID61947,8804,2,M3,A,Petrol,0.05,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8805,ID78876,8805,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8806,ID27725,8806,1,M6,B2,Petrol,0.13,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8807,ID27721,8807,1,M10,Utility,CNG,0.1,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
8808,ID06272,8808,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8809,ID55966,8809,1,M6,B2,Petrol,0.19,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8810,ID46195,8810,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8811,ID46243,8811,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8812,ID39248,8812,5,M9,C1,Diesel,0.07,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
8813,ID39273,8813,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8814,ID80173,8814,1,M8,B1,CNG,0.1,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8815,ID80164,8815,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8816,ID58311,8816,1,M6,B2,Petrol,0.03,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8817,ID42273,8817,1,M6,B2,Petrol,0.14,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8818,ID22902,8818,1,M8,B1,CNG,0.06,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8819,ID92270,8819,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8820,ID30860,8820,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8821,ID44563,8821,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8822,ID03750,8822,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8823,ID03733,8823,1,M1,A,CNG,0.05,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8824,ID01465,8824,3,M4,C2,Diesel,0.23,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8825,ID66749,8825,3,M4,C2,Diesel,0.19,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8826,ID93120,8826,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8827,ID31994,8827,1,M6,B2,Petrol,0.15,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8828,ID96481,8828,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8829,ID19103,8829,1,M1,A,CNG,0.05,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8830,ID19099,8830,3,M4,C2,Diesel,0.08,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8831,ID62040,8831,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8832,ID42259,8832,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8833,ID58297,8833,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8834,ID58290,8834,1,M8,B1,CNG,0.09,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8835,ID88327,8835,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8836,ID03732,8836,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8837,ID34088,8837,1,M10,Utility,CNG,0.1,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
8838,ID34110,8838,1,M7,B2,Petrol,0.18,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8839,ID53651,8839,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8840,ID24583,8840,1,M6,B2,Petrol,0.18,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8841,ID30621,8841,1,M10,Utility,CNG,0.12,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
8842,ID30619,8842,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8843,ID55963,8843,5,M9,C1,Diesel,0.0,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
8844,ID55981,8844,1,M6,B2,Petrol,0.0,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8845,ID27709,8845,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8846,ID27699,8846,1,M10,Utility,CNG,0.15,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
8847,ID48990,8847,3,M4,C2,Diesel,0.08,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8848,ID13768,8848,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8849,ID80824,8849,1,M6,B2,Petrol,0.2,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8850,ID62037,8850,1,M6,B2,Petrol,0.15,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8851,ID62067,8851,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8852,ID21631,8852,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8853,ID46182,8853,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8854,ID20763,8854,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8855,ID01473,8855,1,M2,C1,Petrol,0.04,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
8856,ID27693,8856,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8857,ID66699,8857,2,M3,A,Petrol,0.06,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
8858,ID66724,8858,3,M4,C2,Diesel,0.16,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8859,ID66718,8859,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8860,ID08911,8860,5,M9,C1,Diesel,0.12,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
8861,ID53601,8861,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8862,ID53591,8862,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8863,ID26153,8863,1,M8,B1,CNG,0.02,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8864,ID26152,8864,3,M4,C2,Diesel,0.13,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8865,ID06264,8865,1,M7,B2,Petrol,0.09,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
8866,ID92869,8866,1,M6,B2,Petrol,0.15,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8867,ID71591,8867,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8868,ID28880,8868,1,M8,B1,CNG,0.01,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8869,ID32047,8869,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8870,ID66752,8870,3,M4,C2,Diesel,0.0,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8871,ID39309,8871,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8872,ID62115,8872,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8873,ID39334,8873,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8874,ID66631,8874,1,M6,B2,Petrol,0.13,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
8875,ID87429,8875,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8876,ID46135,8876,4,M11,C1,Petrol,0.1,New,1.5 Turbocharged Revotron,1199,Medium,3,Manual,Manual,Power,3993,1811,1606,1660,Heavy,Large,2,1,0,1,1,1,1,0,5,68.6,Average,False
8877,ID53642,8877,5,M9,C1,Diesel,0.11,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
8878,ID16497,8878,1,M1,A,CNG,0.07,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
8879,ID66709,8879,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
8880,ID80810,8880,1,M8,B1,CNG,0.14,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8881,ID80800,8881,1,M8,B1,CNG,0.11,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
8882,ID80833,8882,1,M6,B2,Petrol,0.13,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
