policy_sk,policy_id,policy_type,coverage_type,policy_status,active_flag,policy_tenure,policy_tenure_band,source_system,load_date
13647,ID51161,Third Party,Silver,Active,True,1.10599917228789,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13648,ID17884,Third Party,Basic,Active,True,0.453368102290549,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13649,ID17885,Comprehensive,Silver,Active,True,1.03960416402052,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13650,ID17888,Comprehensive,Gold,Active,True,0.691894674656424,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13651,ID76186,Third Party,Silver,Active,True,0.147528489020621,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13652,ID03644,Third Party,Gold,Active,True,1.00245990793308,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13653,ID76256,Comprehensive,Basic,Active,True,0.041363901248424,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13654,ID11687,Comprehensive,Gold,Active,True,1.05420560046951,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13655,ID11688,Third Party,Basic,Active,True,0.161318129177528,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13656,ID76212,Third Party,Basic,Active,True,0.344137885609942,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13657,ID96977,Comprehensive,Silver,Active,True,0.074289011943769,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13658,ID17845,Comprehensive,Basic,Active,True,0.420289234798981,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13659,ID17846,Third Party,Gold,Active,True,0.135072683836269,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13660,ID17873,Comprehensive,Gold,Active,True,1.02821469116712,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13661,ID76144,Comprehensive,Basic,Active,True,0.304036613664709,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13662,ID76145,Third Party,Gold,Active,True,0.04431168499374,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13663,ID03678,Comprehensive,Basic,Active,True,0.129352540715623,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13664,ID27760,Third Party,Basic,Active,True,0.216735470251147,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13665,ID27769,Comprehensive,Gold,Active,True,0.903869507060165,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13666,ID33990,Comprehensive,Gold,Active,True,0.087195421975485,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13667,ID44540,Third Party,Basic,Active,True,0.211080846614602,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13668,ID58377,Comprehensive,Gold,Active,True,0.085905406868075,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13669,ID58463,Comprehensive,Silver,Active,True,1.09736601054362,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13670,ID76077,Third Party,Basic,Active,True,1.0858903752558,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13671,ID22877,Comprehensive,Gold,Active,True,0.883894480816966,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13672,ID42330,Comprehensive,Basic,Active,True,0.559887421896237,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13673,ID86991,Third Party,Silver,Active,True,0.065112892360889,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13674,ID95087,Third Party,Basic,Active,True,0.058671686502493,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13675,ID13696,Third Party,Gold,Active,True,0.426673955997392,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13676,ID13701,Comprehensive,Silver,Active,True,1.19233455001751,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13677,ID95453,Comprehensive,Basic,Active,True,1.00064993957659,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13678,ID95458,Comprehensive,Gold,Active,True,1.10014260929575,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13679,ID95460,Comprehensive,Silver,Active,True,1.22264109219893,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13680,ID61842,Comprehensive,Silver,Active,True,0.778383327192333,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13681,ID42379,Third Party,Silver,Active,True,1.14180265148199,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13682,ID44509,Comprehensive,Basic,Active,True,0.031269764935537,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13683,ID58455,Comprehensive,Gold,Active,True,0.083431929921972,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13684,ID22832,Comprehensive,Basic,Active,True,0.949693709372236,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13685,ID42387,Third Party,Basic,Active,True,1.05366169945851,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13686,ID22841,Third Party,Silver,Active,True,1.01784271422863,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13687,ID89972,Comprehensive,Silver,Active,True,1.07147970984455,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13688,ID42358,Comprehensive,Gold,Active,True,0.234622521697087,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13689,ID42342,Comprehensive,Basic,Active,True,1.07072836148468,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13690,ID87004,Comprehensive,Gold,Active,True,0.710826672225178,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13691,ID58331,Third Party,Gold,Active,True,0.547268545039532,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13692,ID21667,Third Party,Silver,Active,True,0.210600399971387,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13693,ID61922,Comprehensive,Gold,Active,True,0.652132733850469,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13694,ID89958,Comprehensive,Silver,Active,True,0.672111989797523,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13695,ID03655,Comprehensive,Basic,Active,True,0.432455038323976,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13696,ID19081,Third Party,Basic,Expired,False,0.123260925220063,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13697,ID19083,Comprehensive,Silver,Active,True,0.098031713024461,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13698,ID76031,Comprehensive,Gold,Active,True,0.057359327276161,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13699,ID76043,Comprehensive,Silver,Active,True,0.006137391848821,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13700,ID76018,Comprehensive,Silver,Active,True,1.18999331104289,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13701,ID76114,Third Party,Silver,Active,True,1.02930016797187,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13702,ID22915,Comprehensive,Gold,Expired,False,0.618546359525746,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13703,ID81370,Third Party,Basic,Active,True,0.170279550889195,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13704,ID58363,Comprehensive,Basic,Active,True,1.0585399320469,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13705,ID87000,Comprehensive,Silver,Active,True,0.091395903510348,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13706,ID22892,Third Party,Basic,Active,True,1.06564983210613,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13707,ID42307,Comprehensive,Gold,Active,True,1.24089523985182,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13708,ID11623,Comprehensive,Gold,Active,True,0.111068145428371,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13709,ID92592,Comprehensive,Basic,Active,True,1.19677287999087,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13710,ID29946,Third Party,Basic,Active,True,0.231112256590233,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13711,ID51258,Comprehensive,Silver,Active,True,0.895692653971247,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13712,ID28663,Comprehensive,Silver,Active,True,1.11951878624385,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13713,ID28673,Comprehensive,Silver,Active,True,0.072252740990255,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13714,ID51164,Third Party,Basic,Active,True,0.519676596650056,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13715,ID51165,Third Party,Gold,Active,True,0.414007741558269,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13716,ID62014,Comprehensive,Gold,Active,True,0.983647236531076,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13717,ID44591,Comprehensive,Silver,Expired,False,0.082063109976729,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13718,ID03784,Comprehensive,Basic,Active,True,0.839024843685022,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13719,ID75933,Comprehensive,Gold,Active,True,0.264637426049597,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13720,ID32439,Comprehensive,Gold,Active,True,0.099883950343551,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13721,ID34107,Third Party,Gold,Active,True,0.276078109617749,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13722,ID34089,Third Party,Basic,Active,True,0.035464836440674,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13723,ID80820,Comprehensive,Silver,Active,True,0.82865278215893,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13724,ID29544,Third Party,Silver,Expired,False,0.085345025607715,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13725,ID62019,Third Party,Basic,Active,True,0.8619145743403,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13726,ID89978,Comprehensive,Silver,Active,True,1.01996043880207,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13727,ID11598,Comprehensive,Silver,Active,True,0.485054107304336,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13728,ID88352,Comprehensive,Gold,Active,True,0.050627685600591,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13729,ID17828,Comprehensive,Silver,Active,True,0.25262109439197,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13730,ID75996,Comprehensive,Silver,Active,True,1.16304358959554,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13731,ID75984,Third Party,Basic,Active,True,0.816799484390341,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13732,ID75985,Comprehensive,Silver,Active,True,0.165132631135583,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13733,ID27734,Third Party,Basic,Active,True,0.042588513238442,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13734,ID44627,Third Party,Gold,Active,True,1.04188058236159,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13735,ID58320,Third Party,Silver,Active,True,0.062340426342746,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13736,ID58285,Third Party,Basic,Expired,False,0.08507173905559,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13737,ID58337,Comprehensive,Silver,Active,True,1.01226894701438,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13738,ID11577,Comprehensive,Silver,Active,True,0.481542359169931,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13739,ID22940,Third Party,Basic,Active,True,0.865723229268757,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13740,ID11567,Comprehensive,Gold,Active,True,0.140902233902562,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13741,ID11570,Comprehensive,Gold,Active,True,0.270783811168027,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13742,ID62035,Third Party,Basic,Active,True,0.83793029078828,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13743,ID96936,Comprehensive,Gold,Expired,False,1.06433770755291,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13744,ID17839,Comprehensive,Silver,Active,True,1.15169830254841,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13745,ID49017,Comprehensive,Gold,Active,True,0.434071404606845,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13746,ID78897,Comprehensive,Silver,Active,True,1.0846658506875,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13747,ID75887,Third Party,Silver,Active,True,0.378167301618951,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13748,ID03819,Comprehensive,Silver,Active,True,0.723909664470293,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13749,ID96941,Comprehensive,Silver,Active,True,1.13970877636495,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13750,ID88304,Comprehensive,Basic,Active,True,1.0357136309466,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13751,ID51418,Comprehensive,Basic,Active,True,0.769757772311996,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13752,ID62155,Comprehensive,Basic,Active,True,0.351003771164048,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13753,ID13781,Comprehensive,Basic,Active,True,0.082767844945007,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13754,ID13784,Comprehensive,Silver,Active,True,0.160008992129541,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13755,ID58274,Third Party,Basic,Active,True,0.509826543095272,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13756,ID80804,Comprehensive,Gold,Active,True,0.669107103593682,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13757,ID62110,Comprehensive,Gold,Active,True,1.15467345132278,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13758,ID03797,Comprehensive,Silver,Active,True,0.088747192666557,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13759,ID75961,Comprehensive,Basic,Active,True,0.283487603917749,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13760,ID83345,Comprehensive,Silver,Active,True,0.749262554418529,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13761,ID78902,Comprehensive,Gold,Active,True,0.090881639601628,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13762,ID19132,Comprehensive,Basic,Active,True,0.224979328727107,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13763,ID48963,Comprehensive,Silver,Active,True,1.0089664290008,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13764,ID51376,Comprehensive,Silver,Cancelled,False,0.088496340992473,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13765,ID89557,Comprehensive,Gold,Active,True,1.09233715023933,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13766,ID92005,Third Party,Gold,Active,True,1.12313170215854,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13767,ID89559,Comprehensive,Basic,Active,True,1.16674067978165,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13768,ID21582,Comprehensive,Silver,Active,True,1.01769549833437,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13769,ID13802,Third Party,Gold,Active,True,0.021534786361879,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13770,ID62094,Third Party,Basic,Active,True,0.373329121561873,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13771,ID62071,Third Party,Basic,Active,True,1.17494609027426,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13772,ID62124,Third Party,Silver,Active,True,1.17762657834618,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13773,ID22949,Comprehensive,Gold,Active,True,1.20280087353774,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13774,ID42205,Comprehensive,Basic,Active,True,0.778976091356903,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13775,ID51355,Comprehensive,Basic,Active,True,0.503158071934226,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13776,ID75783,Comprehensive,Silver,Active,True,1.08403360845642,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13777,ID75838,Comprehensive,Silver,Active,True,0.090740099011233,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13778,ID27673,Comprehensive,Gold,Active,True,1.12638081204855,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13779,ID48953,Comprehensive,Gold,Active,True,1.17524887830623,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13780,ID19151,Comprehensive,Basic,Active,True,0.074543487416612,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13781,ID30242,Third Party,Basic,Active,True,0.095626108588853,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13782,ID62277,Comprehensive,Silver,Active,True,0.803410706978458,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13783,ID62123,Third Party,Silver,Active,True,0.869107406808443,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13784,ID22960,Comprehensive,Gold,Active,True,0.149366498266426,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13785,ID22963,Comprehensive,Silver,Active,True,0.573596444515485,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13786,ID22967,Third Party,Gold,Active,True,0.282700560529912,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13787,ID58260,Comprehensive,Basic,Active,True,1.12747038005674,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13788,ID62207,Comprehensive,Silver,Active,True,0.084713999626123,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13789,ID11474,Comprehensive,Gold,Active,True,1.05576228989305,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13790,ID51404,Comprehensive,Basic,Active,True,1.12969992018406,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13791,ID34143,Comprehensive,Basic,Active,True,1.05055276964815,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13792,ID30212,Comprehensive,Silver,Active,True,0.562651434177376,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13793,ID48902,Comprehensive,Basic,Active,True,0.604716240838679,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13794,ID92598,Comprehensive,Gold,Active,True,0.133590476128311,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13795,ID91439,Comprehensive,Silver,Active,True,0.340294694195863,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13796,ID75802,Third Party,Gold,Active,True,0.083795938853155,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13797,ID75809,Third Party,Gold,Active,True,0.227744276134787,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13798,ID58167,Third Party,Silver,Active,True,0.222380490925506,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13799,ID58169,Comprehensive,Gold,Cancelled,False,0.513512909140411,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13800,ID21584,Comprehensive,Gold,Expired,False,0.289820373849578,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13801,ID13827,Comprehensive,Gold,Active,True,0.047083022192218,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13802,ID62239,Comprehensive,Gold,Active,True,1.02851630300532,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13803,ID42147,Comprehensive,Silver,Active,True,0.088919129665935,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13804,ID42127,Comprehensive,Basic,Active,True,0.840786582373153,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13805,ID22993,Comprehensive,Basic,Active,True,0.171511584160394,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13806,ID23009,Third Party,Silver,Expired,False,0.095253568009831,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13807,ID96920,Third Party,Silver,Active,True,0.281266067303355,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13808,ID03931,Comprehensive,Gold,Active,True,0.579795328872589,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13809,ID94345,Comprehensive,Basic,Expired,False,1.23897368809953,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13810,ID27622,Comprehensive,Basic,Active,True,1.12778965321617,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13811,ID34236,Third Party,Gold,Active,True,1.22906469641672,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13812,ID75742,Comprehensive,Gold,Active,True,0.721293881878299,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13813,ID62256,Third Party,Basic,Active,True,0.183498925961253,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13814,ID03982,Comprehensive,Silver,Active,True,0.088859123609061,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13815,ID75664,Comprehensive,Basic,Active,True,1.22930184822322,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13816,ID78923,Comprehensive,Basic,Active,True,0.460269439338737,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13817,ID27595,Comprehensive,Gold,Active,True,0.595641973403209,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13818,ID21575,Comprehensive,Gold,Active,True,0.231539509454213,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13819,ID30827,Comprehensive,Silver,Active,True,0.428823722618093,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13820,ID30817,Comprehensive,Gold,Active,True,0.449798196147432,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13821,ID86306,Third Party,Gold,Active,True,0.423162991106164,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13822,ID80770,Comprehensive,Gold,Expired,False,0.546088080685284,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13823,ID11390,Comprehensive,Basic,Active,True,0.758344884127285,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13824,ID27648,Comprehensive,Silver,Active,True,1.11053120232084,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13825,ID27659,Comprehensive,Silver,Active,True,0.236055164172649,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13826,ID51526,Third Party,Silver,Active,True,0.717621350490268,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13827,ID27605,Third Party,Gold,Active,True,0.472565176197197,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13828,ID34256,Comprehensive,Gold,Active,True,0.547667600377019,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13829,ID62296,Comprehensive,Basic,Active,True,0.010895493313366,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13830,ID94362,Third Party,Silver,Active,True,0.336028831990112,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13831,ID75492,Third Party,Silver,Active,True,1.07291292041946,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13832,ID17657,Third Party,Silver,Active,True,0.085372716367683,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13833,ID44762,Comprehensive,Gold,Active,True,0.108529094322841,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13834,ID58178,Comprehensive,Silver,Active,True,0.031627753824898,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13835,ID13871,Third Party,Gold,Active,True,0.833152472411787,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13836,ID58164,Third Party,Basic,Active,True,0.081466522497435,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13837,ID58129,Comprehensive,Basic,Active,True,0.393584591608753,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13838,ID62353,Comprehensive,Basic,Active,True,0.522390066535297,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13839,ID42055,Comprehensive,Gold,Active,True,0.059757932941765,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13840,ID62332,Comprehensive,Silver,Expired,False,0.084338577533739,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13841,ID34283,Third Party,Silver,Active,True,0.208572037083419,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13842,ID75617,Comprehensive,Basic,Active,True,0.084786892800543,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13843,ID83915,Third Party,Silver,Active,True,0.321770567497022,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13844,ID03975,Comprehensive,Silver,Active,True,1.01785046782558,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13845,ID03979,Third Party,Silver,Active,True,0.009973393835775,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13846,ID62440,Comprehensive,Gold,Expired,False,0.086958817462127,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13847,ID93398,Comprehensive,Silver,Active,True,1.13659897491137,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13848,ID44710,Third Party,Gold,Active,True,0.709348889647867,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13849,ID58146,Comprehensive,Basic,Active,True,0.521410718262656,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13850,ID42009,Comprehensive,Silver,Active,True,1.0046458750865,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13851,ID62452,Comprehensive,Basic,Active,True,0.592923083906206,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13852,ID17676,Comprehensive,Silver,Active,True,0.553147895900852,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13853,ID82372,Third Party,Gold,Active,True,0.571145482542662,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13854,ID29893,Third Party,Silver,Active,True,0.089708009255514,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13855,ID04086,Third Party,Basic,Active,True,1.06005197783049,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13856,ID75405,Comprehensive,Silver,Active,True,0.08068602152408,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13857,ID34349,Comprehensive,Silver,Active,True,1.03427732765605,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13858,ID34363,Third Party,Silver,Active,True,0.732191967813456,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13859,ID75571,Comprehensive,Basic,Active,True,1.11303190958519,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13860,ID75577,Comprehensive,Silver,Active,True,1.10912313459885,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13861,ID88773,Comprehensive,Silver,Active,True,0.305011567908401,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13862,ID21556,Comprehensive,Silver,Expired,False,0.868834236415689,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13863,ID44721,Comprehensive,Basic,Active,True,0.04950412416736,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13864,ID62410,Third Party,Gold,Active,True,1.16315927551696,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13865,ID62392,Comprehensive,Gold,Active,True,1.1380636255133,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13866,ID92627,Comprehensive,Silver,Active,True,0.681692107044184,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13867,ID91400,Comprehensive,Gold,Active,True,0.330412738461365,< 6 Months,Insurance Claims,2026-08-01 17:22:07.750552
13868,ID48856,Comprehensive,Silver,Active,True,1.10932832040024,> 12 Months,Insurance Claims,2026-08-01 17:22:07.750552
13869,ID27542,Comprehensive,Silver,Expired,False,0.731220672835117,6-12 Months,Insurance Claims,2026-08-01 17:22:07.750552
