date_sk,date,year,quarter,month,month_name,financial_year,quote_volume,policies_issued,conversion_rate,premium_collected,claims_paid,claim_amount,claim_ratio,ai_usage,manual_underwriting_pct,customer_satisfaction,average_journey_time
20250604,2025-06-04,2025,2,6,June,2025-2026,263.0,23.0,8.745247148288973,1265655.0,1.0,36114.0,2.853384216077841,465.0,36.71875,3.2838709677419353,518.1292775665399
20250605,2025-06-05,2025,2,6,June,2025-2026,286.0,35.0,12.237762237762238,1395018.0,1.0,63706.0,4.5666794263586565,541.0,36.67820069204152,3.297597042513863,588.2727272727273
20250606,2025-06-06,2025,2,6,June,2025-2026,258.0,33.0,12.790697674418606,1249779.0,1.0,116850.0,9.349653018653697,562.0,41.42857142857143,3.2686832740213525,573.8023255813954
20250607,2025-06-07,2025,2,6,June,2025-2026,281.0,24.0,8.540925266903916,1368468.0,2.0,145722.0,10.648550057436491,573.0,36.84210526315789,3.3141361256544504,551.3096085409253
20250608,2025-06-08,2025,2,6,June,2025-2026,262.0,26.0,9.923664122137405,1281318.0,1.0,135531.0,10.577467888533526,508.0,36.940298507462686,3.411417322834646,537.7748091603054
20250609,2025-06-09,2025,2,6,June,2025-2026,215.0,20.0,9.30232558139535,1043944.0,0.0,0.0,0.0,528.0,35.65891472868217,3.346590909090909,541.1395348837209
20250610,2025-06-10,2025,2,6,June,2025-2026,276.0,21.0,7.608695652173914,1320877.0,0.0,0.0,0.0,503.0,37.55102040816327,3.349900596421471,552.9601449275362
20250611,2025-06-11,2025,2,6,June,2025-2026,302.0,21.0,6.95364238410596,1462574.0,2.0,225324.0,15.405989714024726,532.0,38.095238095238095,3.3421052631578947,530.0165562913908
20250612,2025-06-12,2025,2,6,June,2025-2026,278.0,28.0,10.071942446043165,1335666.0,1.0,23105.0,1.7298486298221263,566.0,37.82771535580524,3.4240282685512367,531.0755395683453
20250613,2025-06-13,2025,2,6,June,2025-2026,259.0,23.0,8.880308880308881,1271133.0,3.0,131102.0,10.313790925103824,575.0,34.172661870503596,3.3443478260869566,548.6640926640927
20250614,2025-06-14,2025,2,6,June,2025-2026,257.0,31.0,12.062256809338521,1240517.0,3.0,205027.0,16.52754456408094,537.0,38.976377952755904,3.359404096834264,537.7743190661479
20250615,2025-06-15,2025,2,6,June,2025-2026,277.0,30.0,10.830324909747292,1341029.0,2.0,265057.0,19.76519523440582,513.0,36.61971830985916,3.3937621832358675,569.3212996389892
20250616,2025-06-16,2025,2,6,June,2025-2026,292.0,31.0,10.616438356164384,1396687.0,2.0,198854.0,14.237549286275309,527.0,34.05017921146953,3.3263757115749524,537.6883561643835
20250617,2025-06-17,2025,2,6,June,2025-2026,265.0,23.0,8.679245283018867,1289328.0,3.0,318921.0,24.735443579911394,554.0,39.543726235741445,3.391696750902527,544.6188679245283
20250618,2025-06-18,2025,2,6,June,2025-2026,262.0,24.0,9.16030534351145,1278634.0,1.0,123892.0,9.68940290966766,542.0,32.608695652173914,3.309963099630996,555.6450381679389
20250619,2025-06-19,2025,2,6,June,2025-2026,280.0,25.0,8.928571428571429,1367080.0,1.0,85119.0,6.226336425081195,547.0,34.285714285714285,3.389396709323583,548.1571428571428
20250620,2025-06-20,2025,2,6,June,2025-2026,255.0,29.0,11.372549019607844,1260484.0,2.0,242905.0,19.270772179575467,550.0,33.582089552238806,3.3254545454545457,582.6705882352941
20250621,2025-06-21,2025,2,6,June,2025-2026,251.0,23.0,9.163346613545817,1217646.0,2.0,251148.0,20.625699094810805,505.0,38.16793893129771,3.277227722772277,573.4900398406375
20250622,2025-06-22,2025,2,6,June,2025-2026,277.0,32.0,11.552346570397113,1325310.0,0.0,0.0,0.0,530.0,40.136054421768705,3.169811320754717,561.2382671480144
20250623,2025-06-23,2025,2,6,June,2025-2026,277.0,24.0,8.664259927797833,1342963.0,1.0,61874.0,4.607275107355899,543.0,42.29249011857708,3.10865561694291,535.6931407942238
20250624,2025-06-24,2025,2,6,June,2025-2026,244.0,23.0,9.426229508196721,1171158.0,3.0,301989.0,25.785504603136385,540.0,38.152610441767074,3.2333333333333334,552.0491803278688
20250625,2025-06-25,2025,2,6,June,2025-2026,240.0,27.0,11.25,1165460.0,1.0,116156.0,9.966536818080414,512.0,37.890625,3.26171875,513.7041666666667
20250626,2025-06-26,2025,2,6,June,2025-2026,255.0,29.0,11.372549019607844,1242872.0,3.0,115615.0,9.30224512258704,501.0,36.6412213740458,3.37125748502994,538.0
20250627,2025-06-27,2025,2,6,June,2025-2026,293.0,30.0,10.238907849829351,1427174.0,1.0,22530.0,1.5786442297855763,510.0,39.03345724907063,3.372549019607843,540.3720136518772
20250628,2025-06-28,2025,2,6,June,2025-2026,267.0,29.0,10.861423220973784,1294768.0,0.0,0.0,0.0,500.0,32.773109243697476,3.216,549.6142322097378
20250629,2025-06-29,2025,2,6,June,2025-2026,260.0,30.0,11.538461538461538,1254785.0,2.0,138763.0,11.058707268575892,537.0,33.59375,3.2104283054003724,527.2269230769231
20250630,2025-06-30,2025,2,6,June,2025-2026,277.0,21.0,7.581227436823104,1326604.0,0.0,0.0,0.0,500.0,33.82899628252788,3.25,535.1371841155235
20250701,2025-07-01,2025,3,7,July,2025-2026,261.0,21.0,8.045977011494253,1252130.0,1.0,119422.0,9.537508086221079,514.0,34.899328859060404,3.2607003891050583,523.1532567049809
20250702,2025-07-02,2025,3,7,July,2025-2026,254.0,26.0,10.236220472440944,1224464.0,1.0,14853.0,1.2130205542996773,541.0,36.53846153846153,3.33086876155268,536.2480314960629
20250703,2025-07-03,2025,3,7,July,2025-2026,267.0,23.0,8.614232209737828,1308650.0,1.0,60902.0,4.653803537997173,524.0,41.568627450980394,3.33587786259542,554.2808988764045
20250704,2025-07-04,2025,3,7,July,2025-2026,300.0,28.0,9.333333333333334,1436614.0,3.0,280357.0,19.51512375627691,536.0,39.015151515151516,3.371268656716418,556.9133333333333
20250705,2025-07-05,2025,3,7,July,2025-2026,259.0,27.0,10.424710424710424,1264449.0,0.0,0.0,0.0,565.0,32.33333333333333,3.343362831858407,545.992277992278
20250706,2025-07-06,2025,3,7,July,2025-2026,248.0,20.0,8.064516129032258,1207314.0,3.0,238628.0,19.765197786160023,548.0,38.81118881118881,3.2645985401459856,541.4677419354839
20250707,2025-07-07,2025,3,7,July,2025-2026,278.0,27.0,9.712230215827338,1356532.0,1.0,37672.0,2.777081557972831,504.0,39.688715953307394,3.4027777777777777,539.4748201438849
20250708,2025-07-08,2025,3,7,July,2025-2026,260.0,35.0,13.461538461538462,1248754.0,2.0,260690.0,20.876009205976516,536.0,35.0,3.3171641791044775,540.2346153846154
20250709,2025-07-09,2025,3,7,July,2025-2026,271.0,23.0,8.487084870848708,1302117.0,0.0,0.0,0.0,526.0,36.666666666666664,3.252851711026616,532.690036900369
20250710,2025-07-10,2025,3,7,July,2025-2026,274.0,26.0,9.48905109489051,1348215.0,6.0,540309.0,40.07587810549504,517.0,38.28996282527881,3.3617021276595747,524.7153284671533
20250711,2025-07-11,2025,3,7,July,2025-2026,267.0,35.0,13.108614232209737,1305539.0,2.0,186106.0,14.255108426481321,575.0,35.22727272727273,3.3460869565217393,565.1348314606741
20250712,2025-07-12,2025,3,7,July,2025-2026,241.0,21.0,8.71369294605809,1159317.0,2.0,172253.0,14.858144924986005,487.0,38.43416370106761,3.2279260780287475,537.701244813278
20250713,2025-07-13,2025,3,7,July,2025-2026,265.0,26.0,9.811320754716983,1276161.0,1.0,117682.0,9.221563736863923,527.0,34.93975903614458,3.27134724857685,519.9849056603773
20250714,2025-07-14,2025,3,7,July,2025-2026,280.0,32.0,11.428571428571429,1358922.0,2.0,217005.0,15.968907707727153,530.0,35.687732342007436,3.3943396226415095,540.8928571428571
20250715,2025-07-15,2025,3,7,July,2025-2026,267.0,21.0,7.865168539325842,1295778.0,2.0,71947.0,5.552417157877352,530.0,36.496350364963504,3.3075471698113206,563.0149812734082
20250716,2025-07-16,2025,3,7,July,2025-2026,272.0,27.0,9.926470588235293,1307366.0,1.0,87242.0,6.673112196584582,555.0,35.684647302904565,3.3333333333333335,564.4889705882352
20250717,2025-07-17,2025,3,7,July,2025-2026,265.0,28.0,10.566037735849058,1283648.0,4.0,411651.0,32.068838186169415,589.0,35.68627450980392,3.3412563667232598,520.7283018867925
20250718,2025-07-18,2025,3,7,July,2025-2026,269.0,26.0,9.66542750929368,1317366.0,4.0,437038.0,33.1751388756048,532.0,37.992831541218635,3.3703007518796992,568.4126394052045
20250719,2025-07-19,2025,3,7,July,2025-2026,284.0,30.0,10.56338028169014,1386536.0,3.0,256770.0,18.518812349625254,559.0,37.2093023255814,3.323792486583184,544.1971830985915
20250720,2025-07-20,2025,3,7,July,2025-2026,266.0,33.0,12.406015037593985,1300698.0,2.0,63304.0,4.866925297032823,555.0,33.80782918149466,3.279279279279279,549.5902255639098
20250721,2025-07-21,2025,3,7,July,2025-2026,255.0,30.0,11.76470588235294,1243021.0,0.0,0.0,0.0,590.0,39.79933110367893,3.2254237288135594,550.8039215686274
20250722,2025-07-22,2025,3,7,July,2025-2026,273.0,18.0,6.593406593406594,1317370.0,2.0,214685.0,16.296484662623257,535.0,36.554621848739494,3.3065420560747665,531.5018315018315
20250723,2025-07-23,2025,3,7,July,2025-2026,262.0,20.0,7.633587786259542,1280774.0,1.0,89996.0,7.026688549267865,514.0,40.28776978417266,3.3249027237354087,549.5610687022901
20250724,2025-07-24,2025,3,7,July,2025-2026,243.0,26.0,10.699588477366255,1171504.0,4.0,283974.0,24.240122099455057,506.0,35.15625,3.3517786561264824,552.5185185185185
20250725,2025-07-25,2025,3,7,July,2025-2026,251.0,24.0,9.56175298804781,1230796.0,3.0,225920.0,18.35560076568335,485.0,35.79335793357934,3.265979381443299,538.0438247011953
20250726,2025-07-26,2025,3,7,July,2025-2026,255.0,19.0,7.450980392156863,1240430.0,3.0,146281.0,11.792765411994226,499.0,36.940298507462686,3.432865731462926,541.0156862745098
20250727,2025-07-27,2025,3,7,July,2025-2026,292.0,26.0,8.904109589041095,1398926.0,1.0,72509.0,5.183190533309124,566.0,36.507936507936506,3.3162544169611308,588.0205479452055
20250728,2025-07-28,2025,3,7,July,2025-2026,274.0,32.0,11.678832116788321,1315801.0,0.0,0.0,0.0,541.0,35.92592592592593,3.277264325323475,532.1642335766423
20250729,2025-07-29,2025,3,7,July,2025-2026,267.0,30.0,11.235955056179774,1293009.0,1.0,26211.0,2.0271320617257884,536.0,38.26714801444043,3.167910447761194,541.9737827715355
20250730,2025-07-30,2025,3,7,July,2025-2026,260.0,22.0,8.461538461538462,1261941.0,3.0,397766.0,31.520174081038654,540.0,34.67153284671533,3.327777777777778,530.9038461538462
20250731,2025-07-31,2025,3,7,July,2025-2026,263.0,23.0,8.745247148288973,1272372.0,1.0,71127.0,5.590110439399798,484.0,34.03361344537815,3.2789256198347108,567.0152091254753
20250801,2025-08-01,2025,3,8,August,2025-2026,252.0,31.0,12.3015873015873,1229920.0,2.0,102469.0,8.33135488487056,535.0,37.30769230769231,3.4,566.2301587301587
20250802,2025-08-02,2025,3,8,August,2025-2026,260.0,27.0,10.384615384615385,1253844.0,6.0,490449.0,39.115631609673926,530.0,32.4,3.460377358490566,533.6653846153846
20250803,2025-08-03,2025,3,8,August,2025-2026,276.0,29.0,10.507246376811594,1346849.0,0.0,0.0,0.0,545.0,34.962406015037594,3.3504587155963304,577.0507246376811
20250804,2025-08-04,2025,3,8,August,2025-2026,275.0,26.0,9.454545454545455,1344071.0,2.0,117609.0,8.750207392317815,535.0,32.945736434108525,3.28411214953271,549.3054545454545
20250805,2025-08-05,2025,3,8,August,2025-2026,262.0,23.0,8.778625954198473,1275113.0,2.0,74641.0,5.853677281935013,577.0,34.56375838926174,3.270363951473137,544.4274809160305
20250806,2025-08-06,2025,3,8,August,2025-2026,238.0,20.0,8.403361344537815,1142886.0,3.0,190750.0,16.6902035723598,514.0,32.075471698113205,3.4007782101167314,554.4453781512605
20250807,2025-08-07,2025,3,8,August,2025-2026,233.0,20.0,8.583690987124463,1126749.0,1.0,12163.0,1.0794773281360799,457.0,42.248062015503876,3.4573304157549236,557.1673819742489
20250808,2025-08-08,2025,3,8,August,2025-2026,233.0,13.0,5.579399141630901,1116732.0,2.0,78241.0,7.006246798694763,482.0,38.84297520661157,3.363070539419087,535.9484978540772
20250809,2025-08-09,2025,3,8,August,2025-2026,258.0,16.0,6.2015503875969,1247479.0,1.0,27462.0,2.201399783082521,501.0,32.17054263565892,3.341317365269461,550.4806201550388
20250810,2025-08-10,2025,3,8,August,2025-2026,296.0,20.0,6.756756756756757,1437553.0,3.0,151946.0,10.569766819032063,529.0,35.294117647058826,3.334593572778828,524.5506756756756
20250811,2025-08-11,2025,3,8,August,2025-2026,280.0,18.0,6.428571428571428,1375763.0,1.0,62058.0,4.510806003650338,567.0,37.269372693726936,3.308641975308642,539.4178571428571
20250812,2025-08-12,2025,3,8,August,2025-2026,268.0,18.0,6.7164179104477615,1300663.0,5.0,497109.0,38.21966181862635,534.0,38.91050583657588,3.344569288389513,531.1865671641791
20250813,2025-08-13,2025,3,8,August,2025-2026,257.0,25.0,9.72762645914397,1234933.0,4.0,341809.0,27.6783436834225,549.0,41.04477611940299,3.384335154826958,546.5914396887159
20250814,2025-08-14,2025,3,8,August,2025-2026,281.0,26.0,9.252669039145907,1351979.0,1.0,115480.0,8.541552790390975,541.0,32.74647887323944,3.2846580406654344,529.5195729537367
20250815,2025-08-15,2025,3,8,August,2025-2026,265.0,31.0,11.69811320754717,1297577.0,2.0,123605.0,9.525831607681086,500.0,30.65134099616858,3.356,552.7132075471698
20250816,2025-08-16,2025,3,8,August,2025-2026,262.0,31.0,11.83206106870229,1269376.0,0.0,0.0,0.0,543.0,34.494773519163765,3.342541436464088,575.5610687022901
20250817,2025-08-17,2025,3,8,August,2025-2026,273.0,32.0,11.72161172161172,1321276.0,2.0,218208.0,16.514944644419487,563.0,40.32258064516129,3.291296625222025,563.4249084249084
20250818,2025-08-18,2025,3,8,August,2025-2026,268.0,26.0,9.701492537313433,1306565.0,3.0,275392.0,21.077558330431323,496.0,40.42553191489361,3.3266129032258065,530.9888059701492
20250819,2025-08-19,2025,3,8,August,2025-2026,277.0,30.0,10.830324909747292,1347407.0,4.0,340390.0,25.2625969732976,568.0,36.971830985915496,3.3538732394366195,551.3249097472924
20250820,2025-08-20,2025,3,8,August,2025-2026,284.0,30.0,10.56338028169014,1366502.0,5.0,382685.0,28.004715690134375,573.0,35.11450381679389,3.2530541012216405,548.2112676056338
20250821,2025-08-21,2025,3,8,August,2025-2026,259.0,24.0,9.266409266409266,1265637.0,4.0,406572.0,32.12390282521766,535.0,38.90909090909091,3.3626168224299064,547.6100386100386
20250822,2025-08-22,2025,3,8,August,2025-2026,278.0,26.0,9.352517985611511,1359324.0,4.0,255870.0,18.823326888953627,544.0,32.916666666666664,3.3198529411764706,540.0179856115108
20250823,2025-08-23,2025,3,8,August,2025-2026,296.0,32.0,10.81081081081081,1423279.0,2.0,71977.0,5.057125131474574,549.0,38.25757575757576,3.2695810564663024,542.5675675675676
20250824,2025-08-24,2025,3,8,August,2025-2026,292.0,21.0,7.191780821917808,1409148.0,2.0,230879.0,16.384297462012505,562.0,37.45704467353952,3.311387900355872,552.2739726027397
20250825,2025-08-25,2025,3,8,August,2025-2026,285.0,38.0,13.333333333333334,1385694.0,5.0,415969.0,30.018820894079067,556.0,39.40397350993378,3.302158273381295,558.9719298245614
20250826,2025-08-26,2025,3,8,August,2025-2026,263.0,27.0,10.26615969581749,1275364.0,1.0,145947.0,11.443556506220968,574.0,34.61538461538461,3.250871080139373,580.8707224334601
20250827,2025-08-27,2025,3,8,August,2025-2026,261.0,30.0,11.494252873563218,1261808.0,5.0,399041.0,31.62454192713947,555.0,38.03921568627451,3.3423423423423424,579.2413793103449
20250828,2025-08-28,2025,3,8,August,2025-2026,287.0,43.0,14.982578397212542,1394069.0,2.0,159148.0,11.41607768338583,548.0,33.33333333333333,3.332116788321168,565.9372822299651
20250829,2025-08-29,2025,3,8,August,2025-2026,321.0,43.0,13.395638629283487,1561471.0,1.0,30213.0,1.9349062518612257,564.0,33.5548172757475,3.2960992907801416,548.6168224299065
20250830,2025-08-30,2025,3,8,August,2025-2026,259.0,27.0,10.424710424710424,1237471.0,1.0,100583.0,8.128109668832643,561.0,37.01067615658363,3.249554367201426,565.7992277992278
20250831,2025-08-31,2025,3,8,August,2025-2026,267.0,28.0,10.486891385767791,1296309.0,1.0,109624.0,8.456625696496745,546.0,34.31734317343174,3.2454212454212454,557.0411985018727
20250901,2025-09-01,2025,3,9,September,2025-2026,251.0,23.0,9.163346613545817,1197968.0,4.0,259548.0,21.665687230376772,555.0,34.91525423728813,3.336936936936937,538.8127490039841
20250902,2025-09-02,2025,3,9,September,2025-2026,254.0,20.0,7.874015748031496,1233319.0,2.0,91674.0,7.43311341185857,504.0,38.62068965517241,3.3373015873015874,509.73622047244095
20250903,2025-09-03,2025,3,9,September,2025-2026,282.0,32.0,11.347517730496454,1369470.0,5.0,496404.0,36.24789152007711,473.0,35.573122529644266,3.315010570824524,549.2234042553191
20250904,2025-09-04,2025,3,9,September,2025-2026,270.0,25.0,9.25925925925926,1315298.0,6.0,540188.0,41.069628327572914,551.0,33.07984790874524,3.3611615245009077,543.5777777777778
20250905,2025-09-05,2025,3,9,September,2025-2026,280.0,25.0,8.928571428571429,1360222.0,1.0,47892.0,3.520895853765047,543.0,34.46969696969697,3.423572744014733,557.225
20250906,2025-09-06,2025,3,9,September,2025-2026,282.0,37.0,13.120567375886525,1388227.0,4.0,363207.0,26.16337241675893,572.0,35.661764705882355,3.269230769230769,565.031914893617
20250907,2025-09-07,2025,3,9,September,2025-2026,254.0,32.0,12.598425196850393,1239434.0,2.0,140431.0,11.3302523571243,536.0,35.24904214559387,3.298507462686567,549.8031496062993
20250908,2025-09-08,2025,3,9,September,2025-2026,275.0,24.0,8.727272727272728,1345077.0,3.0,284546.0,21.15462534858599,536.0,35.361216730038024,3.3358208955223883,573.0763636363637
20250909,2025-09-09,2025,3,9,September,2025-2026,261.0,22.0,8.42911877394636,1275959.0,1.0,141417.0,11.083193112004382,576.0,43.58974358974359,3.2065972222222223,551.8084291187739
20250910,2025-09-10,2025,3,9,September,2025-2026,277.0,30.0,10.830324909747292,1358377.0,4.0,275049.0,20.24835520624981,548.0,32.432432432432435,3.326642335766423,532.8375451263538
20250911,2025-09-11,2025,3,9,September,2025-2026,245.0,21.0,8.571428571428571,1174681.0,1.0,130130.0,11.077901149333307,531.0,37.45454545454546,3.3578154425612055,535.9061224489795
20250912,2025-09-12,2025,3,9,September,2025-2026,260.0,33.0,12.692307692307692,1261795.0,3.0,241544.0,19.14288771155378,506.0,32.83018867924528,3.484189723320158,570.8807692307693
20250913,2025-09-13,2025,3,9,September,2025-2026,237.0,24.0,10.126582278481013,1141899.0,2.0,121908.0,10.675900408004562,501.0,37.410071942446045,3.151696606786427,537.6033755274261
20250914,2025-09-14,2025,3,9,September,2025-2026,267.0,11.0,4.119850187265917,1301268.0,3.0,197178.0,15.152758693827867,489.0,34.523809523809526,3.3865030674846626,502.94756554307116
20250915,2025-09-15,2025,3,9,September,2025-2026,253.0,18.0,7.114624505928854,1220466.0,3.0,358468.0,29.371404037474207,532.0,41.735537190082646,3.3759398496240602,522.9881422924901
20250916,2025-09-16,2025,3,9,September,2025-2026,258.0,29.0,11.24031007751938,1259670.0,3.0,198397.0,15.749918629482323,513.0,31.07569721115538,3.2690058479532165,565.0116279069767
20250917,2025-09-17,2025,3,9,September,2025-2026,261.0,28.0,10.727969348659004,1269970.0,3.0,197760.0,15.572021386331961,487.0,33.07086614173229,3.375770020533881,544.0421455938697
20250918,2025-09-18,2025,3,9,September,2025-2026,249.0,25.0,10.040160642570282,1207996.0,5.0,315545.0,26.121361329011023,525.0,39.69465648854962,3.354285714285714,552.4216867469879
20250919,2025-09-19,2025,3,9,September,2025-2026,270.0,29.0,10.74074074074074,1329584.0,1.0,141236.0,10.622570668720442,478.0,35.177865612648226,3.3472803347280333,542.7962962962963
20250920,2025-09-20,2025,3,9,September,2025-2026,260.0,32.0,12.307692307692308,1268902.0,1.0,133653.0,10.532964720679768,505.0,42.333333333333336,3.3346534653465345,547.4038461538462
20250921,2025-09-21,2025,3,9,September,2025-2026,236.0,23.0,9.745762711864407,1132397.0,5.0,262297.0,23.16298965822057,562.0,32.33082706766917,3.290035587188612,519.0550847457627
20250922,2025-09-22,2025,3,9,September,2025-2026,276.0,27.0,9.782608695652174,1339194.0,3.0,230912.0,17.242610107273478,514.0,35.80786026200873,3.3560311284046693,548.8659420289855
20250923,2025-09-23,2025,3,9,September,2025-2026,231.0,22.0,9.523809523809524,1126164.0,5.0,361897.0,32.13537282314121,518.0,44.31372549019608,3.3378378378378377,556.930735930736
20250924,2025-09-24,2025,3,9,September,2025-2026,271.0,29.0,10.70110701107011,1317764.0,2.0,57836.0,4.388949766422516,527.0,39.75903614457831,3.222011385199241,535.8966789667896
20250925,2025-09-25,2025,3,9,September,2025-2026,270.0,20.0,7.4074074074074066,1284929.0,2.0,148562.0,11.561883964016689,540.0,39.682539682539684,3.2925925925925927,559.0962962962963
20250926,2025-09-26,2025,3,9,September,2025-2026,272.0,24.0,8.823529411764707,1314368.0,1.0,38369.0,2.919197667624288,518.0,35.15625,3.4073359073359075,546.3235294117648
20250927,2025-09-27,2025,3,9,September,2025-2026,262.0,20.0,7.633587786259542,1264854.0,7.0,579327.0,45.80188701620899,555.0,36.36363636363637,3.3189189189189188,513.0496183206106
20250928,2025-09-28,2025,3,9,September,2025-2026,268.0,21.0,7.835820895522389,1294336.0,3.0,80396.0,6.211370154272152,550.0,36.36363636363637,3.3745454545454545,533.7462686567164
20250929,2025-09-29,2025,3,9,September,2025-2026,251.0,22.0,8.764940239043826,1218007.0,1.0,117030.0,9.608319164011373,499.0,32.11678832116788,3.3607214428857715,559.7768924302788
20250930,2025-09-30,2025,3,9,September,2025-2026,262.0,23.0,8.778625954198473,1288369.0,5.0,497742.0,38.63349708041718,559.0,29.01960784313726,3.445438282647585,539.4045801526718
20251001,2025-10-01,2025,4,10,October,2025-2026,261.0,25.0,9.578544061302683,1255767.0,3.0,318565.0,25.368161450332742,504.0,32.295719844357976,3.3015873015873014,534.6858237547892
20251002,2025-10-02,2025,4,10,October,2025-2026,279.0,37.0,13.261648745519713,1358283.0,4.0,419585.0,30.890837918165804,543.0,36.95652173913043,3.3885819521178635,566.1756272401434
20251003,2025-10-03,2025,4,10,October,2025-2026,252.0,25.0,9.920634920634921,1229590.0,1.0,93932.0,7.6392943989459905,515.0,37.18411552346571,3.2796116504854367,547.2142857142857
20251004,2025-10-04,2025,4,10,October,2025-2026,265.0,30.0,11.320754716981133,1273801.0,3.0,222492.0,17.466778562742533,551.0,39.405204460966544,3.246823956442831,550.9811320754717
20251005,2025-10-05,2025,4,10,October,2025-2026,296.0,33.0,11.14864864864865,1419533.0,5.0,244496.0,17.223692580588125,539.0,34.98098859315589,3.2801484230055657,549.9155405405405
20251006,2025-10-06,2025,4,10,October,2025-2026,295.0,31.0,10.508474576271185,1426636.0,1.0,10851.0,0.7606004615052473,574.0,42.248062015503876,3.3658536585365852,568.8169491525424
20251007,2025-10-07,2025,4,10,October,2025-2026,281.0,22.0,7.829181494661921,1368792.0,5.0,521853.0,38.12507670997493,604.0,39.86486486486486,3.2152317880794703,558.2135231316726
20251008,2025-10-08,2025,4,10,October,2025-2026,275.0,34.0,12.363636363636363,1321152.0,2.0,162043.0,12.265280603594439,550.0,34.42028985507246,3.2454545454545456,555.2363636363636
20251009,2025-10-09,2025,4,10,October,2025-2026,272.0,29.0,10.661764705882353,1295666.0,8.0,467997.0,36.120188381882365,586.0,39.492753623188406,3.343003412969283,562.4632352941177
20251010,2025-10-10,2025,4,10,October,2025-2026,260.0,21.0,8.076923076923077,1251492.0,4.0,323737.0,25.86808385511054,507.0,33.204633204633204,3.244575936883629,501.76153846153846
20251011,2025-10-11,2025,4,10,October,2025-2026,264.0,29.0,10.984848484848484,1266705.0,3.0,144822.0,11.432969791703671,509.0,34.146341463414636,3.4400785854616895,538.969696969697
20251012,2025-10-12,2025,4,10,October,2025-2026,262.0,26.0,9.923664122137405,1253893.0,6.0,422642.0,33.706384835069656,516.0,35.54006968641115,3.4147286821705425,540.1335877862596
20251013,2025-10-13,2025,4,10,October,2025-2026,298.0,30.0,10.06711409395973,1436214.0,3.0,267699.0,18.639213933299633,541.0,33.84615384615385,3.2402957486136783,543.2785234899329
20251014,2025-10-14,2025,4,10,October,2025-2026,257.0,30.0,11.673151750972762,1251445.0,1.0,65166.0,5.207260406969543,558.0,35.43307086614173,3.3118279569892475,573.5875486381323
20251015,2025-10-15,2025,4,10,October,2025-2026,265.0,29.0,10.943396226415095,1287478.0,5.0,409618.0,31.815533935337147,577.0,35.61643835616438,3.268630849220104,556.7622641509435
20251016,2025-10-16,2025,4,10,October,2025-2026,250.0,22.0,8.799999999999999,1198125.0,3.0,233339.0,19.475346896191965,489.0,36.507936507936506,3.4314928425357873,521.376
20251017,2025-10-17,2025,4,10,October,2025-2026,278.0,29.0,10.431654676258994,1336713.0,3.0,152990.0,11.445239179988524,535.0,36.462093862815884,3.2672897196261683,553.9748201438849
20251018,2025-10-18,2025,4,10,October,2025-2026,259.0,25.0,9.652509652509652,1256155.0,2.0,115271.0,9.176494938920754,488.0,32.83018867924528,3.2561475409836067,544.5752895752896
20251019,2025-10-19,2025,4,10,October,2025-2026,278.0,22.0,7.913669064748201,1334371.0,2.0,161285.0,12.086968316907367,552.0,40.22140221402214,3.306159420289855,541.615107913669
20251020,2025-10-20,2025,4,10,October,2025-2026,269.0,41.0,15.241635687732341,1309808.0,3.0,270514.0,20.652950661470996,531.0,29.213483146067414,3.335216572504708,550.8327137546469
20251021,2025-10-21,2025,4,10,October,2025-2026,275.0,31.0,11.272727272727273,1333002.0,2.0,176904.0,13.271097867820153,559.0,33.687943262411345,3.3935599284436493,537.8618181818182
20251022,2025-10-22,2025,4,10,October,2025-2026,249.0,31.0,12.449799196787147,1199215.0,2.0,175276.0,14.615894564360854,528.0,32.677165354330704,3.340909090909091,551.6947791164658
20251023,2025-10-23,2025,4,10,October,2025-2026,268.0,28.0,10.44776119402985,1300040.0,4.0,237502.0,18.2688224977693,526.0,37.174721189591075,3.2452471482889735,552.75
20251024,2025-10-24,2025,4,10,October,2025-2026,278.0,27.0,9.712230215827338,1357100.0,5.0,372800.0,27.470341168668483,519.0,35.60606060606061,3.3198458574181116,542.1223021582733
20251025,2025-10-25,2025,4,10,October,2025-2026,247.0,14.0,5.668016194331984,1189369.0,5.0,472286.0,39.70895491643048,517.0,43.84615384615385,3.355899419729207,539.1943319838057
20251026,2025-10-26,2025,4,10,October,2025-2026,254.0,28.0,11.023622047244094,1215189.0,6.0,481567.0,39.6289795249957,511.0,37.453183520599254,3.3933463796477494,536.8267716535433
20251027,2025-10-27,2025,4,10,October,2025-2026,264.0,33.0,12.5,1304895.0,2.0,86896.0,6.659233118373509,489.0,35.62753036437247,3.3333333333333335,546.7954545454545
20251028,2025-10-28,2025,4,10,October,2025-2026,271.0,25.0,9.22509225092251,1307411.0,4.0,424610.0,32.47716288145044,571.0,38.13229571984436,3.3134851138353767,517.1143911439115
20251029,2025-10-29,2025,4,10,October,2025-2026,276.0,25.0,9.057971014492754,1335277.0,3.0,190513.0,14.267676294881138,556.0,40.15151515151515,3.4370503597122304,560.6340579710145
20251030,2025-10-30,2025,4,10,October,2025-2026,267.0,30.0,11.235955056179774,1282942.0,3.0,305164.0,23.786266253657608,527.0,35.49618320610687,3.3434535104364325,538.1123595505618
