quote_sk,quote_id,customer_sk,vehicle_sk,quoted_premium,sales_channel,days_since_last_contact,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,quote_date,load_date,source_system
24853,Q124852,24853,24853,4052.0,152.0,60,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-06-28,2026-08-01 17:22:07.213201,Vehicle Insurance
24854,Q124853,24854,24854,3891.0,152.0,139,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24855,Q124854,24855,24855,4652.0,152.0,149,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-12-31,2026-08-01 17:22:07.213201,Vehicle Insurance
24856,Q124855,24856,24856,3951.0,124.0,15,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-15,2026-08-01 17:22:07.213201,Vehicle Insurance
24857,Q124856,24857,24857,3956.0,152.0,160,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-05-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24858,Q124857,24858,24858,4164.0,152.0,167,0,0,Abandoned,Document Upload,Tablet,Website,2025-02-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24859,Q124858,24859,24859,3970.0,152.0,84,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24860,Q124859,24860,24860,4111.0,152.0,73,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-05-12,2026-08-01 17:22:07.213201,Vehicle Insurance
24861,Q124860,24861,24861,4507.0,152.0,292,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24862,Q124861,24862,24862,3830.0,152.0,203,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-06-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24863,Q124862,24863,24863,4512.0,152.0,126,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-18,2026-08-01 17:22:07.213201,Vehicle Insurance
24864,Q124863,24864,24864,4312.0,151.0,58,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-03-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24865,Q124864,24865,24865,4034.0,152.0,259,0,0,Abandoned,Document Upload,Tablet,Website,2025-03-10,2026-08-01 17:22:07.213201,Vehicle Insurance
24866,Q124865,24866,24866,4118.0,152.0,78,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-26,2026-08-01 17:22:07.213201,Vehicle Insurance
24867,Q124866,24867,24867,4241.0,152.0,262,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-07-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24868,Q124867,24868,24868,5160.0,124.0,67,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24869,Q124868,24869,24869,4645.0,124.0,277,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-31,2026-08-01 17:22:07.213201,Vehicle Insurance
24870,Q124869,24870,24870,4095.0,152.0,34,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-09-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24871,Q124870,24871,24871,3953.0,152.0,21,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-01-20,2026-08-01 17:22:07.213201,Vehicle Insurance
24872,Q124871,24872,24872,3774.0,152.0,53,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-08-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24873,Q124872,24873,24873,4706.0,152.0,180,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24874,Q124873,24874,24874,4302.0,152.0,235,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-05,2026-08-01 17:22:07.213201,Vehicle Insurance
24875,Q124874,24875,24875,3818.0,152.0,96,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-07-16,2026-08-01 17:22:07.213201,Vehicle Insurance
24876,Q124875,24876,24876,4265.0,152.0,61,1,1,Converted,Policy Issued,Mobile,Website,2025-05-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24877,Q124876,24877,24877,4241.0,152.0,68,0,0,Abandoned,Document Upload,Mobile,Agent,2025-04-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24878,Q124877,24878,24878,3989.0,152.0,126,0,0,Abandoned,Document Upload,Mobile,Agent,2025-06-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24879,Q124878,24879,24879,4110.0,152.0,60,0,0,Abandoned,Document Upload,Desktop,Website,2025-04-13,2026-08-01 17:22:07.213201,Vehicle Insurance
24880,Q124879,24880,24880,4190.0,152.0,92,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-07-20,2026-08-01 17:22:07.213201,Vehicle Insurance
24881,Q124880,24881,24881,3780.0,160.0,48,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-07-29,2026-08-01 17:22:07.213201,Vehicle Insurance
24882,Q124881,24882,24882,4648.0,152.0,98,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-09-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24883,Q124882,24883,24883,4378.0,152.0,70,0,0,Abandoned,Document Upload,Mobile,Website,2025-05-17,2026-08-01 17:22:07.213201,Vehicle Insurance
24884,Q124883,24884,24884,4456.0,152.0,150,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-02-05,2026-08-01 17:22:07.213201,Vehicle Insurance
24885,Q124884,24885,24885,4351.0,152.0,155,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-12-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24886,Q124885,24886,24886,4439.0,152.0,68,0,0,Abandoned,Document Upload,Mobile,Website,2025-04-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24887,Q124886,24887,24887,4406.0,152.0,104,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-03,2026-08-01 17:22:07.213201,Vehicle Insurance
24888,Q124887,24888,24888,4705.0,152.0,144,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-02-03,2026-08-01 17:22:07.213201,Vehicle Insurance
24889,Q124888,24889,24889,4463.0,152.0,134,0,0,Abandoned,Document Upload,Mobile,Agent,2025-10-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24890,Q124889,24890,24890,4071.0,152.0,291,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-15,2026-08-01 17:22:07.213201,Vehicle Insurance
24891,Q124890,24891,24891,4093.0,152.0,80,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24892,Q124891,24892,24892,4464.0,152.0,160,0,0,Abandoned,Document Upload,Desktop,Website,2025-11-27,2026-08-01 17:22:07.213201,Vehicle Insurance
24893,Q124892,24893,24893,4285.0,152.0,293,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-04-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24894,Q124893,24894,24894,4104.0,152.0,249,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-05-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24895,Q124894,24895,24895,4220.0,152.0,289,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-03,2026-08-01 17:22:07.213201,Vehicle Insurance
24896,Q124895,24896,24896,4677.0,160.0,239,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-12-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24897,Q124896,24897,24897,4732.0,152.0,273,1,0,Abandoned,Underwriting,Tablet,Website,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24898,Q124897,24898,24898,4743.0,152.0,137,0,0,Abandoned,Document Upload,Desktop,Website,2025-05-31,2026-08-01 17:22:07.213201,Vehicle Insurance
24899,Q124898,24899,24899,3854.0,152.0,291,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-06-15,2026-08-01 17:22:07.213201,Vehicle Insurance
24900,Q124899,24900,24900,4536.0,152.0,153,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
24901,Q124900,24901,24901,4071.0,163.0,290,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-07-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24902,Q124901,24902,24902,4321.0,152.0,177,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-15,2026-08-01 17:22:07.213201,Vehicle Insurance
24903,Q124902,24903,24903,4632.0,152.0,204,0,0,Abandoned,Document Upload,Mobile,Agent,2025-03-14,2026-08-01 17:22:07.213201,Vehicle Insurance
24904,Q124903,24904,24904,4711.0,152.0,178,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-12-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24905,Q124904,24905,24905,4276.0,152.0,38,0,0,Abandoned,Document Upload,Mobile,Website,2025-05-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24906,Q124905,24906,24906,4253.0,152.0,42,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24907,Q124906,24907,24907,3834.0,152.0,103,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-11-27,2026-08-01 17:22:07.213201,Vehicle Insurance
24908,Q124907,24908,24908,4680.0,152.0,282,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-09-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24909,Q124908,24909,24909,4458.0,26.0,226,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-03-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24910,Q124909,24910,24910,3984.0,152.0,213,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-03-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24911,Q124910,24911,24911,4672.0,152.0,202,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-03-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24912,Q124911,24912,24912,4605.0,152.0,190,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-10-26,2026-08-01 17:22:07.213201,Vehicle Insurance
24913,Q124912,24913,24913,4012.0,26.0,216,1,0,Abandoned,Document Upload,Mobile,Agent,2025-02-03,2026-08-01 17:22:07.213201,Vehicle Insurance
24914,Q124913,24914,24914,3755.0,152.0,283,0,0,Abandoned,Document Upload,Mobile,Website,2025-02-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24915,Q124914,24915,24915,4243.0,152.0,170,1,1,Converted,Policy Issued,Desktop,Website,2025-02-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24916,Q124915,24916,24916,4642.0,152.0,194,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24917,Q124916,24917,24917,4038.0,152.0,236,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24918,Q124917,24918,24918,4319.0,152.0,115,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24919,Q124918,24919,24919,4694.0,152.0,145,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-04-14,2026-08-01 17:22:07.213201,Vehicle Insurance
24920,Q124919,24920,24920,4406.0,152.0,286,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-11-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24921,Q124920,24921,24921,4627.0,152.0,247,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-09-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24922,Q124921,24922,24922,4803.0,156.0,108,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-05-05,2026-08-01 17:22:07.213201,Vehicle Insurance
24923,Q124922,24923,24923,4099.0,152.0,85,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-08-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24924,Q124923,24924,24924,3949.0,152.0,235,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24925,Q124924,24925,24925,4685.0,152.0,104,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-04-21,2026-08-01 17:22:07.213201,Vehicle Insurance
24926,Q124925,24926,24926,4435.0,152.0,274,0,0,Abandoned,Document Upload,Mobile,Website,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24927,Q124926,24927,24927,5216.0,124.0,297,0,0,Abandoned,Document Upload,Desktop,Website,2025-06-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24928,Q124927,24928,24928,5215.0,124.0,44,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-05-26,2026-08-01 17:22:07.213201,Vehicle Insurance
24929,Q124928,24929,24929,4713.0,152.0,172,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-13,2026-08-01 17:22:07.213201,Vehicle Insurance
24930,Q124929,24930,24930,4646.0,163.0,149,1,0,Abandoned,Underwriting,Mobile,Website,2025-01-31,2026-08-01 17:22:07.213201,Vehicle Insurance
24931,Q124930,24931,24931,4084.0,152.0,198,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-12-05,2026-08-01 17:22:07.213201,Vehicle Insurance
24932,Q124931,24932,24932,4356.0,152.0,212,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-22,2026-08-01 17:22:07.213201,Vehicle Insurance
24933,Q124932,24933,24933,3966.0,151.0,73,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-21,2026-08-01 17:22:07.213201,Vehicle Insurance
24934,Q124933,24934,24934,4372.0,152.0,92,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-08-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24935,Q124934,24935,24935,4102.0,152.0,282,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-09,2026-08-01 17:22:07.213201,Vehicle Insurance
24936,Q124935,24936,24936,4441.0,152.0,222,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-12-13,2026-08-01 17:22:07.213201,Vehicle Insurance
24937,Q124936,24937,24937,4424.0,152.0,287,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-12-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24938,Q124937,24938,24938,4380.0,152.0,77,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-11-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24939,Q124938,24939,24939,4074.0,152.0,99,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-12-09,2026-08-01 17:22:07.213201,Vehicle Insurance
24940,Q124939,24940,24940,4650.0,152.0,159,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-07-16,2026-08-01 17:22:07.213201,Vehicle Insurance
24941,Q124940,24941,24941,3977.0,152.0,41,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-01-14,2026-08-01 17:22:07.213201,Vehicle Insurance
24942,Q124941,24942,24942,3894.0,152.0,107,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24943,Q124942,24943,24943,4698.0,152.0,54,0,0,Abandoned,Document Upload,Mobile,Website,2025-01-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24944,Q124943,24944,24944,4057.0,152.0,69,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24945,Q124944,24945,24945,4403.0,152.0,238,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-15,2026-08-01 17:22:07.213201,Vehicle Insurance
24946,Q124945,24946,24946,4383.0,152.0,191,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-11-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24947,Q124946,24947,24947,4034.0,152.0,102,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24948,Q124947,24948,24948,4141.0,152.0,276,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-03-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24949,Q124948,24949,24949,4487.0,152.0,70,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-08-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24950,Q124949,24950,24950,4109.0,152.0,19,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-06-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24951,Q124950,24951,24951,4518.0,152.0,35,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-04-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24952,Q124951,24952,24952,4546.0,152.0,51,0,0,Abandoned,Document Upload,Desktop,Agent,2025-12-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24953,Q124952,24953,24953,4681.0,152.0,50,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24954,Q124953,24954,24954,4696.0,152.0,206,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-05-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24955,Q124954,24955,24955,3914.0,152.0,179,0,0,Abandoned,Document Upload,Mobile,Agent,2025-10-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24956,Q124955,24956,24956,4482.0,152.0,64,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24957,Q124956,24957,24957,4330.0,152.0,20,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-08-14,2026-08-01 17:22:07.213201,Vehicle Insurance
24958,Q124957,24958,24958,4570.0,152.0,109,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-06-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24959,Q124958,24959,24959,3973.0,152.0,169,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-10-10,2026-08-01 17:22:07.213201,Vehicle Insurance
24960,Q124959,24960,24960,3873.0,152.0,235,0,0,Abandoned,Document Upload,Desktop,Agent,2025-10-22,2026-08-01 17:22:07.213201,Vehicle Insurance
24961,Q124960,24961,24961,4697.0,152.0,258,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
24962,Q124961,24962,24962,4093.0,152.0,190,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-08-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24963,Q124962,24963,24963,4600.0,152.0,169,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-11-04,2026-08-01 17:22:07.213201,Vehicle Insurance
24964,Q124963,24964,24964,4273.0,152.0,210,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-07-27,2026-08-01 17:22:07.213201,Vehicle Insurance
24965,Q124964,24965,24965,3801.0,152.0,175,1,0,Abandoned,Payment,Mobile,Website,2025-11-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24966,Q124965,24966,24966,3878.0,152.0,264,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24967,Q124966,24967,24967,3884.0,152.0,194,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-03-16,2026-08-01 17:22:07.213201,Vehicle Insurance
24968,Q124967,24968,24968,4406.0,152.0,188,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-03-31,2026-08-01 17:22:07.213201,Vehicle Insurance
24969,Q124968,24969,24969,3876.0,152.0,176,0,0,Abandoned,Document Upload,Mobile,Agent,2025-10-30,2026-08-01 17:22:07.213201,Vehicle Insurance
24970,Q124969,24970,24970,4487.0,152.0,43,0,0,Abandoned,Document Upload,Tablet,Website,2025-11-26,2026-08-01 17:22:07.213201,Vehicle Insurance
24971,Q124970,24971,24971,4688.0,152.0,281,0,0,Abandoned,Document Upload,Desktop,Agent,2025-07-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24972,Q124971,24972,24972,3820.0,152.0,298,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-02-10,2026-08-01 17:22:07.213201,Vehicle Insurance
24973,Q124972,24973,24973,4022.0,152.0,185,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-01,2026-08-01 17:22:07.213201,Vehicle Insurance
24974,Q124973,24974,24974,3936.0,152.0,162,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24975,Q124974,24975,24975,3752.0,152.0,58,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-10-01,2026-08-01 17:22:07.213201,Vehicle Insurance
24976,Q124975,24976,24976,4034.0,152.0,26,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-08-02,2026-08-01 17:22:07.213201,Vehicle Insurance
24977,Q124976,24977,24977,3771.0,152.0,133,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
24978,Q124977,24978,24978,3915.0,152.0,197,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-06-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24979,Q124978,24979,24979,4059.0,152.0,108,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-08-19,2026-08-01 17:22:07.213201,Vehicle Insurance
24980,Q124979,24980,24980,4624.0,152.0,123,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-06-25,2026-08-01 17:22:07.213201,Vehicle Insurance
24981,Q124980,24981,24981,4226.0,152.0,23,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-03-29,2026-08-01 17:22:07.213201,Vehicle Insurance
24982,Q124981,24982,24982,4247.0,26.0,104,0,0,Abandoned,Document Upload,Mobile,Website,2025-03-24,2026-08-01 17:22:07.213201,Vehicle Insurance
24983,Q124982,24983,24983,4183.0,26.0,206,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24984,Q124983,24984,24984,4507.0,152.0,299,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-12-11,2026-08-01 17:22:07.213201,Vehicle Insurance
24985,Q124984,24985,24985,3983.0,152.0,140,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-18,2026-08-01 17:22:07.213201,Vehicle Insurance
24986,Q124985,24986,24986,4586.0,152.0,190,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-09-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24987,Q124986,24987,24987,4419.0,152.0,42,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
24988,Q124987,24988,24988,4412.0,152.0,273,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-03-23,2026-08-01 17:22:07.213201,Vehicle Insurance
24989,Q124988,24989,24989,4474.0,152.0,170,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-12,2026-08-01 17:22:07.213201,Vehicle Insurance
24990,Q124989,24990,24990,4125.0,152.0,118,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-28,2026-08-01 17:22:07.213201,Vehicle Insurance
24991,Q124990,24991,24991,4479.0,152.0,42,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-06,2026-08-01 17:22:07.213201,Vehicle Insurance
24992,Q124991,24992,24992,3995.0,160.0,54,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-07,2026-08-01 17:22:07.213201,Vehicle Insurance
24993,Q124992,24993,24993,4052.0,152.0,89,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-05,2026-08-01 17:22:07.213201,Vehicle Insurance
24994,Q124993,24994,24994,4154.0,160.0,124,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-21,2026-08-01 17:22:07.213201,Vehicle Insurance
24995,Q124994,24995,24995,4537.0,152.0,79,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-02-26,2026-08-01 17:22:07.213201,Vehicle Insurance
24996,Q124995,24996,24996,4412.0,152.0,236,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-08-21,2026-08-01 17:22:07.213201,Vehicle Insurance
24997,Q124996,24997,24997,4457.0,152.0,116,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-21,2026-08-01 17:22:07.213201,Vehicle Insurance
24998,Q124997,24998,24998,4666.0,152.0,10,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-03-27,2026-08-01 17:22:07.213201,Vehicle Insurance
24999,Q124998,24999,24999,3770.0,152.0,117,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-02,2026-08-01 17:22:07.213201,Vehicle Insurance
25000,Q124999,25000,25000,4006.0,152.0,29,0,0,Abandoned,Document Upload,Mobile,Website,2025-09-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25001,Q125000,25001,25001,4148.0,152.0,128,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-02-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25002,Q125001,25002,25002,4278.0,152.0,280,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-06,2026-08-01 17:22:07.213201,Vehicle Insurance
25003,Q125002,25003,25003,3800.0,152.0,168,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
25004,Q125003,25004,25004,4196.0,152.0,288,0,0,Abandoned,Document Upload,Mobile,Agent,2025-05-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25005,Q125004,25005,25005,4019.0,124.0,145,1,1,Converted,Policy Issued,Mobile,Agent,2025-02-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25006,Q125005,25006,25006,4576.0,152.0,39,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-05-29,2026-08-01 17:22:07.213201,Vehicle Insurance
25007,Q125006,25007,25007,4344.0,152.0,20,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25008,Q125007,25008,25008,4567.0,152.0,260,0,0,Abandoned,Document Upload,Desktop,Agent,2025-04-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25009,Q125008,25009,25009,4385.0,152.0,77,0,0,Abandoned,Document Upload,Mobile,Website,2025-06-21,2026-08-01 17:22:07.213201,Vehicle Insurance
25010,Q125009,25010,25010,4551.0,152.0,20,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25011,Q125010,25011,25011,4011.0,152.0,106,0,0,Abandoned,Document Upload,Desktop,Agent,2025-11-10,2026-08-01 17:22:07.213201,Vehicle Insurance
25012,Q125011,25012,25012,4114.0,160.0,34,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-08-07,2026-08-01 17:22:07.213201,Vehicle Insurance
25013,Q125012,25013,25013,3798.0,152.0,186,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-12-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25014,Q125013,25014,25014,4267.0,152.0,153,0,0,Abandoned,Document Upload,Desktop,Website,2025-10-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25015,Q125014,25015,25015,4378.0,152.0,207,0,0,Abandoned,Document Upload,Mobile,Website,2025-06-13,2026-08-01 17:22:07.213201,Vehicle Insurance
