vehicle_sk,policy_id,vehicle_age,make,model,fuel_type,segment,engine_type,displacement,cylinder,transmission,steering,length,width,height,gross_weight
17803,ID17800,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17804,ID17802,0.1,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
17805,ID88317,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17806,ID34127,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17807,ID34130,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17808,ID27711,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17809,ID01085,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17810,ID80823,0.08,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17811,ID80826,0.1,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17812,ID44573,0.02,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17813,ID81393,0.01,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17814,ID30863,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17815,ID22913,0.2,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17816,ID42275,0.11,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17817,ID89976,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17818,ID11585,0.06,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17819,ID11588,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17820,ID51180,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17821,ID88347,0.08,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17822,ID51223,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17823,ID49007,0.09,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17824,ID03739,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17825,ID75997,0.15,1,M2,Petrol,C1,1.2 L K12N Dualjet,1197,4,Automatic,Electric,3995,1735,1515,1335
17826,ID34021,0.14,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17827,ID34095,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17828,ID27722,0.15,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
17829,ID34076,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17830,ID22933,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17831,ID58308,0.16,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17832,ID58316,0.09,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17833,ID81364,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17834,ID00771,0.03,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17835,ID87001,0.1,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17836,ID61950,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17837,ID62008,0.01,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
17838,ID62009,0.05,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17839,ID34011,0.02,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17840,ID00158,0.03,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17841,ID51256,0.0,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17842,ID32446,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17843,ID28670,0.06,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
17844,ID28671,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17845,ID92405,0.18,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17846,ID76049,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17847,ID03726,0.06,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17848,ID62000,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17849,ID61954,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17850,ID42343,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17851,ID61881,0.06,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17852,ID86371,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17853,ID03669,0.11,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17854,ID76158,0.07,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17855,ID49049,0.06,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17856,ID19091,0.05,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17857,ID03729,0.12,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17858,ID34053,0.06,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17859,ID76110,0.02,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17860,ID76073,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17861,ID11645,0.05,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17862,ID92019,0.0,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17863,ID95457,0.11,1,M10,CNG,Utility,G12B,1196,4,Manual,Manual,3675,1475,1825,1510
17864,ID61841,0.06,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17865,ID93448,0.06,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17866,ID93453,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17867,ID42364,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17868,ID61874,0.03,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17869,ID61877,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17870,ID21668,0.05,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17871,ID22835,0.15,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17872,ID42384,0.07,1,M10,CNG,Utility,G12B,1196,4,Manual,Manual,3675,1475,1825,1510
17873,ID42385,0.06,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17874,ID61850,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17875,ID86380,0.06,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17876,ID76235,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17877,ID76210,0.04,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17878,ID82403,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17879,ID83803,0.11,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17880,ID83799,0.02,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17881,ID61831,0.06,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17882,ID61835,0.09,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17883,ID58462,0.08,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17884,ID61786,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17885,ID82998,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17886,ID29326,0.07,4,M11,Petrol,C1,1.5 Turbocharged Revotron,1199,3,Manual,Power,3993,1811,1606,1660
17887,ID31223,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17888,ID78859,0.1,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17889,ID19052,0.12,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17890,ID76188,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17891,ID83788,0.05,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17892,ID33970,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17893,ID33984,0.0,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17894,ID19029,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17895,ID19034,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17896,ID49113,0.1,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17897,ID49098,0.06,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17898,ID76270,0.1,4,M11,Petrol,C1,1.5 Turbocharged Revotron,1199,3,Manual,Power,3993,1811,1606,1660
17899,ID76248,0.14,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17900,ID33967,0.03,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17901,ID51127,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17902,ID51111,0.09,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17903,ID19065,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17904,ID27793,0.15,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17905,ID76295,0.05,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17906,ID00780,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17907,ID81353,0.07,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17908,ID61727,0.17,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17909,ID11766,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17910,ID22813,0.07,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17911,ID42416,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17912,ID42427,0.18,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17913,ID61735,0.13,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17914,ID27834,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17915,ID27835,0.02,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17916,ID49080,0.11,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17917,ID49063,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17918,ID51145,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17919,ID02219,0.05,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17920,ID27811,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17921,ID11720,0.08,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17922,ID58461,0.12,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17923,ID81331,0.24,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17924,ID44417,0.03,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17925,ID58476,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17926,ID61611,0.09,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17927,ID42543,0.11,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17928,ID61693,0.14,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17929,ID61677,0.13,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17930,ID21691,0.16,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17931,ID44482,0.01,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17932,ID93659,0.04,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17933,ID42558,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17934,ID86425,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17935,ID22750,0.1,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17936,ID22766,0.05,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17937,ID27868,0.09,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17938,ID17923,0.02,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17939,ID17931,0.08,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17940,ID03579,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17941,ID76368,0.08,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17942,ID76325,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17943,ID42520,0.04,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17944,ID89956,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17945,ID00804,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17946,ID80877,0.11,1,M10,CNG,Utility,G12B,1196,4,Manual,Manual,3675,1475,1825,1510
17947,ID13614,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17948,ID95094,0.17,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17949,ID01061,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17950,ID58521,0.14,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17951,ID86973,0.09,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17952,ID76455,0.17,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17953,ID33778,0.06,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
17954,ID33781,0.17,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17955,ID82423,0.19,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17956,ID49150,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17957,ID91500,0.11,1,M2,Petrol,C1,1.2 L K12N Dualjet,1197,4,Automatic,Electric,3995,1735,1515,1335
17958,ID91501,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17959,ID03516,0.1,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17960,ID03521,0.07,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
17961,ID03478,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17962,ID33812,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17963,ID50968,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17964,ID82476,0.08,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17965,ID03490,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17966,ID03491,0.09,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17967,ID96998,0.08,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17968,ID76484,0.12,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17969,ID76493,0.07,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
17970,ID76471,0.03,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17971,ID97007,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17972,ID58497,0.14,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17973,ID11897,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17974,ID58556,0.1,1,M2,Petrol,C1,1.2 L K12N Dualjet,1197,4,Automatic,Electric,3995,1735,1515,1335
17975,ID21727,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17976,ID22738,0.08,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17977,ID61530,0.1,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17978,ID61560,0.01,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17979,ID03432,0.03,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
17980,ID88712,0.11,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17981,ID49159,0.12,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
17982,ID51026,0.17,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17983,ID51004,0.12,1,M8,CNG,B1,K10C,998,3,Manual,Power,3655,1620,1675,1340
17984,ID03487,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17985,ID03489,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17986,ID03465,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17987,ID61567,0.09,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
17988,ID58565,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17989,ID31206,0.14,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17990,ID31182,0.03,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17991,ID31187,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17992,ID31196,0.11,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
17993,ID95414,0.06,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
17994,ID61487,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17995,ID61458,0.09,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17996,ID22710,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
17997,ID03424,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17998,ID18001,0.11,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
17999,ID03446,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18000,ID33738,0.11,4,M5,Diesel,B2,1.5 Turbocharged Revotorq,1497,4,Manual,Electric,3990,1755,1523,1490
18001,ID88397,0.15,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
18002,ID17989,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18003,ID27918,0.1,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18004,ID33706,0.08,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18005,ID22713,0.03,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18006,ID22715,0.07,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18007,ID42636,0.03,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
18008,ID61474,0.15,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18009,ID13550,0.06,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
18010,ID86462,0.18,5,M9,Diesel,C1,i-DTEC,1498,4,Manual,Electric,3995,1695,1501,1051
18011,ID01032,0.0,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18012,ID21734,0.14,1,M7,Petrol,B2,1.2 L K Series Engine,1197,4,Automatic,Electric,3990,1745,1500,1410
18013,ID42711,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18014,ID42698,0.03,1,M2,Petrol,C1,1.2 L K12N Dualjet,1197,4,Automatic,Electric,3995,1735,1515,1335
18015,ID11978,0.12,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18016,ID61374,0.15,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18017,ID61378,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18018,ID42671,0.08,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18019,ID76662,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18020,ID76676,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18021,ID18999,0.08,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18022,ID50925,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18023,ID83728,0.04,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18024,ID03423,0.11,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18025,ID49245,0.16,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18026,ID18964,0.13,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18027,ID49280,0.0,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18028,ID50892,0.01,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18029,ID50897,0.12,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18030,ID50877,0.11,1,M6,Petrol,B2,K Series Dual jet,1197,4,Manual,Electric,3845,1735,1530,1335
18031,ID18979,0.12,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18032,ID33687,0.02,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18033,ID03395,0.12,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18034,ID03404,0.19,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
18035,ID11966,0.02,1,M1,CNG,A,F8D Petrol Engine,796,3,Manual,Power,3445,1515,1475,1185
18036,ID58685,0.1,2,M3,Petrol,A,1.0 SCe,999,3,Automatic,Electric,3731,1579,1490,1155
18037,ID95117,0.07,3,M4,Diesel,C2,1.5 L U2 CRDi,1493,4,Automatic,Power,4300,1790,1635,1720
