policy_id,airbags,is_esc,is_tpms,is_parking_sensors,is_parking_camera,is_brake_assist,is_power_steering,is_speed_alert,ncap_rating,safety_score
ID10121,2,0,0,1,0,0,1,1,0,27.1
ID85890,6,1,1,1,1,1,1,1,3,88.0
ID64482,2,0,0,1,0,0,1,1,0,27.1
ID64494,2,0,0,1,0,0,1,1,0,27.1
ID10156,6,1,0,1,1,1,1,1,0,64.3
ID48957,6,1,1,1,1,1,1,1,3,88.0
ID94349,2,0,0,1,0,1,1,1,2,44.9
ID19162,6,1,1,1,1,1,1,1,3,88.0
ID82939,2,0,0,1,0,1,1,1,2,44.9
ID19195,6,1,1,1,1,1,1,1,3,88.0
ID31047,6,1,1,1,1,1,1,1,3,88.0
ID00945,2,0,0,1,0,0,1,1,0,27.1
ID81101,6,1,1,1,1,1,1,1,3,88.0
ID30969,2,0,0,1,0,0,1,1,0,27.1
ID29471,6,1,1,1,1,1,1,1,3,88.0
ID40648,6,1,1,1,1,1,1,1,3,88.0
ID40679,1,0,0,1,0,0,0,1,0,16.4
ID40676,2,0,0,1,1,0,1,1,4,56.9
ID08449,2,0,0,1,0,0,1,1,0,27.1
ID64426,2,0,0,1,0,0,1,1,2,39.1
ID40702,6,1,1,1,1,1,1,1,3,88.0
ID40737,6,1,1,1,1,1,1,1,3,88.0
ID08408,2,0,0,1,0,1,1,1,2,44.9
ID88282,2,0,0,1,0,1,1,1,2,44.9
ID17730,6,1,1,1,1,1,1,1,3,88.0
ID51580,1,0,0,1,0,0,0,1,0,16.4
ID51595,2,0,0,1,0,1,1,1,2,44.9
ID31009,2,0,0,1,0,1,1,1,2,44.9
ID29458,2,0,0,1,0,1,1,1,2,44.9
ID29451,2,0,0,1,0,0,1,1,0,27.1
ID29450,6,1,1,1,1,1,1,1,3,88.0
ID96083,2,0,0,0,1,0,1,1,2,39.1
ID96069,2,0,0,0,1,0,1,1,2,39.1
ID64431,6,1,1,1,1,1,1,1,3,88.0
ID40750,2,0,0,1,0,0,1,1,2,39.1
ID40749,2,0,0,1,0,0,1,1,0,27.1
ID23783,2,0,0,1,0,0,1,1,0,27.1
ID38768,2,0,0,1,0,0,1,1,0,27.1
ID85314,2,0,0,0,1,0,1,1,2,39.1
ID51553,6,1,1,1,1,1,1,1,3,88.0
ID48872,6,1,0,1,1,1,1,1,0,64.3
ID81112,6,1,1,1,1,1,1,1,3,88.0
ID93052,2,0,0,1,0,1,1,1,2,44.9
ID40763,2,0,0,1,0,0,1,1,0,27.1
ID85920,6,1,1,1,1,1,1,1,3,88.0
ID64428,2,0,0,1,0,1,1,1,2,44.9
ID64427,2,0,0,1,0,0,1,1,0,27.1
ID90271,2,0,0,1,0,0,1,1,2,39.1
ID40802,2,0,0,1,0,1,1,1,2,44.9
ID38762,2,0,0,1,0,0,1,1,0,27.1
ID08328,2,0,0,1,0,0,1,1,2,39.1
ID94112,6,1,1,1,1,1,1,1,3,88.0
ID94106,6,1,1,1,1,1,1,1,3,88.0
ID51569,2,0,0,1,0,0,1,1,2,39.1
ID17682,6,1,0,1,1,1,1,1,0,64.3
ID17663,2,0,0,0,1,0,1,1,2,39.1
ID88262,2,0,0,1,1,0,1,1,4,56.9
ID29401,2,0,0,1,0,0,1,1,5,57.1
ID29400,2,1,0,1,1,1,1,1,2,56.3
ID48821,2,0,0,1,0,1,1,1,2,44.9
ID17654,6,1,0,1,1,1,1,1,0,64.3
ID19217,2,0,0,1,0,1,1,1,2,44.9
ID81071,6,1,0,1,1,1,1,1,0,64.3
ID08316,2,0,0,1,0,0,1,1,0,27.1
ID90634,6,1,1,1,1,1,1,1,3,88.0
ID96096,6,1,1,1,1,1,1,1,3,88.0
ID96094,2,0,0,1,0,0,1,1,0,27.1
ID85296,2,0,0,1,0,0,1,1,0,27.1
ID29423,2,0,0,1,0,1,1,1,2,44.9
ID81099,2,0,0,1,0,0,1,1,2,39.1
ID91976,6,1,1,1,1,1,1,1,3,88.0
ID82953,2,0,0,1,0,1,1,1,2,44.9
ID81123,6,1,0,1,1,1,1,1,0,64.3
ID51736,2,0,0,1,0,1,1,1,2,44.9
ID51728,6,1,1,1,1,1,1,1,3,88.0
ID80989,2,0,0,1,0,1,1,1,2,44.9
ID17619,2,0,0,1,0,1,1,1,2,44.9
ID82979,6,1,1,1,1,1,1,1,3,88.0
ID38705,6,1,0,1,1,1,1,1,0,64.3
ID24970,6,1,1,1,1,1,1,1,3,88.0
ID64343,2,0,0,0,1,0,1,1,2,39.1
ID64338,2,0,0,1,0,1,1,1,2,44.9
ID64336,2,0,0,1,0,0,1,1,0,27.1
ID90273,2,0,0,1,1,0,1,1,4,56.9
ID64230,2,0,0,1,0,0,1,1,2,39.1
ID64250,6,1,0,1,1,1,1,1,0,64.3
ID10293,6,1,1,1,1,1,1,1,3,88.0
ID31059,2,0,0,1,0,1,1,1,2,44.9
ID31086,6,1,1,1,1,1,1,1,3,88.0
ID17561,6,1,1,1,1,1,1,1,3,88.0
ID17547,2,0,0,1,0,0,1,1,2,39.1
ID19246,2,0,0,1,0,1,1,1,2,44.9
ID19238,2,0,0,1,0,0,1,1,0,27.1
ID51720,2,0,0,1,0,1,1,1,2,44.9
ID64262,2,0,0,0,1,0,1,1,2,39.1
ID10273,6,1,1,1,1,1,1,1,3,88.0
ID67881,6,1,1,1,1,1,1,1,3,88.0
ID24962,2,0,0,1,0,0,1,1,2,39.1
ID67817,2,0,0,1,0,1,1,1,2,44.9
ID67810,2,0,0,0,1,0,1,1,2,39.1
ID88234,2,0,0,1,0,0,1,1,0,27.1
ID17573,2,1,0,1,1,1,1,1,2,56.3
ID94383,2,0,0,1,0,0,1,1,0,27.1
ID19255,1,0,0,1,0,0,0,1,0,16.4
ID51745,2,0,0,1,0,0,1,1,2,39.1
ID51813,2,0,0,1,0,1,1,1,2,44.9
ID51827,6,1,1,1,1,1,1,1,3,88.0
ID88204,6,1,1,1,1,1,1,1,3,88.0
ID31123,2,0,0,1,0,0,1,1,0,27.1
ID31117,2,0,0,1,0,0,1,1,0,27.1
ID81017,2,0,0,1,0,1,1,1,2,44.9
ID08274,6,1,1,1,1,1,1,1,3,88.0
ID90650,2,0,0,0,1,0,1,1,2,39.1
ID67853,2,0,0,1,0,0,1,1,2,39.1
ID64104,2,0,0,1,0,0,1,1,0,27.1
ID08247,2,0,0,1,0,0,1,1,0,27.1
ID08240,2,0,0,1,0,0,1,1,0,27.1
ID85260,2,0,0,1,0,0,1,1,0,27.1
ID38602,2,0,0,1,0,1,1,1,2,44.9
ID51756,2,0,0,1,0,0,1,1,0,27.1
ID17564,6,1,1,1,1,1,1,1,3,88.0
ID51815,6,1,0,1,1,1,1,1,0,64.3
ID64100,6,1,0,1,1,1,1,1,0,64.3
ID10370,2,0,0,1,0,0,1,1,5,57.1
ID64111,2,0,0,1,0,0,1,1,0,27.1
ID23711,2,0,0,1,0,1,1,1,2,44.9
ID68011,1,0,0,1,0,0,0,1,0,16.4
ID08175,2,0,0,1,0,0,1,1,0,27.1
ID38557,2,0,0,1,0,0,1,1,0,27.1
ID38553,2,0,0,1,0,0,1,1,0,27.1
ID38550,2,0,0,1,1,0,1,1,4,56.9
ID25012,2,0,0,1,0,0,1,1,2,39.1
ID85964,2,0,0,0,1,0,1,1,2,39.1
ID64125,6,1,1,1,1,1,1,1,3,88.0
ID64139,2,0,0,1,0,0,1,1,2,39.1
ID85942,6,1,1,1,1,1,1,1,3,88.0
ID68015,2,0,0,1,0,0,1,1,2,39.1
ID80815,2,0,0,1,0,1,1,1,2,44.9
ID80897,6,1,0,1,1,1,1,1,0,64.3
ID80921,2,0,0,1,0,1,1,1,2,44.9
ID97421,2,0,0,1,0,0,1,1,2,39.1
ID82984,6,1,1,1,1,1,1,1,3,88.0
ID31155,2,0,0,1,0,0,1,1,0,27.1
ID29356,2,0,0,1,0,0,1,1,0,27.1
ID19287,6,1,0,1,1,1,1,1,0,64.3
ID88808,2,0,0,1,0,0,1,1,2,39.1
ID48686,2,0,0,1,0,1,1,1,2,44.9
ID29312,6,1,1,1,1,1,1,1,3,88.0
ID19279,1,0,0,1,0,0,0,1,0,16.4
ID19271,6,1,1,1,1,1,1,1,3,88.0
ID19263,2,0,0,0,1,0,1,1,2,39.1
ID31174,6,1,1,1,1,1,1,1,3,88.0
ID29375,2,0,0,1,0,0,1,1,0,27.1
ID93312,2,0,0,1,0,1,1,1,2,44.9
ID40947,2,0,0,1,0,1,1,1,2,44.9
ID64030,6,1,1,1,1,1,1,1,3,88.0
ID68145,2,0,0,1,0,1,1,1,2,44.9
ID68138,6,1,1,1,1,1,1,1,3,88.0
ID08131,2,0,0,1,0,1,1,1,2,44.9
ID85224,6,1,0,1,1,1,1,1,0,64.3
ID68164,2,0,0,1,0,1,1,1,2,44.9
ID08112,6,1,1,1,1,1,1,1,3,88.0
ID38493,2,0,0,1,0,1,1,1,2,44.9
ID10403,2,0,0,1,0,1,1,1,2,44.9
ID64048,2,1,0,1,1,1,1,1,2,56.3
ID25047,2,0,0,1,0,0,1,1,0,27.1
ID88188,2,0,0,0,1,0,1,1,2,39.1
ID48620,6,1,1,1,1,1,1,1,3,88.0
ID48607,2,0,0,1,0,0,1,1,0,27.1
ID31235,2,0,0,1,0,1,1,1,2,44.9
ID01151,2,0,0,1,0,1,1,1,2,44.9
ID01147,6,1,1,1,1,1,1,1,3,88.0
ID01141,6,1,0,1,1,1,1,1,0,64.3
ID80742,2,0,0,1,0,1,1,1,2,44.9
ID83028,2,0,0,1,0,0,1,1,0,27.1
ID51949,2,0,0,1,0,1,1,1,2,44.9
ID51945,2,0,0,1,0,0,1,1,2,39.1
ID51938,2,0,0,1,1,0,1,1,4,56.9
ID88829,2,0,0,1,0,0,1,1,5,57.1
ID80878,2,0,0,1,0,0,1,1,0,27.1
ID01046,2,0,0,1,0,1,1,1,2,44.9
ID31170,6,1,1,1,1,1,1,1,3,88.0
ID38531,2,0,0,0,1,0,1,1,2,39.1
ID64019,6,1,1,1,1,1,1,1,3,88.0
ID40919,6,1,0,1,1,1,1,1,0,64.3
ID31265,2,0,0,1,0,0,1,1,2,39.1
ID31280,2,0,0,1,0,0,1,1,0,27.1
ID29279,2,0,0,1,0,0,1,1,2,39.1
ID38490,2,0,0,1,1,0,1,1,4,56.9
ID40992,6,1,1,1,1,1,1,1,3,88.0
ID95662,2,0,0,1,0,1,1,1,2,44.9
ID95661,2,0,0,1,0,1,1,1,2,44.9
ID40932,2,0,0,1,0,0,1,1,2,39.1
ID25091,2,1,0,1,1,1,1,1,2,56.3
ID68190,6,1,1,1,1,1,1,1,3,88.0
ID68207,6,1,1,1,1,1,1,1,3,88.0
ID90687,2,0,0,1,0,1,1,1,2,44.9
ID93035,2,0,0,1,0,0,1,1,0,27.1
ID80690,2,0,0,0,1,0,1,1,2,39.1
ID48593,2,0,0,1,0,1,1,1,2,44.9
ID48580,6,1,1,1,1,1,1,1,3,88.0
ID10495,2,0,0,1,0,1,1,1,2,44.9
ID10490,6,1,1,1,1,1,1,1,3,88.0
ID63933,2,0,0,1,0,0,1,1,2,39.1
ID63926,2,0,0,1,0,1,1,1,2,44.9
ID40974,2,0,0,1,0,0,1,1,0,27.1
ID25076,2,0,0,1,1,0,1,1,4,56.9
ID68126,6,1,1,1,1,1,1,1,3,88.0
ID68226,6,1,1,1,1,1,1,1,3,88.0
ID68245,6,1,1,1,1,1,1,1,3,88.0
ID68268,6,1,1,1,1,1,1,1,3,88.0
ID31304,6,1,1,1,1,1,1,1,3,88.0
ID31325,2,0,0,1,0,0,1,1,2,39.1
ID31324,2,1,0,1,1,1,1,0,5,68.6
ID51994,6,1,1,1,1,1,1,1,3,88.0
ID48565,2,0,0,1,0,0,1,1,0,27.1
ID97393,2,0,0,1,0,0,1,1,0,27.1
ID52094,6,1,1,1,1,1,1,1,3,88.0
ID80576,6,1,1,1,1,1,1,1,3,88.0
ID17424,2,0,0,1,0,0,1,1,2,39.1
ID01208,2,0,0,1,0,0,1,1,0,27.1
ID01204,6,1,1,1,1,1,1,1,3,88.0
ID01198,2,0,0,1,0,0,1,1,0,27.1
ID31334,2,0,0,1,1,0,1,1,4,56.9
ID17421,2,0,0,1,0,0,1,1,0,27.1
ID17420,2,0,0,1,0,0,1,1,2,39.1
ID17411,2,0,0,0,1,0,1,1,2,39.1
ID52009,2,0,0,1,0,0,1,1,2,39.1
ID51996,6,1,0,1,1,1,1,1,0,64.3
ID91930,6,1,0,1,1,1,1,1,0,64.3
ID31341,6,1,1,1,1,1,1,1,3,88.0
ID80665,2,0,0,1,0,1,1,1,2,44.9
ID01174,6,1,1,1,1,1,1,1,3,88.0
ID17401,2,0,0,1,0,0,1,1,0,27.1
ID48537,6,1,1,1,1,1,1,1,3,88.0
ID19388,2,0,0,0,1,0,1,1,2,39.1
ID52067,6,1,0,1,1,1,1,1,0,64.3
ID23605,6,1,1,1,1,1,1,1,3,88.0
ID40987,2,0,0,1,0,1,1,1,2,44.9
ID40982,6,1,1,1,1,1,1,1,3,88.0
ID63910,2,0,0,1,1,0,1,1,4,56.9
ID63902,2,0,0,0,1,0,1,1,2,39.1
ID63901,2,0,0,1,0,0,1,1,0,27.1
ID25144,2,0,0,1,0,0,1,1,0,27.1
ID25140,6,1,1,1,1,1,1,1,3,88.0
ID68366,2,0,0,1,0,1,1,1,2,44.9
ID10519,2,0,0,1,1,0,1,1,4,56.9
ID41004,2,0,0,1,0,1,1,1,2,44.9
ID19404,6,1,1,1,1,1,1,1,3,88.0
ID01266,6,1,1,1,1,1,1,1,3,88.0
ID80518,2,0,0,0,1,0,1,1,2,39.1
ID41001,2,0,0,1,0,0,1,1,0,27.1
ID68263,6,1,1,1,1,1,1,1,3,88.0
ID90708,2,0,0,1,0,1,1,1,2,44.9
ID25123,2,0,0,1,0,0,1,1,2,39.1
ID10585,2,0,0,1,0,0,1,1,2,39.1
ID63806,6,1,1,1,1,1,1,1,3,88.0
ID10567,2,0,0,1,0,1,1,1,2,44.9
ID10558,6,1,1,1,1,1,1,1,3,88.0
ID86029,2,0,0,1,0,1,1,1,2,44.9
ID80536,6,1,1,1,1,1,1,1,3,88.0
ID01232,2,0,0,1,0,0,1,1,0,27.1
ID94412,2,0,0,1,0,1,1,1,2,44.9
ID52098,2,0,0,1,0,1,1,1,2,44.9
ID48486,2,0,0,1,0,1,1,1,2,44.9
ID52152,6,1,1,1,1,1,1,1,3,88.0
ID52171,2,0,0,1,0,0,1,1,0,27.1
ID88845,2,0,0,1,0,1,1,1,2,44.9
ID52117,2,0,0,1,1,0,1,1,4,56.9
ID80462,2,0,0,1,0,0,1,1,5,57.1
ID80472,6,1,1,1,1,1,1,1,3,88.0
ID29214,2,0,0,1,0,1,1,1,2,44.9
ID52147,2,0,0,1,0,0,1,1,2,39.1
ID52145,6,1,1,1,1,1,1,1,3,88.0
ID88141,2,0,0,1,0,0,1,1,0,27.1
ID17323,2,0,0,0,1,0,1,1,2,39.1
ID17313,2,0,0,1,0,1,1,1,2,44.9
ID29175,2,0,0,1,0,0,1,1,0,27.1
ID80608,2,0,0,1,1,0,1,1,4,56.9
ID80633,6,1,1,1,1,1,1,1,3,88.0
ID01273,2,1,0,1,1,1,1,0,5,68.6
ID52255,2,0,0,1,0,1,1,1,2,44.9
ID80411,6,1,0,1,1,1,1,1,0,64.3
ID80430,6,1,0,1,1,1,1,1,0,64.3
ID01322,6,1,1,1,1,1,1,1,3,88.0
ID01318,2,0,0,1,0,1,1,1,2,44.9
ID31446,2,0,0,1,0,1,1,1,2,44.9
ID31465,6,1,0,1,1,1,1,1,0,64.3
ID41066,2,0,0,1,0,0,1,1,5,57.1
ID41053,6,1,1,1,1,1,1,1,3,88.0
ID08018,2,0,0,1,0,1,1,1,2,44.9
ID68342,6,1,1,1,1,1,1,1,3,88.0
ID08014,2,0,0,1,1,0,1,1,4,56.9
ID29202,2,0,0,1,0,0,1,1,2,39.1
ID94067,2,0,0,1,0,0,1,1,0,27.1
ID94059,2,0,0,1,0,1,1,1,2,44.9
ID52164,2,0,0,1,0,1,1,1,2,44.9
ID52301,2,1,0,1,1,1,1,1,2,56.3
ID17252,2,0,0,1,0,0,1,1,0,27.1
ID17289,1,0,0,1,0,0,0,1,0,16.4
ID31556,2,0,0,0,1,0,1,1,2,39.1
ID80374,2,0,0,1,0,0,1,1,2,39.1
ID38394,2,0,0,1,0,1,1,1,2,44.9
ID63783,2,0,0,1,0,0,1,1,0,27.1
ID63781,2,0,0,0,1,0,1,1,2,39.1
ID63713,6,1,1,1,1,1,1,1,3,88.0
ID90190,2,0,0,1,0,0,1,1,0,27.1
ID41144,6,1,1,1,1,1,1,1,3,88.0
ID41140,6,1,1,1,1,1,1,1,3,88.0
ID63748,6,1,0,1,1,1,1,1,0,64.3
ID80390,2,0,0,1,0,1,1,1,2,44.9
ID91915,2,0,0,1,0,0,1,1,2,39.1
ID29179,6,1,1,1,1,1,1,1,3,88.0
ID91897,2,0,0,0,1,0,1,1,2,39.1
ID80327,2,0,0,1,0,1,1,1,2,44.9
ID19463,2,0,0,1,0,0,1,1,0,27.1
ID80324,2,0,0,1,0,1,1,1,2,44.9
ID97351,2,0,0,1,0,1,1,1,2,44.9
ID31532,2,0,0,1,0,0,1,1,5,57.1
ID29151,6,1,1,1,1,1,1,1,3,88.0
ID63797,2,0,0,1,0,0,1,1,2,39.1
ID68398,2,0,0,1,0,0,1,1,0,27.1
ID07956,6,1,1,1,1,1,1,1,3,88.0
ID68507,2,0,0,1,0,1,1,1,2,44.9
ID38302,2,0,0,1,0,0,1,1,2,39.1
ID07938,2,0,0,1,0,0,1,1,2,39.1
ID68440,6,1,1,1,1,1,1,1,3,88.0
ID52283,2,0,0,1,0,0,1,1,2,39.1
ID52303,2,0,0,1,0,1,1,1,2,44.9
ID52360,2,0,0,1,0,1,1,1,2,44.9
ID80274,2,0,0,1,0,1,1,1,2,44.9
ID63668,6,1,1,1,1,1,1,1,3,88.0
ID07917,6,1,1,1,1,1,1,1,3,88.0
ID07909,2,0,0,1,0,1,1,1,2,44.9
ID23504,2,0,0,1,1,0,1,1,4,56.9
ID68536,6,1,0,1,1,1,1,1,0,64.3
ID68542,2,0,0,1,0,0,1,1,2,39.1
ID68449,2,0,0,1,0,1,1,1,2,44.9
ID07928,2,0,0,1,1,0,1,1,4,56.9
ID68484,6,1,1,1,1,1,1,1,3,88.0
ID41192,6,1,1,1,1,1,1,1,3,88.0
ID23510,6,1,0,1,1,1,1,1,0,64.3
ID63648,2,0,0,1,0,1,1,1,2,44.9
ID63643,6,1,1,1,1,1,1,1,3,88.0
ID80271,2,0,0,1,0,0,1,1,0,27.1
ID52339,6,1,0,1,1,1,1,1,0,64.3
ID80265,2,0,0,1,0,0,1,1,2,39.1
ID91902,2,0,0,1,0,0,1,1,0,27.1
ID68566,2,0,0,1,0,0,1,1,2,39.1
ID23498,2,0,0,1,0,0,1,1,0,27.1
ID10697,2,0,0,1,0,0,1,1,0,27.1
ID23490,1,0,0,1,0,0,0,1,0,16.4
ID23479,2,0,0,1,1,0,1,1,4,56.9
ID68561,2,0,0,1,0,0,1,1,0,27.1
ID68579,6,1,1,1,1,1,1,1,3,88.0
ID68601,2,0,0,1,1,0,1,1,4,56.9
ID68600,2,0,0,1,0,0,1,1,0,27.1
ID91898,2,0,0,1,0,0,1,1,2,39.1
ID31589,2,0,0,1,0,1,1,1,2,44.9
ID29129,2,0,0,1,0,0,1,1,5,57.1
ID88115,2,1,0,1,1,1,1,1,2,56.3
ID17198,6,1,1,1,1,1,1,1,3,88.0
ID52387,2,0,0,1,0,0,1,1,0,27.1
ID17174,2,0,0,1,0,1,1,1,2,44.9
ID38274,6,1,0,1,1,1,1,1,0,64.3
ID63591,6,1,0,1,1,1,1,1,0,64.3
ID95617,6,1,0,1,1,1,1,1,0,64.3
ID07817,6,1,1,1,1,1,1,1,3,88.0
ID07813,1,0,0,1,0,0,0,1,0,16.4
ID38258,2,0,0,1,0,0,1,1,0,27.1
ID48313,6,1,1,1,1,1,1,1,3,88.0
ID48336,2,0,0,1,0,0,1,1,2,39.1
ID01438,6,1,1,1,1,1,1,1,3,88.0
ID80248,6,1,1,1,1,1,1,1,3,88.0
ID80247,6,1,1,1,1,1,1,1,3,88.0
ID52320,2,0,0,1,0,0,1,1,0,27.1
ID88103,2,0,0,1,0,0,1,1,5,57.1
ID31620,2,0,0,1,0,0,1,1,0,27.1
ID80147,2,0,0,1,0,1,1,1,2,44.9
ID83117,6,1,0,1,1,1,1,1,0,64.3
ID80159,6,1,1,1,1,1,1,1,3,88.0
ID95615,2,0,0,1,0,0,1,1,0,27.1
ID95614,6,1,1,1,1,1,1,1,3,88.0
ID95607,1,0,0,1,0,0,0,1,0,16.4
ID63593,2,0,0,1,0,1,1,1,2,44.9
ID41258,2,0,0,1,0,0,1,1,0,27.1
ID41271,2,0,0,1,0,0,1,1,0,27.1
ID07783,2,0,0,1,0,1,1,1,2,44.9
ID90731,2,0,0,0,1,0,1,1,2,39.1
ID38239,2,0,0,1,0,0,1,1,0,27.1
ID80208,2,0,0,1,0,1,1,1,2,44.9
ID52448,2,0,0,1,0,0,1,1,0,27.1
ID52355,2,0,0,1,0,1,1,1,2,44.9
ID94463,2,0,0,1,0,1,1,1,2,44.9
ID52567,2,0,0,1,0,0,1,1,0,27.1
ID17073,2,0,0,1,0,0,1,1,0,27.1
ID17069,6,1,1,1,1,1,1,1,3,88.0
ID01560,2,0,0,1,0,0,1,1,0,27.1
ID01540,6,1,1,1,1,1,1,1,3,88.0
ID17115,2,1,0,1,1,1,1,0,5,68.6
ID25271,2,0,0,1,0,0,1,1,0,27.1
ID10735,2,0,0,1,1,0,1,1,4,56.9
ID86057,6,1,1,1,1,1,1,1,3,88.0
ID63549,2,0,0,1,0,1,1,1,2,44.9
ID41291,2,0,0,1,0,0,1,1,0,27.1
ID07761,2,0,0,1,1,0,1,1,4,56.9
ID07760,2,0,0,1,1,0,1,1,4,56.9
ID88080,6,1,1,1,1,1,1,1,3,88.0
ID80110,2,0,0,1,0,1,1,1,2,44.9
ID01579,6,1,1,1,1,1,1,1,3,88.0
ID80125,2,0,0,1,0,0,1,1,5,57.1
ID17080,2,0,0,1,0,0,1,1,2,39.1
ID63460,6,1,1,1,1,1,1,1,3,88.0
ID86081,6,1,1,1,1,1,1,1,3,88.0
ID23437,2,0,0,1,0,0,1,1,5,57.1
ID23423,2,0,0,1,0,1,1,1,2,44.9
ID07778,6,1,1,1,1,1,1,1,3,88.0
ID68856,6,1,1,1,1,1,1,1,3,88.0
ID38132,6,1,1,1,1,1,1,1,3,88.0
ID38156,2,0,0,1,0,0,1,1,0,27.1
ID63523,2,0,0,0,1,0,1,1,2,39.1
ID38163,2,0,0,1,0,0,1,1,2,39.1
ID68772,2,0,0,1,0,0,1,1,2,39.1
ID68799,2,0,0,0,1,0,1,1,2,39.1
ID10786,6,1,1,1,1,1,1,1,3,88.0
ID01532,2,0,0,1,0,0,1,1,0,27.1
ID31745,2,0,0,1,0,0,1,1,0,27.1
ID29057,2,0,0,1,0,0,1,1,0,27.1
ID63420,2,0,0,1,0,1,1,1,2,44.9
ID23413,6,1,0,1,1,1,1,1,0,64.3
ID07741,2,0,0,1,0,0,1,1,0,27.1
ID68782,2,0,0,1,0,0,1,1,0,27.1
ID07696,2,0,0,1,0,0,1,1,0,27.1
ID68897,2,0,0,1,0,1,1,1,2,44.9
ID85104,2,0,0,1,0,0,1,1,0,27.1
ID38094,2,0,0,0,1,0,1,1,2,39.1
ID52625,6,1,1,1,1,1,1,1,3,88.0
ID52618,2,0,0,1,0,1,1,1,2,44.9
ID17057,2,0,0,1,0,0,1,1,0,27.1
ID17046,6,1,1,1,1,1,1,1,3,88.0
ID17040,2,0,0,1,0,1,1,1,2,44.9
ID10845,2,0,0,1,0,1,1,1,2,44.9
ID10832,2,0,0,1,1,0,1,1,4,56.9
ID41407,6,1,1,1,1,1,1,1,3,88.0
ID41399,6,1,0,1,1,1,1,1,0,64.3
ID07715,1,0,0,1,0,0,0,1,0,16.4
ID68865,2,0,0,1,0,0,1,1,0,27.1
ID10864,2,0,0,1,0,1,1,1,2,44.9
ID41477,2,0,0,1,0,0,1,1,0,27.1
ID41440,6,1,1,1,1,1,1,1,3,88.0
ID88042,2,0,0,1,0,1,1,1,2,44.9
ID17007,2,0,0,1,0,1,1,1,2,44.9
ID48144,2,0,0,1,0,0,1,1,0,27.1
ID48180,6,1,0,1,1,1,1,1,0,64.3
ID52685,2,0,0,1,0,0,1,1,0,27.1
ID52703,2,0,0,1,0,1,1,1,2,44.9
ID80050,6,1,1,1,1,1,1,1,3,88.0
ID19636,6,1,1,1,1,1,1,1,3,88.0
ID31774,2,0,0,1,0,1,1,1,2,44.9
ID91873,6,1,0,1,1,1,1,1,0,64.3
ID91872,2,0,0,1,0,0,1,1,0,27.1
ID01589,6,1,1,1,1,1,1,1,3,88.0
ID01588,2,0,0,0,1,0,1,1,2,39.1
ID52722,2,0,0,1,0,0,1,1,0,27.1
ID48114,2,0,0,1,0,1,1,1,2,44.9
ID48113,2,0,0,1,0,1,1,1,2,44.9
ID19620,2,0,0,1,0,0,1,1,0,27.1
ID52739,2,0,0,1,0,0,1,1,0,27.1
ID83150,2,0,0,1,0,0,1,1,0,27.1
ID79986,6,1,1,1,1,1,1,1,3,88.0
ID79982,2,0,0,1,0,0,1,1,0,27.1
ID80020,2,0,0,1,0,0,1,1,2,39.1
ID17038,2,0,0,1,0,1,1,1,2,44.9
ID79897,2,0,0,1,0,0,1,1,0,27.1
ID31795,2,0,0,1,0,0,1,1,0,27.1
ID23385,2,0,0,1,0,1,1,1,2,44.9
ID63357,2,0,0,1,0,1,1,1,2,44.9
ID38138,2,0,0,1,0,1,1,1,2,44.9
ID07664,2,0,0,1,0,1,1,1,2,44.9
ID96210,2,0,0,1,0,1,1,1,2,44.9
ID90752,2,0,0,1,0,1,1,1,2,44.9
ID25362,1,0,0,1,0,0,0,1,0,16.4
ID10888,6,1,1,1,1,1,1,1,3,88.0
ID41495,2,0,0,1,1,0,1,1,4,56.9
ID63278,6,1,0,1,1,1,1,1,0,64.3
ID96201,2,0,0,1,0,1,1,1,2,44.9
ID94483,6,1,1,1,1,1,1,1,3,88.0
ID52758,6,1,1,1,1,1,1,1,3,88.0
ID16979,6,1,0,1,1,1,1,1,0,64.3
ID16916,2,0,0,1,0,0,1,1,5,57.1
ID52896,2,0,0,1,0,0,1,1,0,27.1
ID52890,6,1,1,1,1,1,1,1,3,88.0
ID79834,6,1,0,1,1,1,1,1,0,64.3
ID79824,2,0,0,1,0,0,1,1,0,27.1
ID28991,2,0,0,1,0,0,1,1,0,27.1
ID38066,2,0,0,0,1,0,1,1,2,39.1
ID25378,2,0,0,1,0,0,1,1,5,57.1
ID63290,2,0,0,1,0,0,1,1,0,27.1
ID69075,2,0,0,1,0,1,1,1,2,44.9
ID07595,6,1,1,1,1,1,1,1,3,88.0
ID52797,6,1,1,1,1,1,1,1,3,88.0
ID16941,2,0,0,1,0,1,1,1,2,44.9
ID48097,2,0,0,1,0,0,1,1,5,57.1
ID31847,2,0,0,1,0,1,1,1,2,44.9
ID79891,2,0,0,1,0,0,1,1,2,39.1
ID31904,2,1,0,1,1,1,1,0,5,68.6
ID92359,6,1,1,1,1,1,1,1,3,88.0
ID16900,2,0,0,1,0,0,1,1,0,27.1
ID01688,6,1,1,1,1,1,1,1,3,88.0
ID01681,2,1,0,1,1,1,1,1,2,56.3
ID07587,2,0,0,1,0,1,1,1,2,44.9
ID25393,6,1,1,1,1,1,1,1,3,88.0
ID38049,6,1,1,1,1,1,1,1,3,88.0
ID10913,6,1,1,1,1,1,1,1,3,88.0
ID10892,1,0,0,1,0,0,0,1,0,16.4
