date_sk,date,year,quarter,quarter_name,month,month_name,month_short,week,week_of_month,day,day_name,day_of_week,day_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,financial_year,financial_quarter
20230131,2023-01-31,2023,1,Q1,1,January,Jan,5,5,31,Tuesday,2,31,False,False,True,False,False,False,False,2022-2023,Q4
20230201,2023-02-01,2023,1,Q1,2,February,Feb,5,1,1,Wednesday,3,32,False,True,False,False,False,False,False,2022-2023,Q4
20230202,2023-02-02,2023,1,Q1,2,February,Feb,5,1,2,Thursday,4,33,False,False,False,False,False,False,False,2022-2023,Q4
20230203,2023-02-03,2023,1,Q1,2,February,Feb,5,1,3,Friday,5,34,False,False,False,False,False,False,False,2022-2023,Q4
20230204,2023-02-04,2023,1,Q1,2,February,Feb,5,1,4,Saturday,6,35,True,False,False,False,False,False,False,2022-2023,Q4
20230205,2023-02-05,2023,1,Q1,2,February,Feb,5,1,5,Sunday,7,36,True,False,False,False,False,False,False,2022-2023,Q4
20230206,2023-02-06,2023,1,Q1,2,February,Feb,6,1,6,Monday,1,37,False,False,False,False,False,False,False,2022-2023,Q4
20230207,2023-02-07,2023,1,Q1,2,February,Feb,6,1,7,Tuesday,2,38,False,False,False,False,False,False,False,2022-2023,Q4
20230208,2023-02-08,2023,1,Q1,2,February,Feb,6,2,8,Wednesday,3,39,False,False,False,False,False,False,False,2022-2023,Q4
20230209,2023-02-09,2023,1,Q1,2,February,Feb,6,2,9,Thursday,4,40,False,False,False,False,False,False,False,2022-2023,Q4
20230210,2023-02-10,2023,1,Q1,2,February,Feb,6,2,10,Friday,5,41,False,False,False,False,False,False,False,2022-2023,Q4
20230211,2023-02-11,2023,1,Q1,2,February,Feb,6,2,11,Saturday,6,42,True,False,False,False,False,False,False,2022-2023,Q4
20230212,2023-02-12,2023,1,Q1,2,February,Feb,6,2,12,Sunday,7,43,True,False,False,False,False,False,False,2022-2023,Q4
20230213,2023-02-13,2023,1,Q1,2,February,Feb,7,2,13,Monday,1,44,False,False,False,False,False,False,False,2022-2023,Q4
20230214,2023-02-14,2023,1,Q1,2,February,Feb,7,2,14,Tuesday,2,45,False,False,False,False,False,False,False,2022-2023,Q4
20230215,2023-02-15,2023,1,Q1,2,February,Feb,7,3,15,Wednesday,3,46,False,False,False,False,False,False,False,2022-2023,Q4
20230216,2023-02-16,2023,1,Q1,2,February,Feb,7,3,16,Thursday,4,47,False,False,False,False,False,False,False,2022-2023,Q4
20230217,2023-02-17,2023,1,Q1,2,February,Feb,7,3,17,Friday,5,48,False,False,False,False,False,False,False,2022-2023,Q4
20230218,2023-02-18,2023,1,Q1,2,February,Feb,7,3,18,Saturday,6,49,True,False,False,False,False,False,False,2022-2023,Q4
20230219,2023-02-19,2023,1,Q1,2,February,Feb,7,3,19,Sunday,7,50,True,False,False,False,False,False,False,2022-2023,Q4
20230220,2023-02-20,2023,1,Q1,2,February,Feb,8,3,20,Monday,1,51,False,False,False,False,False,False,False,2022-2023,Q4
20230221,2023-02-21,2023,1,Q1,2,February,Feb,8,3,21,Tuesday,2,52,False,False,False,False,False,False,False,2022-2023,Q4
20230222,2023-02-22,2023,1,Q1,2,February,Feb,8,4,22,Wednesday,3,53,False,False,False,False,False,False,False,2022-2023,Q4
20230223,2023-02-23,2023,1,Q1,2,February,Feb,8,4,23,Thursday,4,54,False,False,False,False,False,False,False,2022-2023,Q4
20230224,2023-02-24,2023,1,Q1,2,February,Feb,8,4,24,Friday,5,55,False,False,False,False,False,False,False,2022-2023,Q4
20230225,2023-02-25,2023,1,Q1,2,February,Feb,8,4,25,Saturday,6,56,True,False,False,False,False,False,False,2022-2023,Q4
20230226,2023-02-26,2023,1,Q1,2,February,Feb,8,4,26,Sunday,7,57,True,False,False,False,False,False,False,2022-2023,Q4
20230227,2023-02-27,2023,1,Q1,2,February,Feb,9,4,27,Monday,1,58,False,False,False,False,False,False,False,2022-2023,Q4
20230228,2023-02-28,2023,1,Q1,2,February,Feb,9,4,28,Tuesday,2,59,False,False,True,False,False,False,False,2022-2023,Q4
20230301,2023-03-01,2023,1,Q1,3,March,Mar,9,1,1,Wednesday,3,60,False,True,False,False,False,False,False,2022-2023,Q4
20230302,2023-03-02,2023,1,Q1,3,March,Mar,9,1,2,Thursday,4,61,False,False,False,False,False,False,False,2022-2023,Q4
20230303,2023-03-03,2023,1,Q1,3,March,Mar,9,1,3,Friday,5,62,False,False,False,False,False,False,False,2022-2023,Q4
20230304,2023-03-04,2023,1,Q1,3,March,Mar,9,1,4,Saturday,6,63,True,False,False,False,False,False,False,2022-2023,Q4
20230305,2023-03-05,2023,1,Q1,3,March,Mar,9,1,5,Sunday,7,64,True,False,False,False,False,False,False,2022-2023,Q4
20230306,2023-03-06,2023,1,Q1,3,March,Mar,10,1,6,Monday,1,65,False,False,False,False,False,False,False,2022-2023,Q4
20230307,2023-03-07,2023,1,Q1,3,March,Mar,10,1,7,Tuesday,2,66,False,False,False,False,False,False,False,2022-2023,Q4
20230308,2023-03-08,2023,1,Q1,3,March,Mar,10,2,8,Wednesday,3,67,False,False,False,False,False,False,False,2022-2023,Q4
20230309,2023-03-09,2023,1,Q1,3,March,Mar,10,2,9,Thursday,4,68,False,False,False,False,False,False,False,2022-2023,Q4
20230310,2023-03-10,2023,1,Q1,3,March,Mar,10,2,10,Friday,5,69,False,False,False,False,False,False,False,2022-2023,Q4
20230311,2023-03-11,2023,1,Q1,3,March,Mar,10,2,11,Saturday,6,70,True,False,False,False,False,False,False,2022-2023,Q4
20230312,2023-03-12,2023,1,Q1,3,March,Mar,10,2,12,Sunday,7,71,True,False,False,False,False,False,False,2022-2023,Q4
20230313,2023-03-13,2023,1,Q1,3,March,Mar,11,2,13,Monday,1,72,False,False,False,False,False,False,False,2022-2023,Q4
20230314,2023-03-14,2023,1,Q1,3,March,Mar,11,2,14,Tuesday,2,73,False,False,False,False,False,False,False,2022-2023,Q4
20230315,2023-03-15,2023,1,Q1,3,March,Mar,11,3,15,Wednesday,3,74,False,False,False,False,False,False,False,2022-2023,Q4
20230316,2023-03-16,2023,1,Q1,3,March,Mar,11,3,16,Thursday,4,75,False,False,False,False,False,False,False,2022-2023,Q4
20230317,2023-03-17,2023,1,Q1,3,March,Mar,11,3,17,Friday,5,76,False,False,False,False,False,False,False,2022-2023,Q4
20230318,2023-03-18,2023,1,Q1,3,March,Mar,11,3,18,Saturday,6,77,True,False,False,False,False,False,False,2022-2023,Q4
20230319,2023-03-19,2023,1,Q1,3,March,Mar,11,3,19,Sunday,7,78,True,False,False,False,False,False,False,2022-2023,Q4
20230320,2023-03-20,2023,1,Q1,3,March,Mar,12,3,20,Monday,1,79,False,False,False,False,False,False,False,2022-2023,Q4
20230321,2023-03-21,2023,1,Q1,3,March,Mar,12,3,21,Tuesday,2,80,False,False,False,False,False,False,False,2022-2023,Q4
20230322,2023-03-22,2023,1,Q1,3,March,Mar,12,4,22,Wednesday,3,81,False,False,False,False,False,False,False,2022-2023,Q4
20230323,2023-03-23,2023,1,Q1,3,March,Mar,12,4,23,Thursday,4,82,False,False,False,False,False,False,False,2022-2023,Q4
20230324,2023-03-24,2023,1,Q1,3,March,Mar,12,4,24,Friday,5,83,False,False,False,False,False,False,False,2022-2023,Q4
20230325,2023-03-25,2023,1,Q1,3,March,Mar,12,4,25,Saturday,6,84,True,False,False,False,False,False,False,2022-2023,Q4
20230326,2023-03-26,2023,1,Q1,3,March,Mar,12,4,26,Sunday,7,85,True,False,False,False,False,False,False,2022-2023,Q4
20230327,2023-03-27,2023,1,Q1,3,March,Mar,13,4,27,Monday,1,86,False,False,False,False,False,False,False,2022-2023,Q4
20230328,2023-03-28,2023,1,Q1,3,March,Mar,13,4,28,Tuesday,2,87,False,False,False,False,False,False,False,2022-2023,Q4
20230329,2023-03-29,2023,1,Q1,3,March,Mar,13,5,29,Wednesday,3,88,False,False,False,False,False,False,False,2022-2023,Q4
20230330,2023-03-30,2023,1,Q1,3,March,Mar,13,5,30,Thursday,4,89,False,False,False,False,False,False,False,2022-2023,Q4
20230331,2023-03-31,2023,1,Q1,3,March,Mar,13,5,31,Friday,5,90,False,False,True,False,True,False,False,2022-2023,Q4
20230401,2023-04-01,2023,2,Q2,4,April,Apr,13,1,1,Saturday,6,91,True,True,False,True,False,False,False,2023-2024,Q1
20230402,2023-04-02,2023,2,Q2,4,April,Apr,13,1,2,Sunday,7,92,True,False,False,False,False,False,False,2023-2024,Q1
20230403,2023-04-03,2023,2,Q2,4,April,Apr,14,1,3,Monday,1,93,False,False,False,False,False,False,False,2023-2024,Q1
20230404,2023-04-04,2023,2,Q2,4,April,Apr,14,1,4,Tuesday,2,94,False,False,False,False,False,False,False,2023-2024,Q1
20230405,2023-04-05,2023,2,Q2,4,April,Apr,14,1,5,Wednesday,3,95,False,False,False,False,False,False,False,2023-2024,Q1
20230406,2023-04-06,2023,2,Q2,4,April,Apr,14,1,6,Thursday,4,96,False,False,False,False,False,False,False,2023-2024,Q1
20230407,2023-04-07,2023,2,Q2,4,April,Apr,14,1,7,Friday,5,97,False,False,False,False,False,False,False,2023-2024,Q1
20230408,2023-04-08,2023,2,Q2,4,April,Apr,14,2,8,Saturday,6,98,True,False,False,False,False,False,False,2023-2024,Q1
20230409,2023-04-09,2023,2,Q2,4,April,Apr,14,2,9,Sunday,7,99,True,False,False,False,False,False,False,2023-2024,Q1
20230410,2023-04-10,2023,2,Q2,4,April,Apr,15,2,10,Monday,1,100,False,False,False,False,False,False,False,2023-2024,Q1
20230411,2023-04-11,2023,2,Q2,4,April,Apr,15,2,11,Tuesday,2,101,False,False,False,False,False,False,False,2023-2024,Q1
20230412,2023-04-12,2023,2,Q2,4,April,Apr,15,2,12,Wednesday,3,102,False,False,False,False,False,False,False,2023-2024,Q1
20230413,2023-04-13,2023,2,Q2,4,April,Apr,15,2,13,Thursday,4,103,False,False,False,False,False,False,False,2023-2024,Q1
20230414,2023-04-14,2023,2,Q2,4,April,Apr,15,2,14,Friday,5,104,False,False,False,False,False,False,False,2023-2024,Q1
20230415,2023-04-15,2023,2,Q2,4,April,Apr,15,3,15,Saturday,6,105,True,False,False,False,False,False,False,2023-2024,Q1
20230416,2023-04-16,2023,2,Q2,4,April,Apr,15,3,16,Sunday,7,106,True,False,False,False,False,False,False,2023-2024,Q1
20230417,2023-04-17,2023,2,Q2,4,April,Apr,16,3,17,Monday,1,107,False,False,False,False,False,False,False,2023-2024,Q1
20230418,2023-04-18,2023,2,Q2,4,April,Apr,16,3,18,Tuesday,2,108,False,False,False,False,False,False,False,2023-2024,Q1
20230419,2023-04-19,2023,2,Q2,4,April,Apr,16,3,19,Wednesday,3,109,False,False,False,False,False,False,False,2023-2024,Q1
20230420,2023-04-20,2023,2,Q2,4,April,Apr,16,3,20,Thursday,4,110,False,False,False,False,False,False,False,2023-2024,Q1
20230421,2023-04-21,2023,2,Q2,4,April,Apr,16,3,21,Friday,5,111,False,False,False,False,False,False,False,2023-2024,Q1
20230422,2023-04-22,2023,2,Q2,4,April,Apr,16,4,22,Saturday,6,112,True,False,False,False,False,False,False,2023-2024,Q1
20230423,2023-04-23,2023,2,Q2,4,April,Apr,16,4,23,Sunday,7,113,True,False,False,False,False,False,False,2023-2024,Q1
20230424,2023-04-24,2023,2,Q2,4,April,Apr,17,4,24,Monday,1,114,False,False,False,False,False,False,False,2023-2024,Q1
20230425,2023-04-25,2023,2,Q2,4,April,Apr,17,4,25,Tuesday,2,115,False,False,False,False,False,False,False,2023-2024,Q1
20230426,2023-04-26,2023,2,Q2,4,April,Apr,17,4,26,Wednesday,3,116,False,False,False,False,False,False,False,2023-2024,Q1
20230427,2023-04-27,2023,2,Q2,4,April,Apr,17,4,27,Thursday,4,117,False,False,False,False,False,False,False,2023-2024,Q1
20230428,2023-04-28,2023,2,Q2,4,April,Apr,17,4,28,Friday,5,118,False,False,False,False,False,False,False,2023-2024,Q1
20230429,2023-04-29,2023,2,Q2,4,April,Apr,17,5,29,Saturday,6,119,True,False,False,False,False,False,False,2023-2024,Q1
20230430,2023-04-30,2023,2,Q2,4,April,Apr,17,5,30,Sunday,7,120,True,False,True,False,False,False,False,2023-2024,Q1
20230501,2023-05-01,2023,2,Q2,5,May,May,18,1,1,Monday,1,121,False,True,False,False,False,False,False,2023-2024,Q1
20230502,2023-05-02,2023,2,Q2,5,May,May,18,1,2,Tuesday,2,122,False,False,False,False,False,False,False,2023-2024,Q1
20230503,2023-05-03,2023,2,Q2,5,May,May,18,1,3,Wednesday,3,123,False,False,False,False,False,False,False,2023-2024,Q1
20230504,2023-05-04,2023,2,Q2,5,May,May,18,1,4,Thursday,4,124,False,False,False,False,False,False,False,2023-2024,Q1
20230505,2023-05-05,2023,2,Q2,5,May,May,18,1,5,Friday,5,125,False,False,False,False,False,False,False,2023-2024,Q1
20230506,2023-05-06,2023,2,Q2,5,May,May,18,1,6,Saturday,6,126,True,False,False,False,False,False,False,2023-2024,Q1
20230507,2023-05-07,2023,2,Q2,5,May,May,18,1,7,Sunday,7,127,True,False,False,False,False,False,False,2023-2024,Q1
20230508,2023-05-08,2023,2,Q2,5,May,May,19,2,8,Monday,1,128,False,False,False,False,False,False,False,2023-2024,Q1
20230509,2023-05-09,2023,2,Q2,5,May,May,19,2,9,Tuesday,2,129,False,False,False,False,False,False,False,2023-2024,Q1
20230510,2023-05-10,2023,2,Q2,5,May,May,19,2,10,Wednesday,3,130,False,False,False,False,False,False,False,2023-2024,Q1
20230511,2023-05-11,2023,2,Q2,5,May,May,19,2,11,Thursday,4,131,False,False,False,False,False,False,False,2023-2024,Q1
20230512,2023-05-12,2023,2,Q2,5,May,May,19,2,12,Friday,5,132,False,False,False,False,False,False,False,2023-2024,Q1
20230513,2023-05-13,2023,2,Q2,5,May,May,19,2,13,Saturday,6,133,True,False,False,False,False,False,False,2023-2024,Q1
20230514,2023-05-14,2023,2,Q2,5,May,May,19,2,14,Sunday,7,134,True,False,False,False,False,False,False,2023-2024,Q1
20230515,2023-05-15,2023,2,Q2,5,May,May,20,3,15,Monday,1,135,False,False,False,False,False,False,False,2023-2024,Q1
20230516,2023-05-16,2023,2,Q2,5,May,May,20,3,16,Tuesday,2,136,False,False,False,False,False,False,False,2023-2024,Q1
20230517,2023-05-17,2023,2,Q2,5,May,May,20,3,17,Wednesday,3,137,False,False,False,False,False,False,False,2023-2024,Q1
20230518,2023-05-18,2023,2,Q2,5,May,May,20,3,18,Thursday,4,138,False,False,False,False,False,False,False,2023-2024,Q1
20230519,2023-05-19,2023,2,Q2,5,May,May,20,3,19,Friday,5,139,False,False,False,False,False,False,False,2023-2024,Q1
20230520,2023-05-20,2023,2,Q2,5,May,May,20,3,20,Saturday,6,140,True,False,False,False,False,False,False,2023-2024,Q1
20230521,2023-05-21,2023,2,Q2,5,May,May,20,3,21,Sunday,7,141,True,False,False,False,False,False,False,2023-2024,Q1
20230522,2023-05-22,2023,2,Q2,5,May,May,21,4,22,Monday,1,142,False,False,False,False,False,False,False,2023-2024,Q1
20230523,2023-05-23,2023,2,Q2,5,May,May,21,4,23,Tuesday,2,143,False,False,False,False,False,False,False,2023-2024,Q1
20230524,2023-05-24,2023,2,Q2,5,May,May,21,4,24,Wednesday,3,144,False,False,False,False,False,False,False,2023-2024,Q1
20230525,2023-05-25,2023,2,Q2,5,May,May,21,4,25,Thursday,4,145,False,False,False,False,False,False,False,2023-2024,Q1
20230526,2023-05-26,2023,2,Q2,5,May,May,21,4,26,Friday,5,146,False,False,False,False,False,False,False,2023-2024,Q1
20230527,2023-05-27,2023,2,Q2,5,May,May,21,4,27,Saturday,6,147,True,False,False,False,False,False,False,2023-2024,Q1
20230528,2023-05-28,2023,2,Q2,5,May,May,21,4,28,Sunday,7,148,True,False,False,False,False,False,False,2023-2024,Q1
20230529,2023-05-29,2023,2,Q2,5,May,May,22,5,29,Monday,1,149,False,False,False,False,False,False,False,2023-2024,Q1
20230530,2023-05-30,2023,2,Q2,5,May,May,22,5,30,Tuesday,2,150,False,False,False,False,False,False,False,2023-2024,Q1
20230531,2023-05-31,2023,2,Q2,5,May,May,22,5,31,Wednesday,3,151,False,False,True,False,False,False,False,2023-2024,Q1
20230601,2023-06-01,2023,2,Q2,6,June,Jun,22,1,1,Thursday,4,152,False,True,False,False,False,False,False,2023-2024,Q1
20230602,2023-06-02,2023,2,Q2,6,June,Jun,22,1,2,Friday,5,153,False,False,False,False,False,False,False,2023-2024,Q1
20230603,2023-06-03,2023,2,Q2,6,June,Jun,22,1,3,Saturday,6,154,True,False,False,False,False,False,False,2023-2024,Q1
20230604,2023-06-04,2023,2,Q2,6,June,Jun,22,1,4,Sunday,7,155,True,False,False,False,False,False,False,2023-2024,Q1
20230605,2023-06-05,2023,2,Q2,6,June,Jun,23,1,5,Monday,1,156,False,False,False,False,False,False,False,2023-2024,Q1
20230606,2023-06-06,2023,2,Q2,6,June,Jun,23,1,6,Tuesday,2,157,False,False,False,False,False,False,False,2023-2024,Q1
20230607,2023-06-07,2023,2,Q2,6,June,Jun,23,1,7,Wednesday,3,158,False,False,False,False,False,False,False,2023-2024,Q1
20230608,2023-06-08,2023,2,Q2,6,June,Jun,23,2,8,Thursday,4,159,False,False,False,False,False,False,False,2023-2024,Q1
20230609,2023-06-09,2023,2,Q2,6,June,Jun,23,2,9,Friday,5,160,False,False,False,False,False,False,False,2023-2024,Q1
20230610,2023-06-10,2023,2,Q2,6,June,Jun,23,2,10,Saturday,6,161,True,False,False,False,False,False,False,2023-2024,Q1
20230611,2023-06-11,2023,2,Q2,6,June,Jun,23,2,11,Sunday,7,162,True,False,False,False,False,False,False,2023-2024,Q1
20230612,2023-06-12,2023,2,Q2,6,June,Jun,24,2,12,Monday,1,163,False,False,False,False,False,False,False,2023-2024,Q1
20230613,2023-06-13,2023,2,Q2,6,June,Jun,24,2,13,Tuesday,2,164,False,False,False,False,False,False,False,2023-2024,Q1
20230614,2023-06-14,2023,2,Q2,6,June,Jun,24,2,14,Wednesday,3,165,False,False,False,False,False,False,False,2023-2024,Q1
20230615,2023-06-15,2023,2,Q2,6,June,Jun,24,3,15,Thursday,4,166,False,False,False,False,False,False,False,2023-2024,Q1
20230616,2023-06-16,2023,2,Q2,6,June,Jun,24,3,16,Friday,5,167,False,False,False,False,False,False,False,2023-2024,Q1
20230617,2023-06-17,2023,2,Q2,6,June,Jun,24,3,17,Saturday,6,168,True,False,False,False,False,False,False,2023-2024,Q1
20230618,2023-06-18,2023,2,Q2,6,June,Jun,24,3,18,Sunday,7,169,True,False,False,False,False,False,False,2023-2024,Q1
20230619,2023-06-19,2023,2,Q2,6,June,Jun,25,3,19,Monday,1,170,False,False,False,False,False,False,False,2023-2024,Q1
20230620,2023-06-20,2023,2,Q2,6,June,Jun,25,3,20,Tuesday,2,171,False,False,False,False,False,False,False,2023-2024,Q1
20230621,2023-06-21,2023,2,Q2,6,June,Jun,25,3,21,Wednesday,3,172,False,False,False,False,False,False,False,2023-2024,Q1
20230622,2023-06-22,2023,2,Q2,6,June,Jun,25,4,22,Thursday,4,173,False,False,False,False,False,False,False,2023-2024,Q1
20230623,2023-06-23,2023,2,Q2,6,June,Jun,25,4,23,Friday,5,174,False,False,False,False,False,False,False,2023-2024,Q1
20230624,2023-06-24,2023,2,Q2,6,June,Jun,25,4,24,Saturday,6,175,True,False,False,False,False,False,False,2023-2024,Q1
20230625,2023-06-25,2023,2,Q2,6,June,Jun,25,4,25,Sunday,7,176,True,False,False,False,False,False,False,2023-2024,Q1
20230626,2023-06-26,2023,2,Q2,6,June,Jun,26,4,26,Monday,1,177,False,False,False,False,False,False,False,2023-2024,Q1
20230627,2023-06-27,2023,2,Q2,6,June,Jun,26,4,27,Tuesday,2,178,False,False,False,False,False,False,False,2023-2024,Q1
20230628,2023-06-28,2023,2,Q2,6,June,Jun,26,4,28,Wednesday,3,179,False,False,False,False,False,False,False,2023-2024,Q1
20230629,2023-06-29,2023,2,Q2,6,June,Jun,26,5,29,Thursday,4,180,False,False,False,False,False,False,False,2023-2024,Q1
20230630,2023-06-30,2023,2,Q2,6,June,Jun,26,5,30,Friday,5,181,False,False,True,False,True,False,False,2023-2024,Q1
20230701,2023-07-01,2023,3,Q3,7,July,Jul,26,1,1,Saturday,6,182,True,True,False,True,False,False,False,2023-2024,Q2
20230702,2023-07-02,2023,3,Q3,7,July,Jul,26,1,2,Sunday,7,183,True,False,False,False,False,False,False,2023-2024,Q2
20230703,2023-07-03,2023,3,Q3,7,July,Jul,27,1,3,Monday,1,184,False,False,False,False,False,False,False,2023-2024,Q2
20230704,2023-07-04,2023,3,Q3,7,July,Jul,27,1,4,Tuesday,2,185,False,False,False,False,False,False,False,2023-2024,Q2
20230705,2023-07-05,2023,3,Q3,7,July,Jul,27,1,5,Wednesday,3,186,False,False,False,False,False,False,False,2023-2024,Q2
20230706,2023-07-06,2023,3,Q3,7,July,Jul,27,1,6,Thursday,4,187,False,False,False,False,False,False,False,2023-2024,Q2
20230707,2023-07-07,2023,3,Q3,7,July,Jul,27,1,7,Friday,5,188,False,False,False,False,False,False,False,2023-2024,Q2
20230708,2023-07-08,2023,3,Q3,7,July,Jul,27,2,8,Saturday,6,189,True,False,False,False,False,False,False,2023-2024,Q2
20230709,2023-07-09,2023,3,Q3,7,July,Jul,27,2,9,Sunday,7,190,True,False,False,False,False,False,False,2023-2024,Q2
20230710,2023-07-10,2023,3,Q3,7,July,Jul,28,2,10,Monday,1,191,False,False,False,False,False,False,False,2023-2024,Q2
20230711,2023-07-11,2023,3,Q3,7,July,Jul,28,2,11,Tuesday,2,192,False,False,False,False,False,False,False,2023-2024,Q2
20230712,2023-07-12,2023,3,Q3,7,July,Jul,28,2,12,Wednesday,3,193,False,False,False,False,False,False,False,2023-2024,Q2
20230713,2023-07-13,2023,3,Q3,7,July,Jul,28,2,13,Thursday,4,194,False,False,False,False,False,False,False,2023-2024,Q2
20230714,2023-07-14,2023,3,Q3,7,July,Jul,28,2,14,Friday,5,195,False,False,False,False,False,False,False,2023-2024,Q2
20230715,2023-07-15,2023,3,Q3,7,July,Jul,28,3,15,Saturday,6,196,True,False,False,False,False,False,False,2023-2024,Q2
20230716,2023-07-16,2023,3,Q3,7,July,Jul,28,3,16,Sunday,7,197,True,False,False,False,False,False,False,2023-2024,Q2
20230717,2023-07-17,2023,3,Q3,7,July,Jul,29,3,17,Monday,1,198,False,False,False,False,False,False,False,2023-2024,Q2
20230718,2023-07-18,2023,3,Q3,7,July,Jul,29,3,18,Tuesday,2,199,False,False,False,False,False,False,False,2023-2024,Q2
20230719,2023-07-19,2023,3,Q3,7,July,Jul,29,3,19,Wednesday,3,200,False,False,False,False,False,False,False,2023-2024,Q2
20230720,2023-07-20,2023,3,Q3,7,July,Jul,29,3,20,Thursday,4,201,False,False,False,False,False,False,False,2023-2024,Q2
20230721,2023-07-21,2023,3,Q3,7,July,Jul,29,3,21,Friday,5,202,False,False,False,False,False,False,False,2023-2024,Q2
20230722,2023-07-22,2023,3,Q3,7,July,Jul,29,4,22,Saturday,6,203,True,False,False,False,False,False,False,2023-2024,Q2
20230723,2023-07-23,2023,3,Q3,7,July,Jul,29,4,23,Sunday,7,204,True,False,False,False,False,False,False,2023-2024,Q2
20230724,2023-07-24,2023,3,Q3,7,July,Jul,30,4,24,Monday,1,205,False,False,False,False,False,False,False,2023-2024,Q2
20230725,2023-07-25,2023,3,Q3,7,July,Jul,30,4,25,Tuesday,2,206,False,False,False,False,False,False,False,2023-2024,Q2
20230726,2023-07-26,2023,3,Q3,7,July,Jul,30,4,26,Wednesday,3,207,False,False,False,False,False,False,False,2023-2024,Q2
20230727,2023-07-27,2023,3,Q3,7,July,Jul,30,4,27,Thursday,4,208,False,False,False,False,False,False,False,2023-2024,Q2
20230728,2023-07-28,2023,3,Q3,7,July,Jul,30,4,28,Friday,5,209,False,False,False,False,False,False,False,2023-2024,Q2
20230729,2023-07-29,2023,3,Q3,7,July,Jul,30,5,29,Saturday,6,210,True,False,False,False,False,False,False,2023-2024,Q2
20230730,2023-07-30,2023,3,Q3,7,July,Jul,30,5,30,Sunday,7,211,True,False,False,False,False,False,False,2023-2024,Q2
20230731,2023-07-31,2023,3,Q3,7,July,Jul,31,5,31,Monday,1,212,False,False,True,False,False,False,False,2023-2024,Q2
20230801,2023-08-01,2023,3,Q3,8,August,Aug,31,1,1,Tuesday,2,213,False,True,False,False,False,False,False,2023-2024,Q2
20230802,2023-08-02,2023,3,Q3,8,August,Aug,31,1,2,Wednesday,3,214,False,False,False,False,False,False,False,2023-2024,Q2
20230803,2023-08-03,2023,3,Q3,8,August,Aug,31,1,3,Thursday,4,215,False,False,False,False,False,False,False,2023-2024,Q2
20230804,2023-08-04,2023,3,Q3,8,August,Aug,31,1,4,Friday,5,216,False,False,False,False,False,False,False,2023-2024,Q2
20230805,2023-08-05,2023,3,Q3,8,August,Aug,31,1,5,Saturday,6,217,True,False,False,False,False,False,False,2023-2024,Q2
20230806,2023-08-06,2023,3,Q3,8,August,Aug,31,1,6,Sunday,7,218,True,False,False,False,False,False,False,2023-2024,Q2
20230807,2023-08-07,2023,3,Q3,8,August,Aug,32,1,7,Monday,1,219,False,False,False,False,False,False,False,2023-2024,Q2
20230808,2023-08-08,2023,3,Q3,8,August,Aug,32,2,8,Tuesday,2,220,False,False,False,False,False,False,False,2023-2024,Q2
20230809,2023-08-09,2023,3,Q3,8,August,Aug,32,2,9,Wednesday,3,221,False,False,False,False,False,False,False,2023-2024,Q2
20230810,2023-08-10,2023,3,Q3,8,August,Aug,32,2,10,Thursday,4,222,False,False,False,False,False,False,False,2023-2024,Q2
20230811,2023-08-11,2023,3,Q3,8,August,Aug,32,2,11,Friday,5,223,False,False,False,False,False,False,False,2023-2024,Q2
20230812,2023-08-12,2023,3,Q3,8,August,Aug,32,2,12,Saturday,6,224,True,False,False,False,False,False,False,2023-2024,Q2
20230813,2023-08-13,2023,3,Q3,8,August,Aug,32,2,13,Sunday,7,225,True,False,False,False,False,False,False,2023-2024,Q2
20230814,2023-08-14,2023,3,Q3,8,August,Aug,33,2,14,Monday,1,226,False,False,False,False,False,False,False,2023-2024,Q2
20230815,2023-08-15,2023,3,Q3,8,August,Aug,33,3,15,Tuesday,2,227,False,False,False,False,False,False,False,2023-2024,Q2
20230816,2023-08-16,2023,3,Q3,8,August,Aug,33,3,16,Wednesday,3,228,False,False,False,False,False,False,False,2023-2024,Q2
20230817,2023-08-17,2023,3,Q3,8,August,Aug,33,3,17,Thursday,4,229,False,False,False,False,False,False,False,2023-2024,Q2
20230818,2023-08-18,2023,3,Q3,8,August,Aug,33,3,18,Friday,5,230,False,False,False,False,False,False,False,2023-2024,Q2
20230819,2023-08-19,2023,3,Q3,8,August,Aug,33,3,19,Saturday,6,231,True,False,False,False,False,False,False,2023-2024,Q2
20230820,2023-08-20,2023,3,Q3,8,August,Aug,33,3,20,Sunday,7,232,True,False,False,False,False,False,False,2023-2024,Q2
20230821,2023-08-21,2023,3,Q3,8,August,Aug,34,3,21,Monday,1,233,False,False,False,False,False,False,False,2023-2024,Q2
20230822,2023-08-22,2023,3,Q3,8,August,Aug,34,4,22,Tuesday,2,234,False,False,False,False,False,False,False,2023-2024,Q2
20230823,2023-08-23,2023,3,Q3,8,August,Aug,34,4,23,Wednesday,3,235,False,False,False,False,False,False,False,2023-2024,Q2
20230824,2023-08-24,2023,3,Q3,8,August,Aug,34,4,24,Thursday,4,236,False,False,False,False,False,False,False,2023-2024,Q2
20230825,2023-08-25,2023,3,Q3,8,August,Aug,34,4,25,Friday,5,237,False,False,False,False,False,False,False,2023-2024,Q2
20230826,2023-08-26,2023,3,Q3,8,August,Aug,34,4,26,Saturday,6,238,True,False,False,False,False,False,False,2023-2024,Q2
